,businessname,ratingvalue,structural,hygiene,confidenceinmanagement,ratingdate,latitude,longitude
389395,4 News,5,5,5,5,2010-07-23,54.283668,-0.39984
389396,7 Laburnum Avenue,5,5,5,0,2014-03-13,54.433366,-0.535868
389397,A & G Catering,5,0,5,5,2014-03-07,54.287348,-0.400128
389398,A And J Barnes,5,0,0,0,2013-07-02,54.211629,-0.283181
389399,A J's,5,5,0,0,2014-05-07,54.487889,-0.614614
389400,A P Jackson (Butchers) Ltd,5,5,5,0,2013-11-13,54.471073,-0.629611
389401,Abbey House Tea Room,5,0,5,0,2013-04-22,54.487992,-0.609501
389402,Abbey Steps Tea Room,3,10,5,10,2014-05-27,54.488569,-0.612029
389403,Abbots Leigh,5,0,0,0,2012-01-19,54.207911,-0.287813
389404,Abbotsleigh,5,0,0,0,2014-09-29,54.489411,-0.625895
389405,Ackworth House Nursing Home,5,5,0,0,2014-01-16,54.1334648132,-1.31587803364
389406,Admiral Hotel,4,5,5,10,2010-08-25,54.28023,-0.407024
389407,Adnanino's Takeaway,1,10,10,20,2014-08-20,54.283181,-0.399752
389408,Adrian R Colling Quality Butchers,5,5,5,0,2014-01-13,54.210227,-0.288898
389409,Aidensfield Stores,5,5,5,5,2014-08-06,54.399935,-0.71888
389410,Ainsley Court Guest House,4,5,0,10,2013-01-25,54.288318,-0.40347
389411,Airy Hill School,5,0,0,5,2012-09-28,54.481302,-0.617862
389412,AJ's Farm Shop,4,5,10,5,2014-11-13,54.283668,-0.39984
389413,Al Fresco,5,5,5,0,2014-08-27,54.288321,-0.408432
389414,Alabama Fast Food,2,15,10,10,2014-07-29,54.210312,-0.293617
389415,Albemarle Hotel,3,10,5,10,2014-01-22,54.28173,-0.404892
389416,Albert Cafe,3,10,10,10,2014-08-06,54.290471,-0.403817
389417,Aldi,5,0,5,0,2012-09-27,54.282203,-0.407332
389418,Alexander Hotel,5,0,0,0,2013-06-19,54.293929,-0.415223
389419,Alexanders Fish Restaurant,5,5,0,5,2013-03-26,54.486779,-0.614266
389420,Ali Babas,3,10,5,10,2013-02-26,54.273457,-0.402586
389421,All New Pop In Luncheon Club,4,5,5,10,2013-05-29,54.238391,-0.397634
389422,All Seasons,5,5,0,5,2012-03-21,54.283526,-0.39662
389423,All Seasons,2,15,5,10,2013-07-23,54.208733,-0.287472
389424,All Seasons Guest House,5,0,0,0,2012-05-15,54.207911,-0.287813
389425,Allerton Croft Guest House,5,5,0,0,2014-11-06,54.28023,-0.407024
389426,Alleyways Fish And Chip Shop,5,5,5,5,2014-07-24,54.276857,-0.41296
389427,Alliance Fish Mobile Van,5,0,0,0,2012-03-06,54.283349,-0.39208
389428,Alliance Fish/Ocean Pantry,3,10,10,10,2013-06-28,54.283349,-0.39208
389429,Allnews,3,10,10,5,2014-07-01,54.285045,-0.40269
389430,Allsorts,3,10,10,10,2014-07-18,54.284206,-0.388283
389431,Ambassador Hotel,4,10,5,5,2014-09-12,54.271472,-0.397257
389432,Anchor House,5,5,5,0,2014-10-14,54.490842,-0.627684
389433,Angel Inn,5,0,0,0,2014-03-06,54.283311,-0.401375
389434,Angie's Ice Cream,5,0,0,0,2014-08-07,54.252512,-0.476016
389435,Ann Summers,Exempt,nan,nan,nan,2010-09-09,54.281516,-0.40295
389436,Anna's Fresh Sandwiches,5,5,5,5,2013-11-07,54.280416,-0.407447
389437,Antons Cafe Bar Grill,5,0,5,5,2013-07-18,54.284218,-0.391232
389438,Anvil Inn,5,0,5,5,2014-02-28,54.252111,-0.555143
389439,Arbut's Cafe,3,10,5,10,2015-01-07,54.487875,-0.614985
389440,Argo Guest House,5,5,5,0,2013-07-24,54.289311,-0.405168
389441,Argyle House,4,0,0,10,2012-10-17,54.488768,-0.619154
389442,Ark House,5,0,0,5,2013-11-15,54.276131,-0.406322
389443,Army Cadet Centre,Exempt,nan,nan,nan,2014-02-05,54.47854,-0.617601
389444,Army Cadet Force,Exempt,nan,nan,nan,2013-03-07,54.29612,-0.435007
389445,Arnie's,5,5,5,5,2014-03-27,54.488016,-0.612403
389446,Arosa Camp Site Bar,3,10,10,10,2013-10-10,54.233139,-0.445492
389447,Arosa Confiserie,4,5,0,10,2014-12-03,54.273457,-0.402586
389448,Arran,4,0,0,10,2013-02-01,54.288318,-0.40347
389449,Artisan Cafe @ The Geall Gallery,5,0,5,5,2014-02-20,54.435894,-0.723895
389450,Ash Browns Cafe,5,nan,nan,nan,2014-02-06,54.280432,-0.407984
389451,Ashburton Hotel,4,5,5,10,2014-02-06,54.275156,-0.408034
389452,Ashurst Residential Home,4,10,5,5,2013-10-15,54.274871,-0.414326
389453,Ask,5,0,0,0,2013-11-15,54.283926,-0.391535
389454,Aston Pharmacy,Exempt,nan,nan,nan,2014-02-06,54.281899,-0.41083
389455,Athol House,4,0,0,10,2013-08-16,54.207533,-0.289086
389456,Atlanta Hotel,5,0,0,0,2012-10-30,54.286684,-0.409079
389457,Autumn Leaves,4,0,0,10,2012-11-22,54.48599,-0.622289
389458,Avalon Hotel,3,10,5,10,2014-05-16,54.489365,-0.620308
389459,B & B @ Number 23,5,0,0,5,2014-07-11,54.234738,-0.521872
389460,B & M Retail Ltd,5,0,0,0,2014-03-04,54.260597,-0.415688
389461,Bagdale Hall Hotel,1,5,10,20,2013-11-12,54.484313,-0.619413
389462,Baguette Stop,4,10,5,5,2014-01-10,54.277833,-0.437405
389463,Bailey's Bistro,3,10,10,10,2014-09-24,54.283044,-0.404995
389464,Bairnswood School,3,10,5,10,2014-05-22,54.287594,-0.437451
389465,Bakers 'n'  Brew,5,5,5,0,2014-06-03,54.284257,-0.427561
389466,Bakers Snacks,5,5,5,5,2013-07-02,54.211629,-0.283181
389467,Baking For Bungoma,Exempt,nan,nan,nan,2013-05-10,54.207533,-0.289086
389468,Bamfords Cafe And Chippy,5,5,5,5,2014-07-31,54.284218,-0.391232
389469,Bar 7,5,0,0,0,2013-08-17,54.489142,-0.614927
389470,Bar Complex,5,5,0,0,2011-08-18,54.216442,-0.299315
389471,Barclay House,4,0,5,10,2013-11-07,54.179749,-0.320328
389472,Bargain Booze,4,10,5,5,2013-03-26,54.483498,-0.614948
389473,Barnards Butchers & Bakery,4,10,5,5,2014-02-26,54.431024,-0.548871
389474,Barrowcliff School,5,0,0,0,2014-10-23,54.288173,-0.430792
389475,Basics Plus,4,5,5,10,2014-10-23,54.27189,-0.417312
389476,Basics Plus At Betton Farm Cafe,4,nan,nan,nan,2013-12-12,54.254319,-0.470362
389477,Basics Plus@Betton Farm Bakery,5,0,0,5,2014-11-13,54.254319,-0.470362
389478,Bats And Broomsticks,4,0,0,10,2013-02-28,54.481868,-0.620992
389479,Battery Parade Cafe,5,0,5,0,2014-08-14,54.490788,-0.615057
389480,Baxters Of Scarborough,5,nan,nan,nan,2013-06-20,54.281516,-0.40295
389481,Bay Fisheries,5,5,0,0,2014-10-09,54.430922,-0.532949
389482,Bay Hotel,3,10,10,10,2014-10-09,54.430394,-0.532413
389483,Bay View Coffee House,5,0,5,0,2013-07-18,54.28278446,-0.39527222
389484,Bayview Diner,1,10,5,20,2014-07-10,54.211629,-0.283181
389485,Beach Cafe,3,10,10,10,2013-07-02,54.175944,-0.278148
389486,Beachcomber Kiosk,5,5,5,5,2014-06-26,54.336198,-0.448928
389487,Beacon Farm Ice Cream,5,5,5,5,2014-07-18,54.1334648132,-1.31587803364
389488,Beacon Farm Ice Cream,5,0,0,0,2014-09-12,,
389489,Beacon Farm Tea Room,5,5,0,0,2014-03-19,54.457306,-0.61955
389490,Beaumont Guest House,5,0,5,5,2012-03-08,54.286867,-0.40113
389491,Beck View Tea Rooms And Village Shop,5,5,0,0,2013-03-22,54.4584465027,-0.827259063721
