,addressline1,addressline2,addressline3,addressline4,businessname,businesstype,businesstypeid,confidenceinmanagement,extractdate,fhrsid,hygiene,itemcount,latitude,localauthoritybusinessid,localauthoritycode,localauthorityemailaddress,localauthorityname,localauthoritywebsite,longitude,postcode,ratingdate,ratingkey,ratingvalue,returncode,schemetype,structural
310258,12 Wellington Street Teignmouth Devon,,,,321 Discount,Retailers - other,4613,,,12571,,,50.54635500000000,04/01834/MIXED,078,fhrs@teignbridge.gov.uk,Teignbridge,http://www.teignbridge.gov.uk/fhrs,-3.49502900000000,TQ14 8HH,2010-11-15,fhrs_exempt_en-GB,Exempt,,FHRS,
310259,29 Queen Street Newton Abbot Devon,,,,A And K Hooper Family Butchers,Retailers - other,4613,10,,201350,5,,50.53096900000000,11/01624/MIXED,078,fhrs@teignbridge.gov.uk,Teignbridge,http://www.teignbridge.gov.uk/fhrs,-3.60824000000000,TQ12 2AQ,2014-03-04,fhrs_4_en-GB,4,,FHRS,0
310260,West Town Farm Ide Exeter,,,,A H Bragg,Manufacturers/packers,7839,,,442467,,,50.70173000000000,07/00413/FOOD,078,fhrs@teignbridge.gov.uk,Teignbridge,http://www.teignbridge.gov.uk/fhrs,-3.57259800000000,EX2 9TG,2012-02-21,fhrs_exempt_en-GB,Exempt,,FHRS,
310261,15 Brunswick Place Dawlish Devon,,,,A Piece Of Cake,Restaurant/Cafe/Canteen,1,0,,258973,0,,50.58031700000000,12/01678/MIXED,078,fhrs@teignbridge.gov.uk,Teignbridge,http://www.teignbridge.gov.uk/fhrs,-3.46942300000000,EX7 9PB,2014-01-23,fhrs_5_en-GB,5,,FHRS,0
310262,Abbeyfield House Heywoods Road Teignmouth Devon,,,,Abbeyfield House,Hospitals/Childcare/Caring Premises,5,5,,10434,5,,50.54924300000000,04/00197/MIXED,078,fhrs@teignbridge.gov.uk,Teignbridge,http://www.teignbridge.gov.uk/fhrs,-3.49568500000000,TQ14 8LN,2010-12-08,fhrs_5_en-GB,5,,FHRS,0
310263,90 Torquay Road Newton Abbot Devon,,,,Abbotsbury School,School/college/university,7845,5,,11774,5,,50.52653200000000,04/00842/FOOD,078,fhrs@teignbridge.gov.uk,Teignbridge,http://www.teignbridge.gov.uk/fhrs,-3.60000500000000,TQ12 2JD,2014-07-15,fhrs_5_en-GB,5,,FHRS,5
310264,The Village Hall Abbotskerswell Newton Abbot Devon,,,,Abbotskerswell Pre-School,Hospitals/Childcare/Caring Premises,5,,,442456,,,50.50721000000000,07/00373/MIXED,078,fhrs@teignbridge.gov.uk,Teignbridge,http://www.teignbridge.gov.uk/fhrs,-3.61263700000000,TQ12 5PB,2013-03-01,fhrs_exempt_en-GB,Exempt,,FHRS,
310265,Abbotskerswell Newton Abbot Devon,,,,Abbotskerswell Primary School,School/college/university,7845,5,,11973,5,,50.50898361206055,04/01001/FOOD,078,fhrs@teignbridge.gov.uk,Teignbridge,http://www.teignbridge.gov.uk/fhrs,-3.61430525779724,TQ12 5NS,2014-03-11,fhrs_5_en-GB,5,,FHRS,0
310266,6 Tweenaways Buckfastleigh Devon,,,,Acorn Bed And Breakfast,Hotel/bed & breakfast/guest house,7842,5,,36499,5,,50.47648300000000,10/01196/MIXED,078,fhrs@teignbridge.gov.uk,Teignbridge,http://www.teignbridge.gov.uk/fhrs,-3.78651100000000,TQ11 0DW,2010-09-15,fhrs_5_en-GB,5,,FHRS,5
310267,,,,,Addiscott's,Mobile caterer,7846,5,,258972,5,,,11/01550/MIXED,078,fhrs@teignbridge.gov.uk,Teignbridge,http://www.teignbridge.gov.uk/fhrs,,,2013-11-11,fhrs_4_en-GB,4,,FHRS,10
