,businessname,ratingvalue,structural,hygiene,confidenceinmanagement,ratingdate,latitude,longitude
400480,4 Vicars,5,5,5,5,2014-06-04,54.347888,-6.657067
400481,7 Hills Bistro,5,5,5,5,2014-05-01,54.347285,-6.653749
400482,A & G KEENAN,4,10,0,10,2014-03-28,54.228558,-6.77603
400483,A FLANAGAN AND SON,5,0,0,5,2014-10-23,54.346945,-6.651423
400484,Al-amin,4,10,5,5,2013-12-04,54.248283,-6.705902
400485,All Things Nice,5,0,0,0,2013-10-02,,
400486,Allens Of Armagh,5,5,5,5,2014-09-22,54.346062,-6.652006
400487,Allistragh Filling Station,5,5,5,5,2014-11-10,54.385505,-6.670831
400488,ANDERSONS BUTCHERS & DELICATESSAN,5,5,0,5,2013-08-08,54.353123,-6.41266
400489,Apple Blossom Playgroup,5,5,0,5,2013-10-02,54.459582,-6.565851
400490,Appleby Social Education Centre,5,5,0,0,2014-05-20,54.339427,-6.628467
400491,Applecroft,5,0,0,0,2013-04-16,,
400492,ARD MHACHA HOUSE CARE HOME,5,5,0,5,2014-08-26,54.35366,-6.666307
400493,ARDEN HEALTH LTD,Exempt,nan,nan,nan,2011-12-08,54.355802,-6.656963
400494,Arke Sure Start Windmill Programme For Two Year Olds,5,5,5,5,2015-01-19,54.355251,-6.651104
400495,ARMAGH BEACON CENTRE,5,0,0,0,2013-09-26,54.349329,-6.65742
400496,ARMAGH CBS,5,5,0,0,2014-04-08,54.342137,-6.660192
400497,ARMAGH CITY CLUB,5,0,0,0,2012-06-25,54.350266,-6.651145
400498,ARMAGH CITY FOOTBALL CLUB,5,5,0,0,2013-09-12,54.339427,-6.628467
400499,ARMAGH CITY HOTEL,5,5,0,5,2014-04-03,54.344798,-6.650709
400500,ARMAGH CLUB,5,5,0,5,2014-09-02,54.349066,-6.653953
400501,ARMAGH HARPS GFC,5,0,5,0,2012-06-01,54.358398,-6.65777
400502,ARMAGH INDIAN NIGHTS,3,10,5,10,2014-05-22,54.346945,-6.651423
400503,ARMAGH MASONIC CLUB,5,0,0,0,2012-05-17,54.349922,-6.647727
400504,ARMAGH OLD BOYS BAND HALL,5,5,0,0,2014-03-20,54.347035,-6.649882
400505,ARMAGH PLANETARIUM,5,5,0,5,2012-11-08,54.352076,-6.647564
400506,ARMSTRONG PRIMARY SCHOOL,5,5,0,0,2014-05-14,54.352076,-6.647564
400507,AROMA,5,5,5,5,2013-08-01,54.348165,-6.651291
400508,AROUND A POUND,5,0,0,5,2013-08-07,54.34854,-6.653509
400509,ASHRENE HOUSE B AND B,5,0,0,5,2014-04-24,54.347969,-6.812974
400510,B & M BARGAINS RETAIL LTD,4,5,10,5,2013-08-13,54.34986,-6.653419
400511,BAGEL BEAN,3,10,10,10,2014-03-19,54.347791,-6.653225
