,businessname,ratingvalue,structural,hygiene,confidenceinmanagement,ratingdate,latitude,longitude
438701,147 Pool & Snooker Centre,Improvement Required,nan,nan,nan,2012-09-04,57.47871,-4.22578
438702,1896 Gallery and Coffee Shop,Awaiting Inspection,nan,nan,nan,,57.248818,-3.757552
438703,19th Hole Catering,Pass,nan,nan,nan,2014-07-01,57.331526,-3.601744
438704,1st Pizza Direct,Pass,nan,nan,nan,2012-05-03,57.487423,-4.142419
438705,1st Pizza Direct,Pass,nan,nan,nan,2013-02-18,57.585296,-3.87111
438706,2 P's Community Cafe,Awaiting Inspection,nan,nan,nan,,57.338499,-3.545607
438707,2 Quail,Awaiting Inspection,nan,nan,nan,2007-09-27,57.880477,-4.032153
438708,2C  Local,Pass,nan,nan,nan,2014-01-10,58.302123,-3.28469
438709,3 Tiers,Awaiting Inspection,nan,nan,nan,2010-12-07,58.596142,-3.531014
438710,3388 Chinese Takeaway,Pass,nan,nan,nan,2014-09-18,57.810518,-4.053667
438711,8 Gluten Free Dinning,Pass,nan,nan,nan,2014-12-04,57.475284,-4.224438
438712,88,Improvement Required,nan,nan,nan,2014-10-06,57.696148,-4.255032
438713,A & E Harrold,Pass,nan,nan,nan,2013-09-18,58.595658,-3.518828
438714,A & I Butchers,Pass,nan,nan,nan,2013-11-26,,
438715,A & I Quality Butchers,Improvement Required,nan,nan,nan,2014-10-28,57.463354,-4.21099
438716,A & M Takeaway,Pass,nan,nan,nan,2014-07-17,57.421589,-6.190646
438717,A Dempster,Awaiting Inspection,nan,nan,nan,,57.071945,-3.907955
438718,A G Campbell & Partners,Pass,nan,nan,nan,2014-11-04,57.974592,-3.973121
438719,A MacKay & Son,Pass,nan,nan,nan,2011-06-02,58.597529,-3.514022
438720,Abbey Cottage B&B,Awaiting Inspection,nan,nan,nan,,57.144465,-4.680442
438721,Abbeyfield House,Pass,nan,nan,nan,2012-06-21,57.589614,-4.11396
438722,Abbeyfield House,Pass,nan,nan,nan,2013-08-21,,
438723,Abbeyfield Society for Scotland,Pass,nan,nan,nan,2012-02-06,57.478602,-4.211495
438724,ABC Parties,Awaiting Inspection,nan,nan,nan,2013-05-29,57.663979,-4.339699
438725,Aberarder Estate,Awaiting Inspection,nan,nan,nan,,57.374858,-4.18728
438726,Aberdeen & Northern Marts Ltd,Pass,nan,nan,nan,2010-10-18,58.503509,-3.260688
438727,Aberfeldy Lodge Guest House,Pass,nan,nan,nan,2011-09-07,57.474367,-4.21781
438728,Abermar Guest House,Pass,nan,nan,nan,2004-09-29,57.477522,-4.237101
438729,Abernethy Ardgour,Pass,nan,nan,nan,2012-02-21,56.680407,-5.365297
438730,Abernethy Golf Club,Pass,nan,nan,nan,2012-09-24,57.268172,-3.654877
438731,Abernethy Outdoor Centre,Pass and Eat Safe,nan,nan,nan,2012-03-12,57.268638,-3.628165
438732,Abernethy Primary School,Pass,nan,nan,nan,2011-08-30,57.268638,-3.628165
438733,Abertarff Place,Improvement Required,nan,nan,nan,2014-04-22,57.140417,-4.686514
438734,Abertay Services Lts,Pass,nan,nan,nan,2013-03-14,57.599976,-4.436611
438735,Abi's Kebab,Pass,nan,nan,nan,2013-04-25,56.818158,-5.110465
438736,Ach Aluinn Guest House,Pass,nan,nan,nan,2007-07-24,57.477522,-4.237101
438737,Ach An Darach,Awaiting Inspection,nan,nan,nan,,57.414146,-4.459736
438738,Ach-An-Eas Home,Pass,nan,nan,nan,2014-02-27,57.46666,-4.226365
438739,Acharacle Community Centre,Pass,nan,nan,nan,2013-04-24,56.740849,-5.793323
438740,Acharacle Post Office,Exempt,nan,nan,nan,2013-03-18,56.741614,-5.78769
438741,Acharacle Primary School,Pass,nan,nan,nan,2013-03-18,56.747975,-5.803174
438742,Acharacle Tea Rooms,Pass,nan,nan,nan,2014-04-30,56.741614,-5.78769
438743,Acharacle Village Store,Pass,nan,nan,nan,2011-08-11,56.741614,-5.78769
438744,Achavelgin,Pass,nan,nan,nan,2012-04-26,57.535375,-3.803467
438745,Achdalieu Deer Larder,Awaiting Inspection,nan,nan,nan,,56.855896,-5.285341
438746,Achiltibuie Primary School,Pass,nan,nan,nan,2012-10-25,58.021432,-5.346285
438747,Achins Bookshop & Coffee Shop,Pass,nan,nan,nan,2013-05-10,58.1298103333,-5.26046943665
438748,Achintee Farm Guest House,Pass,nan,nan,nan,2010-09-07,56.819686,-5.078219
438749,Achmore Village Hall,Exempt,nan,nan,nan,1996-10-22,57.341414,-5.566806
438750,Achnabobane Farmhouse Bed & Breakfast,Pass,nan,nan,nan,2011-05-23,56.885597,-4.962823
438751,Achnaha Croft Produce,Awaiting Inspection,nan,nan,nan,,56.745204,-6.172633
438752,Achness Hotel,Pass,nan,nan,nan,2013-02-05,57.979473,-4.572077
438753,Achvarasdal House,Pass,nan,nan,nan,2013-10-08,58.560158,-3.744504
438754,Ackergill Ltd.,Pass,nan,nan,nan,2013-07-15,58.46479,-3.108678
438755,Acorn House,Pass,nan,nan,nan,2006-03-14,57.473994,-4.235868
438756,Action for Children,Pass,nan,nan,nan,2012-02-13,57.489317,-4.239791
438757,Action for Children,Pass,nan,nan,nan,2012-03-14,57.479551,-4.151984
438758,Action for Children - Lochaber Family Service,Pass,nan,nan,nan,2012-09-11,56.821633,-5.08782
438759,Active Cafe,Pass,nan,nan,nan,2011-12-20,57.183673,-3.832107
438760,Adelphi Distillery,Pass,nan,nan,nan,2014-08-05,56.687947,-5.948071
438761,Aden House Residential home,Pass,nan,nan,nan,2013-12-16,57.471843,-4.213671
438762,"Advie Village Hall, Advie",Awaiting Inspection,nan,nan,nan,,57.337485,-3.536726
438763,Aga Shop,Exempt,nan,nan,nan,2012-08-21,57.487685,-4.214113
438764,Agatas Cakes,Awaiting Inspection,nan,nan,nan,,57.472674,-4.243892
438765,Aigas Field Centre,Pass,nan,nan,nan,2013-04-24,57.443852,-4.559564
