,businessname,ratingvalue,structural,hygiene,confidenceinmanagement,ratingdate,latitude,longitude
203683,12th W'ton (L Stumps)Scout HQ,5,5,5,5,2011-07-29,53.425729,-2.533986
203684,147 Snooker Club,4,0,0,10,2013-08-27,53.395357,-2.591142
203685,1st W'ton (Orford) Scout HQ,4,0,0,10,2012-02-10,53.477518,-2.554435
203686,21st Warrington Scout Group,5,0,0,5,2012-03-12,53.352154,-2.57136
203687,25th W'ton East Scout Group,5,0,0,5,2013-02-27,53.372089,-2.545023
203688,27th Warrington East Scouts,4,0,0,10,2012-02-08,53.400549,-2.534543
203689,53 Degrees North,5,5,5,5,2011-03-18,53.38719,-2.592142
203690,7th Warrington HQ Scouts,5,5,5,5,2011-03-23,53.393801,-2.629828
203691,9 Gallon Ltd,5,0,0,5,2014-02-26,53.388933,-2.597594
203692,99p Stores Ltd,Exempt,nan,nan,nan,2013-10-08,53.388731,-2.595035
203693,99p Stores Ltd,Exempt,nan,nan,nan,2014-07-10,53.414138,-2.527041
203694,A & G Westwood,5,0,5,5,2013-11-21,53.389919,-2.614193
203695,A H Young Scotch Fish,5,0,0,5,2011-01-27,53.338628,-2.602026
203696,A J's Snack Bar,0,20,20,20,2015-01-16,53.429107,-2.591581
203697,A La Turka,5,0,0,5,2013-04-16,53.369531,-2.580264
203698,A Little of What You Fancy,5,0,0,5,2013-09-16,,
203699,A Little Piece Of Cake,4,0,0,10,2013-03-06,,
203700,A Monks Sports Club,4,10,5,5,2013-11-14,53.400918,-2.542474
203701,A Ward & Son,5,0,5,5,2014-06-25,53.371989,-2.581395
203702,Abbey Court,5,0,0,0,2014-04-25,53.41541,-2.523822
203703,ABC 123 Day Nursery,5,0,0,5,2014-01-10,53.406335,-2.585037
203704,ABC Pre-School Ltd,5,0,0,5,2010-06-24,53.450421,-2.521768
203705,Absciex UK Limited,5,0,0,5,2010-11-29,53.3797,-2.596142
203706,Adelphi Vaults,5,0,0,5,2014-10-30,53.388628,-2.588553
203707,Adoris,5,0,0,0,2013-07-10,,
203708,Agave Rumbar,5,5,5,5,2013-07-24,53.388933,-2.597594
203709,Age Concern,5,0,0,5,2010-02-19,53.452509,-2.521206
203710,Alder Root Golf Club,3,10,10,10,2014-11-07,53.434149,-2.621815
203711,Alderman Bolton Community Primary School,5,5,0,0,2011-02-25,53.381899,-2.563655
203712,Aldi Stores Ltd,5,0,0,0,2014-07-09,53.415376,-2.59622
203713,Aldi Stores Ltd,5,0,0,0,2010-09-03,53.389843,-2.602554
203714,Aldi Stores Ltd,5,0,0,0,2012-09-28,53.414147,-2.52695
203715,Aldi Stores Ltd,5,0,0,0,2009-11-06,53.370423,-2.581764
203716,Alford Sports & Social Club,3,5,10,10,2014-05-08,53.397355,-2.564446
203717,Ali's Fast Food,2,0,15,10,2014-04-16,53.387639,-2.592118
203718,All Occasions,5,0,0,5,2012-09-17,,
203719,All Saints Church,5,0,0,5,2012-08-16,53.381652,-2.527256
203720,All Time Favourites,Exempt,nan,nan,nan,2012-08-17,53.393855,-2.653228
203721,Allens Sandwich Bar & Bakery,4,5,5,10,2014-06-05,53.390191,-2.611972
203722,Amado Boutique Hotels,4,0,0,10,2013-11-26,53.369531,-2.580264
203723,Amber Webb,5,0,0,5,2010-09-08,,
203724,Amigo,5,5,5,5,2009-08-11,53.39399,-2.610748
203725,Amy Elizabeth Cakes,5,0,0,5,2014-08-27,,
203726,Andrew Baguely Golf Profession,Exempt,nan,nan,nan,2009-07-31,53.457956,-2.5354
203727,Andrews,4,0,10,5,2013-11-21,53.388315,-2.591872
203728,Andy Miller,5,0,0,0,2013-02-26,,
203729,Angelo Esposito Van 1,5,0,0,5,2013-03-18,53.387115,-2.657951
203730,Angelo Esposito Van 3,4,0,0,10,2013-11-26,53.377144,-2.476918
203731,Angelpie Cakes and Catering,5,0,0,5,2010-06-21,,
203732,Anika Indian Takeaway,4,5,5,10,2013-11-18,53.397095,-2.575601
203733,Anmol,3,10,10,10,2014-09-11,53.384524,-2.646891
203734,Ann Summers Ltd,Exempt,nan,nan,nan,2010-04-20,53.390088,-2.595054
203735,Annie's Kitchen,5,5,5,5,2014-09-22,53.407278,-2.581575
203736,Antons Pizza,5,0,0,5,2014-03-31,53.400088,-2.592201
203737,Apartment Bar,5,0,0,5,2013-07-10,53.388206,-2.595764
203738,Apple Jacks Farm,3,5,10,10,2014-08-26,53.343644,-2.559635
203739,Appleton Parish Hall,5,0,0,5,2011-03-02,53.352154,-2.57136
203740,Appleton Thorn Hall Bar,5,0,5,5,2014-02-27,53.349333,-2.546265
203741,Appleton Thorn Link Club,5,0,5,0,2011-01-18,53.342235,-2.533468
203742,Appleton Thorn Pre School,4,10,0,0,2014-01-08,53.349333,-2.546265
203743,Appleton Thorn Primary School,5,0,0,0,2013-04-24,53.34767,-2.540129
203744,Appleton's,5,5,5,5,2012-08-17,,
203745,Argos Stores Ltd,Exempt,nan,nan,nan,2010-12-22,53.390904,-2.589923
203746,Argos Stores Ltd,Exempt,nan,nan,nan,2012-08-17,53.414517,-2.526654
203747,ARJ Butchers (Shaws) Ltd,1,10,10,20,2014-07-10,53.397379,-2.58926
203748,Arlington House,4,10,0,0,2014-02-06,53.375422,-2.562667
203749,Arowna,Exempt,nan,nan,nan,2011-08-18,53.391833,-2.592868
203750,Asda,5,0,5,0,2010-02-11,53.414147,-2.52695
203751,Asda,5,5,0,0,2010-02-10,53.391388,-2.590155
203752,Asda,5,0,0,5,2013-03-21,53.392484,-2.595869
203753,Asda,5,0,0,0,2014-10-21,53.408149,-2.631259
203754,Asda Cafe,5,0,5,0,2014-12-02,53.391388,-2.590155
203755,Ask Italian,5,0,0,0,2013-08-28,53.39009,-2.594618
203756,B & M Homestores,5,0,0,5,2011-11-24,53.386351,-2.58553
203757,B & M Retail Ltd,5,0,0,5,2014-02-13,53.390904,-2.589923
203758,B & Q Cafe,5,0,0,5,2014-07-04,53.424208,-2.600466
203759,Baby Cakes & Roses Cake Craft,5,0,0,5,2013-01-11,53.398262,-2.587107
203760,Babylon / Reflex,5,0,0,0,2011-01-28,53.387817,-2.592587
203761,Baker J's Pie & Sandwich Co.,5,5,0,0,2011-02-15,53.388315,-2.591872
203762,Ball Hall Cafe,1,5,10,20,2014-03-08,53.379695,-2.565851
203763,Bap,4,0,5,10,2014-09-12,53.39009,-2.594618
203764,Bar Twenty/10,5,0,0,5,2012-03-15,53.415999,-2.546758
203765,Barbara's Sweets,Exempt,nan,nan,nan,2012-08-17,53.388315,-2.591872
203766,Bargain Booze,Exempt,nan,nan,nan,2011-06-01,53.376833,-2.596147
203767,Bargain Booze,Exempt,nan,nan,nan,2012-03-22,53.397095,-2.575601
203768,Bargain Booze,Exempt,nan,nan,nan,2012-01-25,53.384253,-2.565716
203769,Bargain Booze,Exempt,nan,nan,nan,2011-05-03,53.367322,-2.58354
203770,Bargain Booze,Exempt,nan,nan,nan,2014-10-16,53.410132,-2.595138
