,addressline1,addressline2,addressline3,addressline4,businessname,businesstype,businesstypeid,confidenceinmanagement,extractdate,fhrsid,hygiene,itemcount,latitude,localauthoritybusinessid,localauthoritycode,localauthorityemailaddress,localauthorityname,localauthoritywebsite,longitude,postcode,ratingdate,ratingkey,ratingvalue,returncode,schemetype,structural
173171,Moresby Stores,Moresby Parks,Whitehaven,Cumbria,A & K News,Retailers - other,4613,5,,229956,5,,54.55825600000000,PI/000013439,058,envhealth@copeland.gov.uk,Copeland,http://www.copeland.gov.uk,-3.55121300000000,CA28 8XG,2012-07-12,fhrs_5_en-GB,5,,FHRS,0
173172,Abc Nursery,Catherine Street,Whitehaven,Cumbria,A B C Day Nursery,Hospitals/Childcare/Caring Premises,5,5,,229710,0,,54.54764600000000,PI/000006231,058,envhealth@copeland.gov.uk,Copeland,http://www.copeland.gov.uk,-3.58347900000000,CA28 7PG,2014-05-19,fhrs_5_en-GB,5,,FHRS,0
173173,6 South Parade,Seascale,Cumbria,,A Williams,Manufacturers/packers,7839,10,,229889,5,,54.39504000000000,PI/000015491,058,envhealth@copeland.gov.uk,Copeland,http://www.copeland.gov.uk,-3.48420500000000,CA20 1PZ,2014-03-25,fhrs_3_en-GB,3,,FHRS,10
173174,12 Church Street,Moor Row,Cumbria,,A1 Catering Services,Retailers - other,4613,5,,555538,5,,54.51338500000000,PI/000019144,058,envhealth@copeland.gov.uk,Copeland,http://www.copeland.gov.uk,-3.53882200000000,CA24 3JF,2013-04-30,fhrs_5_en-GB,5,,FHRS,5
173175,Abbey Farmhouse,Abbey Road,St Bees,Cumbria,Abbey Farm,Hotel/bed & breakfast/guest house,7842,5,,229747,0,,54.49470800000000,PI/000000336,058,envhealth@copeland.gov.uk,Copeland,http://www.copeland.gov.uk,-3.59427800000000,CA27 0DY,2014-07-16,fhrs_5_en-GB,5,,FHRS,5
173176,Alexander House,Chapel Lane,Bootle,,Abbeyfield Society,Hospitals/Childcare/Caring Premises,5,0,,229690,0,,54.28150900000000,PI/000030175,058,envhealth@copeland.gov.uk,Copeland,http://www.copeland.gov.uk,-3.37454700000000,LA19 5UE,2014-03-04,fhrs_4_en-GB,4,,FHRS,10
173177,The Nursery,St Bridgets Lane,Egremont,Cumbria,ABC Nursery,School/college/university,7845,5,,230229,5,,54.48259300000000,PI/000018081,058,envhealth@copeland.gov.uk,Copeland,http://www.copeland.gov.uk,-3.53308100000000,CA22 2BD,2013-03-05,fhrs_5_en-GB,5,,FHRS,5
173178,St Marys Centre,St Bridgets Lane,Egremont,Cumbria,Age Concern,Restaurant/Cafe/Canteen,1,5,,229900,0,,54.48259300000000,PI/000033073,058,envhealth@copeland.gov.uk,Copeland,http://www.copeland.gov.uk,-3.53308100000000,CA22 2BD,2011-08-30,fhrs_5_en-GB,5,,FHRS,0
173179,The Jubilee Centre,Devonshire Road,Millom,Cumbria,Age Concern Millom And District,Restaurant/Cafe/Canteen,1,5,,230285,5,,,PI/000029323,058,envhealth@copeland.gov.uk,Copeland,http://www.copeland.gov.uk,,LA18 4JR,2011-09-23,fhrs_5_en-GB,5,,FHRS,5
173180,3 Tangier Street,Whitehaven,Cumbria,,Akash/La'al Indian,Restaurant/Cafe/Canteen,1,10,,230085,10,,54.55035200000000,PI/000006321,058,envhealth@copeland.gov.uk,Copeland,http://www.copeland.gov.uk,-3.58748000000000,CA28 7UZ,2013-03-14,fhrs_3_en-GB,3,,FHRS,10
173181,1 Finkle Street,St Bees,Cumbria,,Albert Hotel,Hotel/bed & breakfast/guest house,7842,5,,230005,5,,54.49206900000000,PI/000002310,058,envhealth@copeland.gov.uk,Copeland,http://www.copeland.gov.uk,-3.58925000000000,CA27 0BN,2011-11-21,fhrs_5_en-GB,5,,FHRS,5
173182,Aldi Foodstore Ltd,Preston Street,Whitehaven,Cumbria,Aldi Stores Ltd,Retailers - supermarkets/hypermarkets,7840,0,,229818,0,,54.54357800000000,PI/000004691,058,envhealth@copeland.gov.uk,Copeland,http://www.copeland.gov.uk,-3.59072600000000,CA28 9DL,2014-06-03,fhrs_5_en-GB,5,,FHRS,0
173183,34-35 Tangier Street,Whitehaven,Cumbria,,Ali Taj,Restaurant/Cafe/Canteen,1,10,,230211,15,,54.54995500000000,PI/000006011,058,envhealth@copeland.gov.uk,Copeland,http://www.copeland.gov.uk,-3.58833000000000,CA28 7UX,2014-02-25,fhrs_2_en-GB,2,,FHRS,10
173184,,,,,All Things 4U Mobile,Mobile caterer,7846,0,,482454,0,,,PI/000035050,058,envhealth@copeland.gov.uk,Copeland,http://www.copeland.gov.uk,,,2014-05-23,fhrs_5_en-GB,5,,FHRS,0
173185,45 Rutland Avenue,Whitehaven,Cumbria,,Amie's Little Monkeys,Other catering premises,7841,5,,636783,0,,54.52641700000000,PI/000007517,058,envhealth@copeland.gov.uk,Copeland,http://www.copeland.gov.uk,-3.56337200000000,CA28 8LF,2014-02-26,fhrs_5_en-GB,5,,FHRS,0
