,businessname,ratingvalue,structural,hygiene,confidenceinmanagement,ratingdate,latitude,longitude
288683,4Children,5,0,0,0,2013-09-27,51.710168,-1.962451
288684,7A Coffee Shop And Cafe,3,10,10,10,2014-02-26,51.707334,-1.779905
288685,99P Stores,5,0,0,0,2014-10-29,,
288686,A J Whiddett,5,5,5,5,2013-07-25,51.715824,-1.967209
288687,A J Whiddett Bakery,3,10,10,10,2014-07-22,51.718918,-1.969957
288688,Abbey Road Garage,3,5,10,10,2014-02-11,51.735445,-1.977751
288689,Abbeyfield Cirencester Society,4,5,5,10,2013-01-16,51.708803,-1.970977
288690,Abbeyfield Society,5,5,5,5,2013-11-14,51.930431,-1.722431
288691,Abbeyfield Society,5,0,5,0,2014-05-22,51.885834,-1.757663
288692,Abbeyfield UK,5,5,5,5,2010-03-01,51.639346,-2.161591
288693,Abbeymead Guest House,5,0,5,5,2010-01-12,51.713269,-1.960712
288694,Absolutely Delicious,4,10,0,10,2014-08-12,51.710296,-1.969905
288695,Acacia,5,5,0,5,2012-03-29,51.991213,-1.701828
288696,Acorns Nursery School,5,5,5,0,2014-09-03,51.716985,-1.97074
288697,Adlestrop Post Office,4,10,5,5,2012-04-19,51.941507,-1.647983
288698,Aldi,5,0,0,0,2014-10-29,51.70592,-1.952759
288699,Alis Snack Bar,5,5,5,5,2012-01-19,51.7641716003,-2.16174006462
288700,Ambleside B And B,5,5,5,5,2012-06-11,51.654828,-2.174612
288701,American Pizza,2,15,0,10,2014-08-05,51.709654,-1.960498
288702,Amethyst Fish Bar,5,5,5,5,2013-11-19,51.673182,-1.930754
288703,Ampney Crucis C Of E School,5,5,5,5,2013-05-17,51.718131,-1.896843
288704,Andrea Wiltshire,5,5,5,5,2010-09-13,,
288705,Andrew Butler Butchers,4,5,10,5,2014-08-05,51.707902,-1.781017
288706,Ann Edwards School,5,0,0,5,2014-09-09,51.669785,-1.933651
288707,Ann Griffin,4,5,5,10,2014-07-09,51.688713,-1.794808
288708,Anny's Tearoom,2,15,10,10,2014-02-13,51.717389,-1.966904
288709,Apsley Villa,4,0,5,10,2010-02-19,51.713269,-1.960712
288710,Aroma,2,10,15,10,2014-07-31,51.891292,-1.758055
288711,Ashas Kitchen,5,5,5,5,2012-05-10,51.849357,-1.910655
288712,Ashcroft Church Centre,Exempt,nan,nan,nan,2013-03-25,51.715006,-1.967904
288713,Ashley House Nursing Home,5,0,0,0,2014-02-11,51.720141,-1.970116
288714,Ask,4,10,0,10,2013-10-23,51.990334,-1.702911
288715,Aston House,4,0,5,10,2010-08-20,51.947644,-1.705521
288716,Avon Cottage Bed And Breakfast,5,0,5,0,2007-03-28,51.63767,-2.157409
288717,Aylworth Manor,5,0,0,5,2010-08-24,51.896246,-1.843029
288718,Badgers Croft Care Home,4,0,5,10,2010-10-18,52.048512,-1.780597
288719,Badgers Field,Exempt,nan,nan,nan,,52.049417,-1.778712
288720,Badgers Hall Tea Rooms,5,5,0,5,2013-10-08,52.050929,-1.77974
288721,Baked At 55,5,0,0,0,2014-09-26,51.712645,-1.951869
288722,Bakers Arms,3,10,10,10,2013-02-28,52.03956,-1.772535
288723,Bakery On The Water,3,10,10,10,2013-10-24,51.884093,-1.759474
288724,Bantam Tea Rooms,4,10,5,5,2014-12-12,52.050929,-1.77974
288725,Barnsley House,4,5,10,5,2014-05-08,51.7430496216,-1.89123892784
288726,Baz And Fred,4,10,0,10,2012-05-29,51.764956,-1.877957
288727,Beech View Care Home,4,10,5,5,2011-05-24,51.706267,-1.777074
288728,Beeches Stores,5,5,5,5,2012-06-12,51.715273,-1.956686
288729,Bees Knees,4,5,10,5,2014-01-17,51.708772,-1.957937
288730,Bell Inn,1,10,15,20,2014-01-29,51.99083,-1.70349
288731,Bell Inn,4,5,10,5,2013-08-19,51.7273139954,-2.07651185989
288732,Bella Dorma,5,0,5,5,2008-06-25,51.885951,-1.753493
288733,Bensons Apple Juice,Exempt,nan,nan,nan,2014-01-09,51.835063,-1.762449
288734,Bespoke Hotels Ltd,3,10,10,5,2014-08-22,52.0506,-1.781798
288735,Best Kebab,3,10,10,10,2013-09-25,51.709654,-1.960498
288736,Bibury C Of E School,5,0,0,0,2014-09-16,51.757364,-1.83121
288737,Bibury Court Hotel,2,10,15,10,2014-05-21,51.75817,-1.828831
288738,Bibury Football Club,3,10,10,10,2013-09-05,51.762868,-1.826176
288739,Birchwood Price Tools,Exempt,nan,nan,nan,2014-09-17,51.704403,-1.959128
288740,Birdlip School,5,5,0,0,2013-10-01,51.8275299072,-2.10754585266
288741,Black Cat Cafe,5,5,5,5,2013-10-02,51.829732,-1.837441
288742,Blanchworth Community Care,3,10,10,10,2014-11-19,51.829776,-1.836338
288743,Bledington County Primary School,5,0,0,0,2014-02-07,51.90045,-1.64031
288744,Bledington Village Hall,5,0,5,0,2011-03-17,51.902636,-1.646761
288745,Blockley C Of E School,5,5,5,5,2013-07-05,52.015114,-1.763028
