,addressline1,addressline2,addressline3,addressline4,businessname,businesstype,businesstypeid,confidenceinmanagement,extractdate,fhrsid,hygiene,itemcount,latitude,localauthoritybusinessid,localauthoritycode,localauthorityemailaddress,localauthorityname,localauthoritywebsite,longitude,postcode,ratingdate,ratingkey,ratingvalue,returncode,schemetype,structural
255051,33 High Street,Iver,Buckinghamshire,,A H Stores,Retailers - other,4613,10,,23902,10,,51.52003300000000,07080/0033/0/000,024,envhealth@southbucks.gov.uk,South Buckinghamshire,http://www.southbucks.gov.uk,-0.50555400000000,SL0 9ND,2014-09-18,fhrs_3_en-GB,3,,FHRS,10
255052,Abbeyfield Society,Briony,3 - 5 Church Street,Burnham,Abbeyfield Maidenhead Society,Other catering premises,7841,5,,8617,5,,51.53305900000000,03100/0003/0/000,024,envhealth@southbucks.gov.uk,South Buckinghamshire,http://www.southbucks.gov.uk,-0.65932400000000,SL1 7HX,2014-07-30,fhrs_5_en-GB,5,,FHRS,5
255053,Bradbury House,Windsor End,Beaconsfield,Buckinghamshire,Abbeyfield Society,Other catering premises,7841,0,,75008,0,,51.60024400000000,17410/2018/2/000,024,envhealth@southbucks.gov.uk,South Buckinghamshire,http://www.southbucks.gov.uk,-0.63646800000000,HP9 2JW,2014-05-08,fhrs_5_en-GB,5,,FHRS,5
255054,The Wyke,16 Marsham Way,Gerrards Cross,Buckinghamshire,Abbeyfield Society,Other catering premises,7841,0,,32396,0,,51.58624600000000,09560/2042/2/000,024,envhealth@southbucks.gov.uk,South Buckinghamshire,http://www.southbucks.gov.uk,-0.55181100000000,SL9 8AD,2013-03-27,fhrs_5_en-GB,5,,FHRS,5
255055,Burnham Lodge,Parliament Lane,Taplow,Buckinghamshire,Accent Catering Services Ltd,Other catering premises,7841,5,,52250,5,,51.54868900000000,11780/2000/2/000,024,envhealth@southbucks.gov.uk,South Buckinghamshire,http://www.southbucks.gov.uk,-0.67692100000000,SL1 8NU,2014-11-17,fhrs_5_en-GB,5,,FHRS,5
255056,54 London End,Beaconsfield,Buckinghamshire,,Achimi,Restaurant/Cafe/Canteen,1,10,,29402,5,,51.60187000000000,09/00078/REST,024,envhealth@southbucks.gov.uk,South Buckinghamshire,http://www.southbucks.gov.uk,-0.63475900000000,HP9 2JH,2014-03-21,fhrs_4_en-GB,4,,FHRS,5
255057,Gerrards Cross Youth Centre,The Memorial Centre,8 East Common,Gerrards Cross,Acorn Montessori School,Other catering premises,7841,10,,21444,10,,51.58292900000000,07/00023/NURSER,024,envhealth@southbucks.gov.uk,South Buckinghamshire,http://www.southbucks.gov.uk,-0.55190200000000,SL9 7AD,2014-03-07,fhrs_3_en-GB,3,,FHRS,5
255058,21 High Street,Burnham,Buckinghamshire,,Akash Tandoori,Other catering premises,7841,5,,23835,5,,51.53277000000000,07050/0021/0/000,024,envhealth@southbucks.gov.uk,South Buckinghamshire,http://www.southbucks.gov.uk,-0.65842400000000,SL1 7JD,2013-06-25,fhrs_5_en-GB,5,,FHRS,5
255059,Burnham Upper School,Opendale Road,Burnham,Buckinghamshire,Alliance In Partnership,Other catering premises,7841,10,,50377,15,,51.52860800000000,11220/0000/3/000,024,envhealth@southbucks.gov.uk,South Buckinghamshire,http://www.southbucks.gov.uk,-0.66171800000000,SL1 7LZ,2014-02-12,fhrs_2_en-GB,2,,FHRS,15
255060,Alpha Garden Centre,142 - 144 Swallow Street,Iver,Buckinghamshire,Alpa Garden Centre,Retailers - other,4613,10,,65808,10,,51.53028500000000,14820/1421/0/000,024,envhealth@southbucks.gov.uk,South Buckinghamshire,http://www.southbucks.gov.uk,-0.52198500000000,SL0 0HR,2013-03-19,fhrs_3_en-GB,3,,FHRS,10
255061,16 Oxford Road,New Denham,Denham,Buckinghamshire,Amma Convenience Store,Retailers - other,4613,10,,51429,15,,51.55178800000000,11520/0016/0/000,024,envhealth@southbucks.gov.uk,South Buckinghamshire,http://www.southbucks.gov.uk,-0.48626800000000,UB9 4DQ,2013-03-21,fhrs_2_en-GB,2,,FHRS,5
255062,3 The Parade,Beaconsfield Road,Farnham Common,Buckinghamshire,Andrews Plaice,Other catering premises,7841,10,,67483,5,,51.55567200000000,15060/2028/2/000,024,envhealth@southbucks.gov.uk,South Buckinghamshire,http://www.southbucks.gov.uk,-0.61505300000000,SL2 3QJ,2015-01-23,fhrs_4_en-GB,4,,FHRS,5
