,businessname,ratingvalue,structural,hygiene,confidenceinmanagement,ratingdate,latitude,longitude
252013,@Petite,4,5,5,10,2015-01-28,51.242166,-0.74407
252014,1st Bowl,4,5,10,5,2014-03-10,51.247635,-0.761945
252015,99P Store,3,10,10,10,2013-12-09,51.249307,-0.767016
252016,99P Stores,4,5,5,10,2014-03-14,51.291884,-0.756611
252017,A & A Catering,5,5,5,5,2014-02-25,51.250846,-0.742615
252018,A Turner & Son,5,5,5,0,2014-02-25,51.250475,-0.743156
252019,Abercorn House - Gracewell Healthcare,4,5,10,5,2014-05-06,51.316285,-0.778494
252020,Age Concern,4,5,5,10,2015-02-03,51.288977,-0.756388
252021,Airport Lodge,5,0,5,5,2015-02-03,51.283611,-0.752404
252022,AJ's Pizza And Grill House,2,10,15,10,2014-08-07,51.275295,-0.750005
252023,Al Makkah Halal Food,1,10,15,20,2014-07-24,51.247684,-0.761471
252024,Aldershot & Fleet RUFC,5,0,5,5,2013-07-25,51.235224,-0.745677
252025,Aldershot Chinese Takeaway,3,10,10,10,2014-02-13,51.249621,-0.760129
252026,Aldershot College,5,0,5,5,2014-03-05,51.245557,-0.737387
252027,Aldershot Conservative Club,4,5,5,10,2012-12-11,51.248549,-0.762437
252028,Aldershot Cricket Club,5,5,5,5,2014-05-30,51.235224,-0.745677
252029,Aldershot Day Services,5,5,0,5,2011-03-07,51.240181,-0.753478
252030,Aldershot Food & Wine,3,10,10,5,2014-08-12,51.249953,-0.766869
252031,Aldershot Fried Chicken,0,20,15,20,2014-05-15,51.248144,-0.76239
252032,Aldershot Garrison Sports Centre,Exempt,nan,nan,nan,2014-08-11,51.265893,-0.751278
252033,Aldershot House,5,0,5,5,2014-05-09,51.242701,-0.743568
252034,Aldershot Masonic Club (Bar Only),5,5,5,5,2015-01-06,51.248686,-0.769468
252035,Aldershot Military Museum,Exempt,nan,nan,nan,2013-06-26,51.269798,-0.750599
252036,Aldershot Pools Complex - General,5,5,5,5,2013-07-09,51.235224,-0.745677
252037,Aldershot Service Station,3,10,5,10,2013-02-13,51.245542,-0.754494
252038,Aldershot Traction Club,5,5,5,5,2012-06-27,51.238146,-0.769405
252039,Alex Cakes,4,5,5,10,2012-06-26,51.279101,-0.737686
252040,Alexandra Hotel,5,0,0,5,2014-03-13,51.277323,-0.749635
252041,All Events Ltd,5,5,5,5,2013-09-10,,
252042,All Saints Pre-School,5,0,5,5,2011-03-08,51.312945,-0.774623
252043,Alpine Snowsports,5,0,0,5,2013-06-26,51.256489,-0.744697
252044,AM Restaurant,3,10,10,10,2014-09-02,51.248389,-0.764303
252045,Amazing Grace Cakes,5,5,5,5,2013-10-11,,
252046,Annie's Cupcakes,5,5,0,5,2009-11-20,51.242629,-0.760461
252047,Apron Cafe,4,5,10,5,2014-02-17,51.283246,-0.776575
252048,Argos,Exempt,nan,nan,nan,2013-12-23,51.291761,-0.754406
252049,Argos,Exempt,nan,nan,nan,2011-03-03,51.248865,-0.764305
252050,Arian Convenience Store,5,5,5,5,2014-02-26,51.247756,-0.761469
252051,Army Golf Club,5,5,5,5,2014-02-18,51.267523,-0.777852
252052,Asda Superstore,4,10,5,5,2013-09-11,51.29104,-0.757609
252053,Ashbee Guest House,4,5,5,10,2012-01-17,51.283611,-0.752404
252054,Astalet Cafe,4,5,10,5,2013-07-24,51.244075,-0.752642
252055,Avenance Plc (Tesco Cafe),5,5,5,5,2013-03-07,51.250907,-0.777161
252056,Aviator Hotel Farnborough,5,5,5,5,2013-05-30,51.279563,-0.754793
