,businessname,ratingvalue,structural,hygiene,confidenceinmanagement,ratingdate,latitude,longitude
310258,321 Discount,Exempt,nan,nan,nan,2010-11-15,50.546355,-3.495029
310259,A And K Hooper Family Butchers,4,0,5,10,2014-03-04,50.530969,-3.60824
310260,A H Bragg,Exempt,nan,nan,nan,2012-02-21,50.70173,-3.572598
310261,A Piece Of Cake,5,0,0,0,2014-01-23,50.580317,-3.469423
310262,Abbeyfield House,5,0,5,5,2010-12-08,50.549243,-3.495685
310263,Abbotsbury School,5,5,5,5,2014-07-15,50.526532,-3.600005
310264,Abbotskerswell Pre-School,Exempt,nan,nan,nan,2013-03-01,50.50721,-3.612637
310265,Abbotskerswell Primary School,5,0,5,5,2014-03-11,50.5089836121,-3.6143052578
310266,Acorn Bed And Breakfast,5,5,5,5,2010-09-15,50.476483,-3.786511
310267,Addiscott's,4,10,5,5,2013-11-11,,
310268,Addison's Catering - The Spud Oven,4,5,5,10,2013-06-06,,
310269,Addison's Catering And Countryside Ices,5,5,5,5,2013-07-06,,
310270,Adrians Bakery,3,10,10,10,2013-09-13,50.552057,-3.597933
310271,Agaric,4,5,10,5,2014-03-21,50.516069,-3.756747
310272,Albany Florists,Exempt,nan,nan,nan,2007-12-04,50.531335,-3.607096
310273,Alexandra Cinema,Exempt,nan,nan,nan,2013-05-15,50.530517,-3.612261
310274,Alice Cross Centre,5,5,5,5,2014-02-19,50.547713,-3.498558
310275,Alinthia House,5,0,0,0,2013-03-20,50.521777,-3.597178
310276,Ali's,5,0,0,5,2013-12-11,50.54587,-3.49778
310277,Ali's Kebab Shop,3,10,10,10,2014-03-05,50.530681,-3.602375
310278,Alison And Martin Rowe,5,0,0,0,2013-11-08,,
310279,Alix Sinclare,5,0,0,5,2014-12-18,,
310280,All Around Chocolate,4,0,10,5,2013-03-15,50.550986,-3.507639
310281,All Saints (Marsh) C Of E Primary School,5,5,0,0,2014-03-27,50.531992,-3.601897
310282,All Saints Church,Exempt,nan,nan,nan,2012-03-09,50.62547,-3.44951
310283,Aller Vale Garage (Cox Bros) Ltd,3,10,10,10,2014-06-24,50.502369,-3.579333
310284,Alliance Boots Ltd,Exempt,nan,nan,nan,2009-11-06,50.529796,-3.611093
310285,Allstar Treats,Exempt,nan,nan,nan,2009-07-21,,
310286,Alston Court,5,0,0,0,2014-05-21,50.496305,-3.573534
310287,AMA And JM Wimberley,5,5,5,5,2009-01-13,50.669429,-3.77751
310288,Amanda's Bakery,5,0,0,0,2014-08-20,50.545371,-3.498159
310289,Amelia House,5,0,5,5,2014-02-25,50.711673,-3.565466
310290,Amerys Newsagents,4,5,0,10,2011-03-09,50.53068,-3.605691
310291,Anchor Inn,5,5,5,0,2014-02-04,50.61692,-3.449303
310292,Anchor Inn,5,0,0,0,2013-11-06,50.586952,-3.627156
310293,Animal Crackers,Exempt,nan,nan,nan,2012-06-20,50.659485,-3.763099
310294,Anna's Bakes,5,0,0,0,2013-01-07,,
310295,Annelise Wedding Cakes / Your Big Event,Exempt,nan,nan,nan,2012-04-16,,
310296,Aphrodite Cakes,Exempt,nan,nan,nan,2011-03-07,,
310297,Ark In The Park,5,5,0,5,2013-09-19,50.523527,-3.597463
310298,Arnies Sarnies,5,0,0,0,2014-04-22,50.546949,-3.493608
310299,Asda Stores Limited,5,5,0,0,2013-03-20,50.530538,-3.614039
310300,Ashburn Preserves,Exempt,nan,nan,nan,2012-10-30,,
310301,Ashburton And Buckfastleigh Community Hospital,5,0,5,5,2013-12-02,50.519079,-3.748578
310302,Ashburton Conservative Club,4,10,5,5,2013-04-23,50.515035,-3.754931
310303,Ashburton Cookery School,Exempt,nan,nan,nan,2014-03-17,50.5218,-3.742217
310304,Ashburton Cookery School (Accommodation),Exempt,nan,nan,nan,2009-11-25,50.51715,-3.751821
310305,Ashburton Delicatessen,4,5,5,10,2013-07-31,50.514748,-3.756063
310306,Ashburton Family Services,Exempt,nan,nan,nan,2013-10-31,50.515638,-3.753712
310307,Ashburton Motor Works Ltd,5,0,0,5,2013-01-17,50.509961,-3.763981
310308,Ashburton Primary School,5,0,0,0,2013-03-26,50.514635,-3.752843
