,businessname,ratingvalue,structural,hygiene,confidenceinmanagement,ratingdate,latitude,longitude
386547,16 Sunnycrest Avenue,Exempt,nan,nan,nan,2014-02-25,,
386548,A Taste Of Thailand,4,5,5,10,2013-07-25,54.403889,-1.737133
386549,A66 Motel,5,5,5,5,2013-07-30,54.49563,-1.828439
386550,Abbey Care Village,5,5,5,0,2014-07-25,54.396536,-1.612993
386551,Acorn Hog Roast,5,5,0,5,2013-07-23,54.509096,-1.617893
386552,Aldi Stores Limited,5,0,0,0,2014-10-14,54.375139,-1.721076
386553,Amanda's Cake Pops,5,0,0,0,2014-02-05,54.314716,-1.825133
386554,Amontola,5,5,5,5,2013-10-17,54.404831,-1.736403
386555,Andys,5,0,0,5,2015-01-23,54.310283,-1.829717
386556,Angel Hotel,4,5,0,10,2013-02-04,54.377145,-1.631218
386557,Angel Inn,5,0,5,5,2014-06-18,54.443235,-1.717715
386558,Angus Morton Butchers,5,0,0,0,2014-07-28,54.403561,-1.739168
386559,Antoinette's Bakery,Exempt,nan,nan,nan,2010-08-03,54.405122,-1.746738
386560,Archers Ice Cream,5,0,0,0,2012-11-27,54.403027,-1.729605
386561,Ariston Pizza Co,5,5,5,5,2013-09-02,54.37698,-1.63025
386562,Ariston Pizzeria,1,10,5,20,2013-07-19,54.375558,-1.708296
386563,Arkengarthdale C Of E Primary School,5,5,0,0,2014-12-03,54.2036094666,-1.36397528648
386564,Artbar Gallery,5,0,5,5,2010-10-03,54.31148,-2.218869
386565,Asha Tandoori,4,5,10,5,2013-03-22,54.376027,-1.720546
386566,Askrigg Primary School,5,5,0,0,2013-05-02,54.1334648132,-1.31587803364
386567,Askrigg Village Kitchen,5,0,0,0,2012-04-12,54.315265,-2.079407
386568,At The Pool Ltd,5,5,0,5,2013-05-13,54.403027,-1.729605
386569,Aysgarth School Trust Ltd,5,5,0,0,2014-09-29,54.296308,-1.683058
386570,Bainbridge C Of E Primary School,5,5,0,0,2013-10-17,54.316570282,-1.84478998184
386571,Barkers Of Richmond,5,5,0,0,2013-10-28,,
386572,Barries Ices,5,0,0,0,2013-04-15,54.401325,-1.734828
386573,Barton C Of E Primary School,5,0,0,0,2013-11-08,54.474737,-1.643705
386574,Bay Horse Inn,5,5,0,5,2014-02-26,54.465355,-1.784596
386575,Bay Horse Inn,5,5,5,5,2013-01-04,54.3563041687,-1.67147231102
386576,Bear Cottage Interiors,5,0,0,0,2013-08-22,54.304288,-2.199422
386577,Bed & Breakfast,Exempt,nan,nan,nan,2005-10-12,54.324467,-1.647971
386578,Bed And Breakfast,Exempt,nan,nan,nan,2005-07-20,54.378,-2.028248
386579,Beechfield B&B,Exempt,nan,nan,nan,2010-07-13,54.409147,-1.729611
386580,Berry's Farm Shop And Cafe,5,5,5,5,2013-12-10,,
386581,Bishop Blaize,2,15,5,10,2013-07-11,54.402596,-1.737865
386582,Black Bull,5,0,0,0,2014-04-16,54.471136,-1.697464
386583,Black Bull Hotel,5,5,0,5,2014-10-29,54.38855,-1.943515
386584,Black Swan Hotel,5,5,5,5,2014-06-13,54.310093,-1.828949
386585,Black Swan Hotel,4,5,0,10,2014-08-13,54.284911,-1.805644
386586,Blue Lion Inn,4,5,0,10,2013-12-02,54.269748,-1.778292
386587,Bolton Arms,4,5,5,10,2013-12-11,54.31672,-1.932238
386588,Bolton Arms,5,5,0,5,2013-07-11,54.37637,-1.826781
386589,Bolton On Swale C Of E Primary School,5,0,0,0,2013-09-05,54.352973,-1.818432
386590,Booze Buster,5,5,0,5,2014-07-01,54.375688,-1.721349
386591,Brentwood Lodge,5,0,0,0,2015-01-14,54.309917,-1.825323
386592,Bridge Inn,5,5,0,5,2013-05-07,54.50407,-1.594884
386593,Brompton On Swale C Of E Primary School,5,5,0,0,2013-11-06,54.393476,-1.662644
386594,Brow Hill Farm,5,0,0,0,2014-03-13,54.379246,-2.077699
386595,Brymor Tea Rooms,4,5,5,10,2013-08-07,54.261832,-1.722746
386596,Burger King At Granada Services,5,5,0,0,2013-10-30,54.443638,-1.66749
386597,Butt House Guest House,4,0,0,10,2014-07-28,54.405712,-2.166792
386598,Cafe Deli,5,5,0,5,2014-04-22,54.499558,-1.71464
386599,Caffe Curva,5,5,5,5,2013-10-24,54.30412,-2.197776
386600,Cake HQ,5,0,0,5,2012-04-26,54.375431,-1.696689
386601,Cambridge House Guest House,Exempt,nan,nan,nan,2014-01-10,,
386602,"Canteen, Hawes Auction Mart",5,5,5,5,2014-06-24,54.303159,-2.191287
386603,Carrs Billington Agriculture,5,5,0,5,2010-01-21,54.303159,-2.191287
386604,Castle Keep Tea Rooms,5,0,0,0,2013-06-14,54.284581,-1.806997
386605,Catterick Caravans,5,0,0,5,2014-01-30,54.395397,-1.655374
386606,Catterick Social Club,4,10,0,5,2008-12-18,54.37698,-1.63025
386607,Catterick Village Fisheries,5,5,0,0,2014-12-11,54.37628,-1.630487
386608,Cavern Music Bar,5,5,5,5,2010-11-04,54.404145,-1.739534
386609,Central Stores,5,0,0,5,2014-05-14,54.284968,-1.807026
386610,Chef Hong Kong,4,5,10,5,2013-09-03,54.405364,-1.746259
386611,Churchill Tea Rooms,5,5,5,5,2013-11-04,54.397845,-1.647098
386612,Clervaux Trust,5,5,5,5,2013-07-04,54.482458,-1.577163
386613,Clyde House,Exempt,nan,nan,nan,2014-01-10,,
386614,Cocketts Hotel,5,5,0,5,2014-02-08,54.304314,-2.199591
386615,Colburn County Primary School,5,0,0,0,2013-05-20,54.37988,-1.689898
386616,Colburn Fisheries,5,0,0,0,2013-07-24,54.379478,-1.687237
386617,Colburn New Stores,4,10,0,5,2014-07-01,54.382261,-1.693144
386618,Comrades Club,5,5,0,0,2009-09-01,54.403915,-1.741015
386619,Conservative Club,5,5,5,5,2008-11-26,54.403915,-1.741015
386620,Co-Operative Group Ltd,5,0,0,0,2013-07-22,54.378415,-1.632084
386621,Co-Operative Group Ltd,5,0,0,0,2014-01-28,54.379478,-1.687237
386622,Co-Operative Group Ltd,5,0,5,0,2013-06-11,54.405721,-1.736659
386623,Cordilleras House,5,0,0,5,2012-10-11,54.405617,-1.742421
386624,Corn Mill Tea Room,5,0,0,5,2014-05-30,54.307429,-2.10263
386625,Costa Coffee,5,0,0,0,2014-10-14,54.443638,-1.66749
386626,Costa Ltd,5,0,0,0,2013-08-21,54.402814,-1.738803
386627,Cover Bridge Inn,4,10,5,5,2013-07-11,54.278927,-1.779947
386628,Cowgirl Catering,5,0,0,5,2014-08-22,54.40986,-1.609124
386629,Crackling Hog Roast,5,5,0,0,2014-11-19,54.485146,-1.752819
386630,Croft C Of E Primary School,5,0,0,0,2014-04-25,54.483098,-1.562586
386631,Cross Keys Inn,5,0,0,5,2014-06-19,54.331162,-1.824648
386632,Cross Lanes Store,5,0,0,5,2011-09-26,54.410644,-1.720018
386633,Cross View Tea Rooms,5,5,0,5,2014-03-04,54.402596,-1.737865
386634,Cuckoo Hill View Ice Cream Parlour,5,5,5,5,2012-06-01,54.388182,-1.9431
386635,Cupcake Poptastic,Exempt,nan,nan,nan,2014-01-09,,
386636,Cuppa Cafe,5,5,0,5,2013-10-15,54.402596,-1.737865
386637,CWC Malings Ltd,5,0,0,0,2013-02-12,54.379232,-1.682775
386638,Dales Bike Centre,5,0,0,0,2014-02-03,54.386189,-1.916695
386639,Dalton & Gayles Village Hall,5,0,0,0,2013-04-03,54.470479,-1.824795
386640,Davina Lovegreen Catering,5,0,0,0,2013-12-03,54.367199,-1.650207
386641,Delhi-cious,5,5,5,5,2014-06-24,54.411946,-1.731211
386642,Delicious Delights,4,5,0,10,2013-09-05,54.318329,-1.712528
386643,Delish,4,5,10,5,2013-01-29,54.37819,-1.723164
386644,"Dinky Donuts, Country Kitchen",5,5,0,0,2013-07-17,54.397362,-1.654387
386645,Dragon Inn,5,5,5,5,2015-01-16,54.309544,-1.828644
386646,Edwina's Cakes,5,0,0,5,2013-04-04,54.403562,-1.735779
386647,Elijah Allen & Son,5,0,0,0,2014-06-10,54.303831,-2.198282
386648,Eppleby Forcett C Of E Primary School,5,0,0,0,2013-09-04,54.51349,-1.727348
386649,Eppleby Village Shop And Tea Room,5,0,0,0,2013-08-08,54.51349,-1.727348
386650,Estate Cafe,3,10,10,10,2014-11-27,54.412038,-1.744584
386651,Eurogarages Ltd,5,0,0,0,2015-01-19,54.443638,-1.66749
386652,Fairhursts,5,5,0,5,2013-10-23,54.322641,-1.947679
386653,Fairhursts,4,0,5,10,2013-07-11,54.284675,-1.809593
386654,Farmaround Ltd,4,10,0,5,2014-07-08,54.302896,-1.806143
386655,Farmers Arms,4,10,5,5,2015-01-20,54.391605,-1.65251
386656,Farmhouse Catering,Exempt,nan,nan,nan,2009-07-10,54.480769,-1.801292
386657,Farmway Limited,5,0,0,0,2013-12-12,54.307029,-1.817435
