,addressline1,addressline2,addressline3,addressline4,businessname,businesstype,businesstypeid,confidenceinmanagement,extractdate,fhrsid,hygiene,itemcount,latitude,localauthoritybusinessid,localauthoritycode,localauthorityemailaddress,localauthorityname,localauthoritywebsite,longitude,postcode,ratingdate,ratingkey,ratingvalue,returncode,schemetype,structural
222674,,,,,A Moveable Feast,Other catering premises,7841,5,,355771,0,,,04/00040/FHCAT,022,envhealth@chiltern.gov.uk,Chiltern,http://www.chiltern.gov.uk,,,2012-03-15,fhrs_5_en-GB,5,,FHRS,0
222675,125 Chestnut Lane,Amersham,Buckinghamshire,,Abbeyfield Amersham (The Leys),Other catering premises,7841,5,,355734,5,,51.68130400000000,02510/0125/0/000,022,envhealth@chiltern.gov.uk,Chiltern,http://www.chiltern.gov.uk,-0.60046200000000,HP6 6DZ,2013-07-05,fhrs_5_en-GB,5,,FHRS,0
222676,Link Road,Great Missenden,Buckinghamshire,,Abbeyfield Great Missenden & District Society,Other catering premises,7841,5,,355946,0,,51.70449700000000,07210/2000/2/001,022,envhealth@chiltern.gov.uk,Chiltern,http://www.chiltern.gov.uk,-0.70746200000000,HP16 9AE,2012-02-28,fhrs_5_en-GB,5,,FHRS,0
222677,Mansil House,Hervines Road,Amersham,Buckinghamshire,Abbeyfield Society,Other catering premises,7841,0,,355818,5,,51.67865100000000,05500/2017/2/000,022,envhealth@chiltern.gov.uk,Chiltern,http://www.chiltern.gov.uk,-0.61098700000000,HP6 5HS,2014-03-03,fhrs_5_en-GB,5,,FHRS,0
222678,133 Broad Street,Chesham,Buckinghamshire,,Abrakebabra,Takeaway/sandwich shop,7844,10,,712482,0,,51.71053100000000,14/00091/FTAKO,022,envhealth@chiltern.gov.uk,Chiltern,http://www.chiltern.gov.uk,-0.60907000000000,HP5 3EF,2014-10-15,fhrs_4_en-GB,4,,FHRS,5
222679,The Barn,Chiltern Avenue,Amersham,Buckinghamshire,ACAS Club,Other catering premises,7841,,,355736,,,51.67627200000000,02570/2003/2/000,022,envhealth@chiltern.gov.uk,Chiltern,http://www.chiltern.gov.uk,-0.60225200000000,HP6 5AH,2001-03-21,fhrs_exempt_en-GB,Exempt,,FHRS,
222680,Alfriston School,Penn Road,Knotty Green,Beaconsfield,Accent Catering Services Ltd,School/college/university,7845,5,,356085,5,,51.62687500000000,09570/2032/2/000,022,envhealth@chiltern.gov.uk,Chiltern,http://www.chiltern.gov.uk,-0.65492800000000,HP9 2TS,2013-10-16,fhrs_5_en-GB,5,,FHRS,0
222681,197 - 199 Woodside Road,Amersham,Buckinghamshire,,Acrewood Nursery School,Hospitals/Childcare/Caring Premises,5,5,,626976,0,,51.67337800000000,12/00056/FNURSH,022,envhealth@chiltern.gov.uk,Chiltern,http://www.chiltern.gov.uk,-0.59330200000000,HP6 6NU,2013-12-10,fhrs_5_en-GB,5,,FHRS,0
222682,Drake Hall Complex  Amersham Commun,Chiltern Avenue,Amersham,Buckinghamshire,Age Concern Lunch Club,Other catering premises,7841,10,,355735,10,,51.67627200000000,02570/2001/3/002,022,envhealth@chiltern.gov.uk,Chiltern,http://www.chiltern.gov.uk,-0.60225200000000,HP6 5AH,2012-05-31,fhrs_3_en-GB,3,,FHRS,5
222683,Gt Miss Baptist Church,Age Concern Thursday Club,High Street,Great Missenden,Age Concern Lunch Club,Other catering premises,7841,5,,355856,0,,51.70156300000000,05700/2042/3/001,022,envhealth@chiltern.gov.uk,Chiltern,http://www.chiltern.gov.uk,-0.70478100000000,HP16 0BB,2013-07-25,fhrs_5_en-GB,5,,FHRS,0
