,addressline1,addressline2,addressline3,addressline4,businessname,businesstype,businesstypeid,confidenceinmanagement,extractdate,fhrsid,hygiene,itemcount,latitude,localauthoritybusinessid,localauthoritycode,localauthorityemailaddress,localauthorityname,localauthoritywebsite,longitude,postcode,ratingdate,ratingkey,ratingvalue,returncode,schemetype,structural
173823,,,Glenridding,Penrith,5 Stybarrow Terrace,Hotel/bed & breakfast/guest house,7842,0,,338478,0,,54.54399871826172,6717,059,foodratings@eden.gov.uk,Eden,http://www.eden.gov.uk/,-2.95351982116699,CA11 0QD,2012-05-17,fhrs_4_en-GB,4,,FHRS,10
173824,,,Plumpton,Penrith,A6 Shop & Post Office,Retailers - other,4613,20,,306936,5,,54.73305511474610,1191,059,foodratings@eden.gov.uk,Eden,http://www.eden.gov.uk/,-2.78507685661316,CA11 9NS,2014-02-24,fhrs_1_en-GB,1,,FHRS,5
173825,,7 Victoria Road,Penrith,,Abbey House,Hotel/bed & breakfast/guest house,7842,5,,307516,5,,54.66107500000000,4761,059,foodratings@eden.gov.uk,Eden,http://www.eden.gov.uk/,-2.74877700000000,CA11 8HR,2011-01-14,fhrs_5_en-GB,5,,FHRS,5
173826,Abbott Lodge,,Clifton,Penrith,Abbott Lodge Jersey Ice Cream,Manufacturers/packers,7839,0,,306878,5,,54.61842700000000,1051,059,foodratings@eden.gov.uk,Eden,http://www.eden.gov.uk/,-2.71692800000000,CA10 2HD,2013-12-16,fhrs_5_en-GB,5,,FHRS,5
173827,,,Temple Sowerby,Penrith,Acorn Bank,Restaurant/Cafe/Canteen,1,5,,307902,5,,54.64860800000000,928,059,foodratings@eden.gov.uk,Eden,http://www.eden.gov.uk/,-2.59901300000000,CA10 1SP,2014-09-25,fhrs_5_en-GB,5,,FHRS,5
173828,,Scotland Road,Penrith,,Acorn Guest House,Hotel/bed & breakfast/guest house,7842,0,,307331,0,,54.67065800000000,3041,059,foodratings@eden.gov.uk,Eden,http://www.eden.gov.uk/,-2.75991600000000,CA11 9HL,2014-02-27,fhrs_5_en-GB,5,,FHRS,0
173829,Addingham View,,Gamblesby,Penrith,Addingham View B & B,Hotel/bed & breakfast/guest house,7842,0,,643701,0,,54.75166600000000,7350,059,foodratings@eden.gov.uk,Eden,http://www.eden.gov.uk/,-2.60852000000000,CA10 1JA,2014-05-14,fhrs_5_en-GB,5,,FHRS,0
173830,Rampkin House,Scattergate Close,,Appleby-In-Westmorland,Age UK,Other catering premises,7841,0,,307713,0,,54.57155700000000,6258,059,foodratings@eden.gov.uk,Eden,http://www.eden.gov.uk/,-2.49071900000000,CA16 6SL,2011-05-16,fhrs_4_en-GB,4,,FHRS,10
173831,Riverside Building,,Appleby In Westmorland,,Age UK,Restaurant/Cafe/Canteen,1,5,,307408,5,,54.57809000000000,3528,059,foodratings@eden.gov.uk,Eden,http://www.eden.gov.uk/,-2.49301000000000,CA16 6QR,2013-08-13,fhrs_5_en-GB,5,,FHRS,0
173832,United Reform Church,Lowther Street,Penrith,,Age UK,Other catering premises,7841,5,,307042,5,,54.66859300000000,1419,059,foodratings@eden.gov.uk,Eden,http://www.eden.gov.uk/,-2.75086900000000,CA11 7UW,2014-09-15,fhrs_5_en-GB,5,,FHRS,5
173833,,Castlegate,Penrith,,Agricultural Hotel,Pub/bar/nightclub,7843,5,,307918,5,,54.66324600000000,950,059,foodratings@eden.gov.uk,Eden,http://www.eden.gov.uk/,-2.75658400000000,CA11 7JE,2014-06-03,fhrs_5_en-GB,5,,FHRS,5
173834,,,Leadgate,Alston,Aimshaugh,Hotel/bed & breakfast/guest house,7842,5,,307666,0,,54.78815078735352,5727,059,foodratings@eden.gov.uk,Eden,http://www.eden.gov.uk/,-2.45695137977600,CA9 3EL,2011-03-08,fhrs_5_en-GB,5,,FHRS,0
173835,,5 Portland Place,,Penrith,Albany House,Hotel/bed & breakfast/guest house,7842,0,,307508,0,,54.66721300000000,47,059,foodratings@eden.gov.uk,Eden,http://www.eden.gov.uk/,-2.75458000000000,CA11 7QN,2013-01-25,fhrs_5_en-GB,5,,FHRS,0
173836,,Ullswater Road,,Penrith,Aldi Stores Ltd,Retailers - supermarkets/hypermarkets,7840,0,,307315,0,,54.65759000000000,290,059,foodratings@eden.gov.uk,Eden,http://www.eden.gov.uk/,-2.76150100000000,CA11 7EH,2012-02-21,fhrs_5_en-GB,5,,FHRS,0
173837,,14a Boroughgate,,Appleby-In-Westmorland,Allsorts,Retailers - other,4613,10,,307501,0,,54.57732400000000,4645,059,foodratings@eden.gov.uk,Eden,http://www.eden.gov.uk/,-2.49137600000000,CA16 6XB,2013-06-24,fhrs_4_en-GB,4,,FHRS,5
173838,Arnold School Hostel,Greenside Road,Glenridding,Penrith,Almond Lodge,Hotel/bed & breakfast/guest house,7842,5,,307901,5,,54.54770500000000,926,059,foodratings@eden.gov.uk,Eden,http://www.eden.gov.uk/,-2.98117100000000,CA11 0QR,2010-02-16,fhrs_4_en-GB,4,,FHRS,10
173839,,Townfoot,Alston,,Alston House,Hotel/bed & breakfast/guest house,7842,5,,306903,0,,54.81156539916992,1138,059,foodratings@eden.gov.uk,Eden,http://www.eden.gov.uk/,-2.44148492813110,CA9 3RN,2013-04-05,fhrs_5_en-GB,5,,FHRS,0
173840,,,,,Alston Ices,Retailers - other,4613,5,,306974,10,,,1248,059,foodratings@eden.gov.uk,Eden,http://www.eden.gov.uk/,,,2014-04-11,fhrs_4_en-GB,4,,FHRS,5
173841,,Kings Arms Lane,,Alston,Alston Masonic Club,Pub/bar/nightclub,7843,10,,306907,5,,54.81280900000000,1147,059,foodratings@eden.gov.uk,Eden,http://www.eden.gov.uk/,-2.44070500000000,CA9 3JF,2012-03-22,fhrs_4_en-GB,4,,FHRS,0
173842,The Hermitage,,Alston,,Alston Moor Golf Club,Pub/bar/nightclub,7843,5,,306919,5,,54.78960037231445,1162,059,foodratings@eden.gov.uk,Eden,http://www.eden.gov.uk/,-2.42477679252625,CA9 3DB,2011-06-06,fhrs_5_en-GB,5,,FHRS,0
173843,Alston Pharmacy,Front Street,Alston,,Alston Pharmacy,Retailers - other,4613,,,306911,,,54.81246200000000,1153,059,foodratings@eden.gov.uk,Eden,http://www.eden.gov.uk/,-2.43951900000000,CA9 3QP,,fhrs_exempt_en-GB,Exempt,,FHRS,
173844,,Front Street,Alston,,Alston Post Office,Retailers - other,4613,,,584618,,,54.81216200000000,2295,059,foodratings@eden.gov.uk,Eden,http://www.eden.gov.uk/,-2.43822400000000,CA9 3HP,2013-08-19,fhrs_exempt_en-GB,Exempt,,FHRS,
173845,Alston Town Hall,Front Street,Alston,,Alston Pre-School Play Group,Hospitals/Childcare/Caring Premises,5,10,,307443,5,,54.81240400000000,4046,059,foodratings@eden.gov.uk,Eden,http://www.eden.gov.uk/,-2.44067000000000,CA9 3RF,2011-10-19,fhrs_4_en-GB,4,,FHRS,5
173846,,Garrigill Road,Alston,,Alston Primary School,School/college/university,7845,10,,306905,5,,54.80891800000000,1143,059,foodratings@eden.gov.uk,Eden,http://www.eden.gov.uk/,-2.43549700000000,CA9 3UF,2014-10-14,fhrs_4_en-GB,4,,FHRS,5
173847,,Front Street,Alston,,Alston Town Hall,Other catering premises,7841,,,306917,,,54.81240400000000,1160,059,foodratings@eden.gov.uk,Eden,http://www.eden.gov.uk/,-2.44067000000000,CA9 3RF,2009-09-03,fhrs_exempt_en-GB,Exempt,,FHRS,
173848,High Plains Lodge,,Alston,,Alston Training & Adventure Centre,Restaurant/Cafe/Canteen,1,0,,307818,0,,54.78582600000000,747,059,foodratings@eden.gov.uk,Eden,http://www.eden.gov.uk/,-2.42705400000000,CA9 3DD,2014-04-24,fhrs_5_en-GB,5,,FHRS,5
173849,,Front Street,Alston,,Alston Wholefoods,Retailers - other,4613,5,,307611,5,,54.81214200000000,5255,059,foodratings@eden.gov.uk,Eden,http://www.eden.gov.uk/,-2.43878400000000,CA9 3QH,2013-10-17,fhrs_5_en-GB,5,,FHRS,5
173850,Alston Youth Hostel,The Firs,Alston,,Alston YHA,Restaurant/Cafe/Canteen,1,0,,307065,0,,54.80912700000000,1445,059,foodratings@eden.gov.uk,Eden,http://www.eden.gov.uk/,-2.43993400000000,CA9 3RW,2014-11-21,fhrs_5_en-GB,5,,FHRS,0
173851,Manchester House,Main Street,Shap,Penrith,Andersons Newsagents,Retailers - other,4613,5,,307830,0,,54.52894000000000,77,059,foodratings@eden.gov.uk,Eden,http://www.eden.gov.uk/,-2.67689800000000,CA10 3NL,2013-02-19,fhrs_5_en-GB,5,,FHRS,0
173852,,17 Angel Lane,Penrith,,Angel Lane Chippie,Takeaway/sandwich shop,7844,0,,307012,0,,54.66323500000000,1328,059,foodratings@eden.gov.uk,Eden,http://www.eden.gov.uk/,-2.75259900000000,CA11 7BP,2013-06-18,fhrs_5_en-GB,5,,FHRS,5
173853,,,,,Annes Home Baking,Manufacturers/packers,7839,0,,705809,0,,,7511,059,foodratings@eden.gov.uk,Eden,http://www.eden.gov.uk/,,,2014-11-13,fhrs_5_en-GB,5,,FHRS,5
173854,,,,,Annette's Lakeland Kitchen,Manufacturers/packers,7839,5,,307691,0,,,5963,059,foodratings@eden.gov.uk,Eden,http://www.eden.gov.uk/,,,2010-09-30,fhrs_5_en-GB,5,,FHRS,0
173855,,37 Market Street,Kirkby Stephen,,Appleby Bakery,Retailers - other,4613,5,,307555,5,,54.47270000000000,5,059,foodratings@eden.gov.uk,Eden,http://www.eden.gov.uk/,-2.34831300000000,CA17 4QN,2014-03-25,fhrs_4_en-GB,4,,FHRS,10
173856,,The Sands,,Appleby-In-Westmorland,Appleby Bowling Club,Pub/bar/nightclub,7843,5,,307300,0,,54.57803726196289,258,059,foodratings@eden.gov.uk,Eden,http://www.eden.gov.uk/,-2.48856902122498,CA16 6XN,2013-02-07,fhrs_5_en-GB,5,,FHRS,0
173857,,Vicars Croft,,Appleby,Appleby Eden Cricket Club,Pub/bar/nightclub,7843,5,,306987,0,,54.57809000000000,1281,059,foodratings@eden.gov.uk,Eden,http://www.eden.gov.uk/,-2.49301000000000,CA16 6QR,2014-07-29,fhrs_5_en-GB,5,,FHRS,5
