,addressline1,addressline2,addressline3,addressline4,businessname,businesstype,businesstypeid,confidenceinmanagement,extractdate,fhrsid,hygiene,itemcount,latitude,localauthoritybusinessid,localauthoritycode,localauthorityemailaddress,localauthorityname,localauthoritywebsite,longitude,postcode,ratingdate,ratingkey,ratingvalue,returncode,schemetype,structural
56104,,,,,"""I Do"" Cakes",Other catering premises,7841,5,,252495,5,,,47620,066,environmentalhealth@erewash.gov.uk,Erewash,http://www.erewash.gov.uk/,,,2012-08-07,fhrs_5_en-GB,5,,FHRS,5
56105,,30 College Street,,Long Eaton,3 Chefs,Takeaway/sandwich shop,7844,10,,252573,10,,52.90258900000000,26139,066,environmentalhealth@erewash.gov.uk,Erewash,http://www.erewash.gov.uk/,-1.28174600000000,NG10 4ND,2014-06-04,fhrs_3_en-GB,3,,FHRS,5
56106,Kirk Hallam Post Office,38 Queen Elizabeth Way,,Ilkeston,A & B News,Retailers - other,4613,10,,252562,0,,52.95838900000000,90219,066,environmentalhealth@erewash.gov.uk,Erewash,http://www.erewash.gov.uk/,-1.32192300000000,DE7 4NU,2012-05-09,fhrs_4_en-GB,4,,FHRS,0
56107,,11 Victoria Avenue,,Borrowash,A J Coates,Manufacturers/packers,7839,10,,252033,10,,52.90816600000000,90731,066,environmentalhealth@erewash.gov.uk,Erewash,http://www.erewash.gov.uk/,-1.38157400000000,DE72 3HE,2014-11-19,fhrs_3_en-GB,3,,FHRS,10
56108,,Summerfields Way South,,Ilkeston,Abbotsford Preschool,Hospitals/Childcare/Caring Premises,5,10,,705330,10,,52.98045500000000,105133,066,environmentalhealth@erewash.gov.uk,Erewash,http://www.erewash.gov.uk/,-1.31521800000000,DE7 8EE,2014-09-24,fhrs_2_en-GB,2,,FHRS,15
56109,,11 Acton Close,,Long Eaton,Acton Garden & Aquatic Centre,Restaurant/Cafe/Canteen,1,10,,508779,5,,52.88859700000000,106997,066,environmentalhealth@erewash.gov.uk,Erewash,http://www.erewash.gov.uk/,-1.26641600000000,NG10 1FZ,2014-09-25,fhrs_4_en-GB,4,,FHRS,5
56110,The Flamsteed Centre,Albert Street,,Ilkeston,Age Concern Monday Lunch Club,Other catering premises,7841,0,,251842,5,,52.96963400000000,103412,066,environmentalhealth@erewash.gov.uk,Erewash,http://www.erewash.gov.uk/,-1.31093700000000,DE7 5GU,2014-10-27,fhrs_5_en-GB,5,,FHRS,5
56111,Cotmanhay Churchyard,Vicarage Street,,Ilkeston,Age Concern Wednesday Lunch Club,Other catering premises,7841,5,,252546,0,,,90271,066,environmentalhealth@erewash.gov.uk,Erewash,http://www.erewash.gov.uk/,,,2014-05-21,fhrs_5_en-GB,5,,FHRS,0
56112,,125 Bath Street,,Ilkeston,Agra,Takeaway/sandwich shop,7844,10,,252224,10,,52.97532500000000,103234,066,environmentalhealth@erewash.gov.uk,Erewash,http://www.erewash.gov.uk/,-1.30943200000000,DE7 8AP,2013-03-22,fhrs_3_en-GB,3,,FHRS,10
56113,,,,,Aisle Love You,Other catering premises,7841,5,,593881,0,,,49865,066,environmentalhealth@erewash.gov.uk,Erewash,http://www.erewash.gov.uk/,,,2013-10-10,fhrs_5_en-GB,5,,FHRS,5
56114,,45 Market Place,,Long Eaton,Al Naseeb,Restaurant/Cafe/Canteen,1,5,,252282,0,,52.89777900000000,67212,066,environmentalhealth@erewash.gov.uk,Erewash,http://www.erewash.gov.uk/,-1.27125600000000,NG10 1JL,2014-09-16,fhrs_5_en-GB,5,,FHRS,0
56115,Kirk Hallam Community Hall,54 Kenilworth Drive,,Ilkeston,Albion Club,Other catering premises,7841,5,,252334,0,,52.95697800000000,105368,066,environmentalhealth@erewash.gov.uk,Erewash,http://www.erewash.gov.uk/,-1.32523500000000,DE7 4EW,2014-11-10,fhrs_5_en-GB,5,,FHRS,5
56116,Aldi,Cross Street,,Long Eaton,Aldi,Retailers - supermarkets/hypermarkets,7840,0,,251904,0,,52.89778200000000,51638,066,environmentalhealth@erewash.gov.uk,Erewash,http://www.erewash.gov.uk/,-1.26893600000000,NG10 1HD,2013-10-04,fhrs_5_en-GB,5,,FHRS,0
56117,,Manor Road,,Ilkeston,Aldi Stores,Retailers - supermarkets/hypermarkets,7840,0,,252007,5,,52.98815900000000,90820,066,environmentalhealth@erewash.gov.uk,Erewash,http://www.erewash.gov.uk/,-1.31831400000000,DE7 8TG,2012-02-28,fhrs_5_en-GB,5,,FHRS,5
56118,,370 Wilsthorpe Road,,Long Eaton,Alexandra Nursing Home,Hospitals/Childcare/Caring Premises,5,5,,252247,5,,52.89704400000000,49624,066,environmentalhealth@erewash.gov.uk,Erewash,http://www.erewash.gov.uk/,-1.29248100000000,NG10 4AA,2014-11-04,fhrs_4_en-GB,4,,FHRS,10
56119,,9 Bath Street,,Ilkeston,All Things Nice,Restaurant/Cafe/Canteen,1,10,,406828,5,,52.97274300000000,90025,066,environmentalhealth@erewash.gov.uk,Erewash,http://www.erewash.gov.uk/,-1.30905600000000,DE7 8AH,2014-02-10,fhrs_4_en-GB,4,,FHRS,5
56120,Grange Primary School,Station Road,,Long Eaton,Alphabet House @ Grange,Hospitals/Childcare/Caring Premises,5,0,,636826,0,,52.89872800000000,108647,066,environmentalhealth@erewash.gov.uk,Erewash,http://www.erewash.gov.uk/,-1.25912400000000,NG10 2DU,2014-02-20,fhrs_5_en-GB,5,,FHRS,5
56121,,126 Nottingham Road,,Long Eaton,Alphabet House Day Nursery,Hospitals/Childcare/Caring Premises,5,5,,251995,5,,52.90032000000000,29170,066,environmentalhealth@erewash.gov.uk,Erewash,http://www.erewash.gov.uk/,-1.25914100000000,NG10 2BZ,2015-01-08,fhrs_5_en-GB,5,,FHRS,5
56122,Amcor Flexibles Europe,Digby Street,,Ilkeston,Amcor Canteen,Restaurant/Cafe/Canteen,1,0,,252314,5,,52.97380100000000,100626,066,environmentalhealth@erewash.gov.uk,Erewash,http://www.erewash.gov.uk/,-1.29484700000000,DE7 5TS,2013-10-29,fhrs_5_en-GB,5,,FHRS,5
56123,Amcor Flexible,Crompton Road,,Ilkeston,Amcor Staff Canteen,Restaurant/Cafe/Canteen,1,5,,252524,0,,52.95045200000000,90285,066,environmentalhealth@erewash.gov.uk,Erewash,http://www.erewash.gov.uk/,-1.29427400000000,DE7 4BG,2012-12-19,fhrs_5_en-GB,5,,FHRS,0
56124,,30 Market Place,,Long Eaton,Anderson's,Retailers - other,4613,5,,252216,5,,52.89882100000000,95863,066,environmentalhealth@erewash.gov.uk,Erewash,http://www.erewash.gov.uk/,-1.27113400000000,NG10 1LT,2014-09-16,fhrs_5_en-GB,5,,FHRS,5
56125,,10-12 Blind Lane,,Breaston,Andersons Fine Foods,Retailers - other,4613,5,,252481,5,,52.89766400000000,20413,066,environmentalhealth@erewash.gov.uk,Erewash,http://www.erewash.gov.uk/,-1.31705800000000,DE72 3DW,2014-05-13,fhrs_5_en-GB,5,,FHRS,5
