,addressline1,addressline2,addressline3,addressline4,businessname,businesstype,businesstypeid,confidenceinmanagement,extractdate,fhrsid,hygiene,itemcount,latitude,localauthoritybusinessid,localauthoritycode,localauthorityemailaddress,localauthorityname,localauthoritywebsite,longitude,postcode,ratingdate,ratingkey,ratingvalue,returncode,schemetype,structural
213578,Willowdene Farm,Horton Road,Ivinghoe,Buckinghamshire,A & J Groom & Son,Retailers - other,4613,10,,369573,5,,51.84031100000000,EH/00008350,021,envhealth@aylesburyvaledc.gov.uk,Aylesbury Vale,http://www.aylesburyvaledc.gov.uk,-0.63467200000000,LU7 9EA,2013-11-13,fhrs_3_en-GB,3,,FHRS,10
213579,,,,,A Bit Chilli,Retailers - other,4613,,,724353,,,,EH/00027012,021,envhealth@aylesburyvaledc.gov.uk,Aylesbury Vale,http://www.aylesburyvaledc.gov.uk,,,2014-12-09,fhrs_exempt_en-GB,Exempt,,FHRS,
213580,27 Parton Road,Aylesbury,Buckinghamshire,,A Cobb Butchers Ltd,Retailers - other,4613,5,,369924,5,,51.81434000000000,EH/00023057,021,envhealth@aylesburyvaledc.gov.uk,Aylesbury Vale,http://www.aylesburyvaledc.gov.uk,-0.78431300000000,HP20 1NG,2014-07-08,fhrs_5_en-GB,5,,FHRS,5
213581,,,,,A J Groom & Son Ltd,Other catering premises,7841,10,,693122,0,,,EH/00026896,021,envhealth@aylesburyvaledc.gov.uk,Aylesbury Vale,http://www.aylesburyvaledc.gov.uk,,,2014-08-19,fhrs_4_en-GB,4,,FHRS,0
213582,,,,,A P Productions,Other catering premises,7841,5,,370275,0,,,EH/00025261,021,envhealth@aylesburyvaledc.gov.uk,Aylesbury Vale,http://www.aylesburyvaledc.gov.uk,,,2013-03-25,fhrs_5_en-GB,5,,FHRS,0
213583,Dobbins Lane,Wendover,Buckinghamshire,,Abbeyfield (Wendover) Society Ltd,Hospitals/Childcare/Caring Premises,5,5,,369727,0,,51.76252100000000,EH/00011472,021,envhealth@aylesburyvaledc.gov.uk,Aylesbury Vale,http://www.aylesburyvaledc.gov.uk,-0.74490100000000,HP22 6BP,2014-05-13,fhrs_5_en-GB,5,,FHRS,0
213584,77 High Street,Aylesbury,Buckinghamshire,,ABI Town Centre Store,Retailers - other,4613,10,,636644,5,,51.81710600000000,EH/00026396,021,envhealth@aylesburyvaledc.gov.uk,Aylesbury Vale,http://www.aylesburyvaledc.gov.uk,-0.80949700000000,HP20 1SA,2014-02-25,fhrs_4_en-GB,4,,FHRS,5
213585,Addington Estate Roads,Addington,Buckinghamshire,,Addington Manor Equestrian Centre,Restaurant/Cafe/Canteen,1,0,,369400,5,,51.95080300000000,EH/00004817,021,envhealth@aylesburyvaledc.gov.uk,Aylesbury Vale,http://www.aylesburyvaledc.gov.uk,-0.92111600000000,MK18 2JR,2013-06-25,fhrs_5_en-GB,5,,FHRS,5
213586,Church End,Adstock,Buckinghamshire,,Adstock Village Hall,Other catering premises,7841,,,369402,,,51.96482500000000,EH/00004845,021,envhealth@aylesburyvaledc.gov.uk,Aylesbury Vale,http://www.aylesburyvaledc.gov.uk,-0.93073500000000,,2007-12-11,fhrs_exempt_en-GB,Exempt,,FHRS,
213587,St Josephs RC Church,56 High Street,Aylesbury,Buckinghamshire,Age Concern Aylesbury Luncheon Club,Other catering premises,7841,0,,370478,0,,51.81669100000000,EH/00026054,021,envhealth@aylesburyvaledc.gov.uk,Aylesbury Vale,http://www.aylesburyvaledc.gov.uk,-0.80936300000000,HP20 1SE,2012-11-01,fhrs_5_en-GB,5,,FHRS,0
213588,2 Wing Lodge Bungalows,Church Street,Wing,Buckinghamshire,Age UK Day Centre,Hospitals/Childcare/Caring Premises,5,0,,370077,0,,51.89455400000000,EH/00023836,021,envhealth@aylesburyvaledc.gov.uk,Aylesbury Vale,http://www.aylesburyvaledc.gov.uk,-0.72085100000000,LU7 0NY,2008-12-18,fhrs_5_en-GB,5,,FHRS,0
