,businessname,ratingvalue,structural,hygiene,confidenceinmanagement,ratingdate,latitude,longitude
350862,99P Stores Ltd,1,15,10,20,2014-11-24,52.676155,-2.447472
350863,A And B Fruits,5,5,5,5,2010-02-25,52.632466,-2.472676
350864,A Pie And  A Pint,5,5,5,5,2013-02-05,,
350865,A Piece Of Cake,5,5,0,0,2013-07-30,,
350866,A S Kitching Limited,Exempt,nan,nan,nan,2015-02-05,52.695471,-2.450644
350867,Abacus Day Nursery,5,0,0,0,2015-02-02,52.664186,-2.469233
350868,Abacus Day Nursery,5,5,0,5,2014-02-14,52.769699,-2.378562
350869,Abacus Day Nursery,5,0,0,0,2015-01-13,52.690046,-2.458666
350870,Abbeyfield House,Exempt,nan,nan,nan,2008-09-08,52.693602,-2.524664
350871,ABC & Hoo,5,5,5,5,2015-01-08,52.730988,-2.462576
350872,ABC Day Nursery,5,0,0,0,2013-11-07,52.672413,-2.435869
350873,ABC Day Nursery At Hadley Learning Community Centre,5,5,0,0,2014-02-18,52.701634,-2.485618
350874,ABC Day Nursery Ltd,5,0,0,5,2013-11-26,52.651945,-2.48415
350875,Accord,4,0,10,10,2010-04-15,52.711178,-2.43553
350876,Acorns Out Of School Club,Exempt,nan,nan,nan,2011-11-08,52.6544914246,-2.73370409012
350877,Adams Grammar School Longford Hall,5,5,0,0,2014-03-24,52.762834,-2.407489
350878,Adderley Wharf Farm,2,10,15,10,2014-05-08,52.70085,-2.519927
350879,Admaston Methodist Church,Exempt,nan,nan,nan,2010-11-25,52.714479,-2.543907
350880,Admaston Stores,5,5,0,5,2012-07-18,52.712864,-2.545308
350881,Adminre & Windsor Life,5,5,5,0,2014-08-04,52.680878,-2.444104
350882,AFC Telford United Supporters Limited,2,15,15,10,2014-12-13,52.696188,-2.502618
350883,Aftab Tandoori Restaurant,5,5,0,5,2013-03-19,52.627692,-2.483912
350884,Age Concern,0,0,5,30,2013-04-26,52.695644,-2.477487
350885,Age Concern Christ Church,1,0,5,20,2013-12-02,52.695936,-2.498265
350886,Age Concern Day Centre Dawley,4,0,5,10,2013-03-12,52.664442,-2.472637
350887,Age Concern Day Centre Donnington,5,0,0,0,2012-10-10,52.718415,-2.442753
350888,Age Concern Day Centre Hadley,Exempt,nan,nan,nan,2013-10-17,52.706804,-2.487688
350889,Age Concern Day Centre Hornbeam,1,0,5,20,2013-12-02,52.695936,-2.498265
350890,Age Concern Day Centre Malinslee,4,0,0,10,2013-03-21,52.664461,-2.470212
350891,Age Concern Day Centre Newport,5,5,0,5,2014-03-11,52.767713,-2.38391
350892,Age Concern Day Centre Oakengates,1,0,10,20,2012-10-17,52.694605,-2.460785
350893,Age Concern Day Centre Shawbirch,1,0,0,20,2013-02-27,52.714479,-2.543907
350894,Age Concern Day Centre St Georges,5,0,5,5,2014-01-27,52.695308,-2.436497
350895,Age Concern Day Centre Stirchley,4,0,10,10,2012-10-26,52.674942,-2.432789
350896,Age Concern Day Centre Woodside,4,0,5,10,2014-03-11,52.637932,-2.456436
350897,Ahmed Halal Meat And Grocers,3,10,10,10,2013-12-29,52.697348,-2.506627
350898,Al Madina,0,10,20,30,2014-08-29,52.69894,-2.512816
350899,Albion Inn,5,5,0,0,2009-09-24,52.695698,-2.442715
350900,Aldi Foodstore Limited,5,5,5,5,2009-06-17,52.715327,-2.448658
