,businessname,ratingvalue,structural,hygiene,confidenceinmanagement,ratingdate,latitude,longitude
198527,@ FALAFEL,AwaitingInspection,nan,nan,nan,,53.406826,-2.159995
198528,0-2-5 Day Nursery,5,5,5,5,2014-09-18,53.416276,-2.193958
198529,4 SEASONS CATERING STOCKPORT,5,5,5,5,2014-02-27,53.41107,-2.17176
198530,4 UREVENTS,AwaitingInspection,nan,nan,nan,,53.368364,-2.102696
198531,A & A OFF LICENCE,3,10,10,10,2012-03-29,53.380184,-2.121787
198532,A & H ICES,4,10,5,5,2014-09-04,53.380295,-2.118961
198533,A & P E BAKER LTD,4,5,10,5,2011-06-16,53.40108,-2.132299
198534,A CUP OF CAKE,Exempt,nan,nan,nan,2012-11-27,,
198535,A H KIRKLAND,2,15,10,0,2014-05-22,53.397698,-2.156923
198536,A J'S SANDWICH BOX,5,5,5,5,2012-10-25,53.418849,-2.106881
198537,A M Catering,5,5,5,5,2013-01-17,53.396453,-2.141864
198538,A SWEET THOUGHT,5,0,5,0,2013-09-17,53.359401,-2.167209
198539,A6 GRILL,5,5,5,5,2012-10-17,53.38963,-2.139255
198540,AAMCHI MUMBAI,5,5,5,5,2014-11-06,53.393564,-2.219012
198541,ABACUS CHILDRENS CENTRE,4,5,10,5,2007-07-18,53.389921,-2.164622
198542,Abbey Catering,Exempt,nan,nan,nan,2012-06-06,,
198543,Abbeyfield,5,5,5,5,2012-01-03,53.357277,-2.175525
198544,ABBEYFIELD UK HIGH LANE,5,5,0,5,2014-11-05,53.365663,-2.071748
198545,ABINGDON PRIMARY SCHOOL,5,5,5,5,2013-07-10,53.433834,-2.155235
198546,Abney Garden Teas,3,10,10,5,2014-05-01,53.400129,-2.211842
198547,ABNEY SCOUT & GUIDE CENTRE,4,5,5,10,2011-02-22,53.400129,-2.211842
198548,Acorns School,4,5,10,0,2012-10-09,53.39265,-2.065719
198549,ADA KAY CENTRE,5,5,0,0,2013-05-29,53.416642,-2.12988
198550,ADAMS PLAICE,4,5,5,10,2012-03-29,53.379646,-2.120146
198551,ADASTRA PACIFIC,4,5,10,5,2014-11-28,53.400837,-2.155039
198552,Adele's Superstore,3,5,10,10,2012-08-30,53.399005,-2.153934
198553,ADNAN'S FRYERY & KEBAB HOUSE,AwaitingInspection,nan,nan,nan,,53.43351,-2.16884
198554,Adswood Community Centre,Exempt,nan,nan,nan,2013-09-04,53.388974,-2.167295
198555,ADSWOOD HOTEL,1,15,10,20,2014-03-27,53.396392,-2.158737
198556,Adswood News,4,5,5,10,2011-06-13,53.389546,-2.169237
198557,ADSWOOD PRIMARY SCHOOL,5,5,5,0,2012-09-17,53.39071,-2.165919
198558,AEC SHANGHAI,1,15,15,20,2014-09-03,53.387676,-2.134498
198559,AF88 CHINESE,AwaitingInspection,nan,nan,nan,,53.406088,-2.154141
198560,AGRICULTURAL RURAL CENTRE,AwaitingInspection,nan,nan,nan,,53.414697,-2.096113
198561,AGRICULTURAL RURAL CENTRE,AwaitingInspection,nan,nan,nan,,53.414697,-2.096113
198562,AHMAR KHAWAJA,AwaitingInspection,nan,nan,nan,,,
198563,AILSA'S CAKES,Exempt,nan,nan,nan,2010-02-26,,
198564,AINSWORTH'S BAKERS,1,5,5,20,2014-02-12,53.431119,-2.15521
198565,Akrams Newsagents,3,10,10,10,2011-09-14,53.403193,-2.185671
198566,AL CAPONE,3,10,10,5,2015-01-14,53.38453,-2.193061
198567,AL FRESCO,5,5,0,5,2012-03-07,53.380919,-2.123427
