,addressline1,addressline2,addressline3,addressline4,businessname,businesstype,businesstypeid,confidenceinmanagement,extractdate,fhrsid,hygiene,itemcount,latitude,localauthoritybusinessid,localauthoritycode,localauthorityemailaddress,localauthorityname,localauthoritywebsite,longitude,postcode,ratingdate,ratingkey,ratingvalue,returncode,schemetype,structural
58261,Cross Street,,,Castleton,1530,Restaurant/Cafe/Canteen,1,5,,389703,0,,53.34326400000000,6302,067,borough-council@highpeak.gov.uk,High Peak,http://www.highpeak.gov.uk,-1.77580500000000,S33 8WH,2014-03-21,fhrs_5_en-GB,5,,FHRS,5
58262,8a Hall Bank,,,Buxton,53 Degrees North,Pub/bar/nightclub,7843,5,,668351,10,,53.25735000000000,45777,067,borough-council@highpeak.gov.uk,High Peak,http://www.highpeak.gov.uk,-1.91496900000000,SK17 6EW,2014-05-08,fhrs_4_en-GB,4,,FHRS,5
58263,,,,,A.M Catering T/A The Posh Potato,Mobile caterer,7846,5,,681286,10,,,47289,067,borough-council@highpeak.gov.uk,High Peak,http://www.highpeak.gov.uk,,,2014-07-04,fhrs_4_en-GB,4,,FHRS,5
58264,38 Market Street,,,Whaley Bridge,Al Madina,Takeaway/sandwich shop,7844,0,,389415,5,,53.32956800000000,5222,067,borough-council@highpeak.gov.uk,High Peak,http://www.highpeak.gov.uk,-1.98374400000000,SK23 7LP,2013-04-25,fhrs_5_en-GB,5,,FHRS,0
58265,Buxton Road,,,Chinley,Alderbrook Day Opportunities & Peak School,Hospitals/Childcare/Caring Premises,5,0,,389798,0,,53.34017500000000,6543,067,borough-council@highpeak.gov.uk,High Peak,http://www.highpeak.gov.uk,-1.93381800000000,SK23 6ES,2014-07-24,fhrs_5_en-GB,5,,FHRS,0
58266,3 Temple Road,,,Buxton,Alison Park Hotel,Hotel/bed & breakfast/guest house,7842,5,,389608,5,,53.25203400000000,5930,067,borough-council@highpeak.gov.uk,High Peak,http://www.highpeak.gov.uk,-1.92235300000000,SK17 9BA,2014-01-13,fhrs_5_en-GB,5,,FHRS,5
58267,1 Thornset,Hardwick Mount,,Buxton,Alpine Lodge Guest House,Hotel/bed & breakfast/guest house,7842,10,,389636,5,,53.25784100000000,6038,067,borough-council@highpeak.gov.uk,High Peak,http://www.highpeak.gov.uk,-1.91032100000000,SK17 6PS,2011-03-02,fhrs_4_en-GB,4,,FHRS,0
58268,Cavendish Golf Club,Watford Road,,Buxton,Angel Cuisine,Other catering premises,7841,10,,389853,0,,53.25903100000000,7028,067,borough-council@highpeak.gov.uk,High Peak,http://www.highpeak.gov.uk,-1.92818700000000,SK17 6XF,2013-10-16,fhrs_4_en-GB,4,,FHRS,5
58269,Unit 22a,Harpur Hill Business Park,Harpur Hill,Buxton,Annie's Cafe,Restaurant/Cafe/Canteen,1,5,,410527,5,,53.23238800000000,37150,067,borough-council@highpeak.gov.uk,High Peak,http://www.highpeak.gov.uk,-1.91462900000000,SK17 9JL,2013-12-09,fhrs_5_en-GB,5,,FHRS,5
58270,32 Market Street,,,Chapel-en-le-frith,August Moon,Takeaway/sandwich shop,7844,5,,389629,5,,53.32409000000000,6020,067,borough-council@highpeak.gov.uk,High Peak,http://www.highpeak.gov.uk,-1.91293000000000,SK23 0HY,2014-02-13,fhrs_5_en-GB,5,,FHRS,5
