,businessname,ratingvalue,structural,hygiene,confidenceinmanagement,ratingdate,latitude,longitude
365716,1 Sandycroft Crescent,4,5,10,5,2007-02-26,53.502658,-1.166096
365717,1A South Street,4,0,5,10,2015-01-12,53.555363,-1.18239
365718,2 Sandford Court,5,0,5,5,2014-06-26,,
365719,26 East Lane,5,5,5,5,2015-01-08,,
365720,5 Bullivant Road,4,0,0,10,2009-10-14,,
365721,5 Flavours,5,5,5,5,2014-03-13,53.563199,-1.195405
365722,99p Stores,3,10,10,10,2013-10-03,53.524279,-1.136197
365723,A & C Exley,4,5,5,10,2014-07-14,53.590703,-1.193991
365724,A Bite to Eat,5,5,5,5,2013-10-09,53.537114,-1.176887
365725,A C Newsagents,Exempt,nan,nan,nan,2014-06-11,53.47804,-1.080677
365726,A M Summers,4,5,5,10,2010-10-12,,
365727,A Taste of Cornwall,5,5,5,5,2015-01-05,53.523564,-1.134281
365728,A18 Cafe,4,5,0,10,2013-02-19,,
365729,Aagrah,3,10,10,10,2013-09-11,53.520206,-1.121212
365730,Aagrah Indian Restaurant,3,10,10,10,2014-04-22,53.559125,-1.191134
365731,Abbey Friar,4,10,0,5,2014-12-16,53.58045,-1.015306
365732,Abbis Chicken Express,3,5,10,10,2014-09-17,53.616523,-1.144067
365733,Academy Breakfast Club,4,0,5,10,2014-10-22,53.578283,-1.070228
365734,Ace Pizza & Grill,5,5,5,5,2014-02-19,53.578483,-1.069438
365735,Adam and Eve,4,5,5,10,2012-10-09,53.545956,-1.166076
365736,Adams Hot & Spice Takeaway,0,15,20,20,2014-06-30,53.478324,-1.077793
365737,Adwick Le Street Methodist Church,4,0,0,10,2014-06-23,53.57266,-1.188127
365738,Adwick Leisure Centre,3,10,10,10,2014-07-14,53.562788,-1.185176
365739,Adwick Park Junior School,5,5,5,0,2014-09-19,53.566849,-1.188827
365740,Adwick Social Education Centre,4,5,5,10,2013-09-04,53.571817,-1.185818
365741,Adwick Washington Infant School,5,5,5,0,2014-09-19,53.564275,-1.184453
365742,After School Club,5,0,0,0,2014-01-27,53.520742,-1.16722
365743,Age Concern,5,0,5,5,2013-07-08,53.527739,-1.120136
365744,Age Concern,5,0,0,0,2013-09-24,53.499748,-1.144867
365745,Age UK,5,5,0,5,2014-02-10,53.5375823975,-1.1019500494
365746,AJL Meats,5,nan,nan,nan,2014-12-12,53.623751,-1.101343
365747,Akdeniz Taverna,5,5,5,0,2013-06-07,53.538045,-1.068514
365748,Akuma,5,5,5,0,2013-03-13,53.588142,-1.028271
365749,Albany House,5,5,5,5,2015-02-11,53.563261,-1.192625
365750,Alder Grove Methodist Church,3,10,10,5,2008-02-05,53.503949,-1.156678
