,businessname,ratingvalue,structural,hygiene,confidenceinmanagement,ratingdate,latitude,longitude
373392,147 Cafe,1,15,15,20,2014-08-29,53.750253,-0.355527
373393,1884 Dock Street Kitchen,5,5,0,5,2012-09-05,53.73934,-0.335953
373394,1st Avenue Community Centre,1,15,5,20,2015-01-09,53.781295,-0.361598
373395,365 Hospitality Catering Ltd,5,5,5,0,2013-12-09,53.736415,-0.357856
373396,8 Milne Road,4,5,5,10,2013-11-15,53.768687,-0.27099
373397,99p Stores,3,10,10,5,2013-05-08,53.73867,-0.34532
373398,A & M Fisheries,5,5,5,5,2014-02-13,53.728411,-0.404144
373399,A Roma Cafe,AwaitingInspection,nan,nan,nan,,53.754495,-0.312087
373400,A.S.Convenience Store,5,5,5,5,2012-12-04,53.762045,-0.296143
373401,Abie's,5,5,5,5,2012-11-12,53.749399,-0.284324
373402,Acorn Guest House,5,5,0,5,2012-10-02,53.776023,-0.357312
373403,Adam Alsabti's Pizzeria,5,0,0,5,2013-10-15,53.764383,-0.294334
373404,Adams Fast Food Supplies,5,5,5,5,2012-07-25,53.747905,-0.285377
373405,Adelaide Fisheries,5,5,5,5,2014-11-03,53.740724,-0.350865
373406,Admiral of the Humber,5,5,0,5,2013-05-01,53.74295,-0.34409
373407,"Adult Day Care, Isaac Newton Sports Centre",3,10,10,10,2012-11-09,,
373408,Afro-Mart,2,15,10,10,2014-03-06,53.74632,-0.342092
373409,Age UK Hull,5,5,5,5,2014-07-03,53.741283,-0.347765
373410,Akdeniz International Market,2,15,15,10,2014-10-16,53.751177,-0.357963
373411,Akropolis,1,10,15,20,2014-09-15,53.750842,-0.347344
373412,Al Amin International Supermarket,1,10,10,20,2013-11-06,53.75463,-0.34894
373413,Al Porto,4,5,10,5,2013-06-06,53.739682,-0.339185
373414,Aladdin,3,10,10,10,2014-04-15,53.772934,-0.37939
373415,Aladdin's Cave,3,10,5,10,2014-10-20,53.778148,-0.379371
373416,Alan's Fruiterers,Exempt,nan,nan,nan,2014-04-29,53.743641,-0.343411
373417,Alan's Naturally,Exempt,nan,nan,nan,2014-04-29,53.743641,-0.343411
373418,Albert Hotel,5,5,5,5,2012-12-06,53.744353,-0.375698
373419,Alderson House Residental Hom,4,10,5,5,2014-06-20,53.74062,-0.357025
373420,Aldi Stores Ltd,5,5,5,5,2013-04-29,53.729992,-0.402315
373421,Aldi Stores Ltd,5,5,5,5,2013-01-28,53.756456,-0.350279
373422,Aldi Stores Ltd,5,5,0,5,2015-01-23,53.757134,-0.270205
373423,Aleef News,4,5,0,10,2012-06-14,53.745547,-0.344716
373424,Alexandra Court Care Centre,5,5,5,5,2015-01-08,53.755064,-0.295151
373425,Alexandra Hotel,3,10,10,10,2014-07-28,53.737454,-0.353646
373426,Alf Marshall Community Centre,5,5,5,5,2014-11-19,53.787,-0.322379
373427,Ali Babas,5,5,5,5,2013-02-04,53.757511,-0.411065
373428,Alison's Delicatessen,5,5,5,5,2013-04-29,53.734746,-0.367306
373429,Allesandro's,4,5,10,5,2014-05-13,53.742344,-0.334788
373430,Alliance Chemist,Exempt,nan,nan,nan,2014-04-29,53.780979,-0.357528
373431,Alliance Pharmacy,Exempt,nan,nan,nan,2014-04-29,53.756456,-0.350279
373432,Alliance Pharmacy,Exempt,nan,nan,nan,2014-04-29,53.760156,-0.303031
373433,Alliance Pharmacy,Exempt,nan,nan,nan,2014-04-29,53.755109,-0.311
373434,Alliance Pharmacy,Exempt,nan,nan,nan,2014-04-29,53.756851,-0.373942
373435,Alliance Pharmacy,Exempt,nan,nan,nan,2014-04-29,53.786567,-0.322913
373436,Alliance Pharmacy,Exempt,nan,nan,nan,2014-04-29,53.746184,-0.355079
373437,Alliance Pharmacy,Exempt,nan,nan,nan,2014-04-29,53.780092,-0.301619
373438,Almare Fisheries,5,5,5,5,2014-02-27,53.765722,-0.310134
373439,Alpacino Pizza,4,5,5,10,2013-07-11,53.754275,-0.347953
373440,Amberdene Residential Care Home,4,10,5,5,2014-09-11,53.742015,-0.367721
373441,Ameechi's,5,5,0,5,2012-10-23,53.732343,-0.38697
373442,Amethyst Fisheries,5,5,5,5,2014-10-09,53.764752,-0.26305
373443,Amethyst Newsagency,Exempt,nan,nan,nan,2014-04-29,53.764763,-0.261942
373444,AN News,Exempt,nan,nan,nan,2014-04-29,53.76059,-0.358764
373445,Anlaby Hand Car Wash,1,20,10,20,2014-11-03,53.743235,-0.352419
373446,Anlaby Park Newsagents,5,5,5,5,2010-12-15,53.744398,-0.409194
373447,Anlaby Road Fisheries,1,15,15,20,2014-08-05,53.743066,-0.361691
373448,Apetito Ltd,5,5,0,5,2013-12-11,53.751897,-0.344982
373449,Apollo,4,10,5,5,2014-09-10,53.771701,-0.271139
373450,Aramark Ltd,5,5,5,5,2014-02-07,53.747495,-0.312898
373451,Arcade News,Exempt,nan,nan,nan,2014-04-29,53.742156,-0.333522
373452,Archbishop Sentamu Academy,5,5,5,5,2013-04-22,53.759464,-0.276557
373453,Arizona,3,10,10,10,2013-06-25,53.774056,-0.303198
373454,Aroma Chinese Restaurant,3,10,10,10,2013-10-03,53.760119,-0.349953
373455,Asda,5,5,5,5,2013-08-21,53.771059,-0.289025
373456,Asda,5,0,5,0,2009-03-12,53.799922,-0.344701
373457,Asda,4,10,5,5,2014-02-13,53.729992,-0.402315
373458,Asda,5,5,5,5,2013-07-04,53.756456,-0.350279
373459,Asda,5,5,5,5,2014-12-02,53.778414,-0.253653
373460,Asda,5,5,5,5,2015-01-07,53.747905,-0.285377
373461,Asda Cafe,5,5,5,5,2015-01-07,53.747905,-0.285377
373462,Asda Cafe,5,5,5,5,2014-09-09,53.729992,-0.402315
373463,Asda Staff Canteen,5,5,5,5,2014-09-09,53.729992,-0.402315
373464,Asda Staff Canteen,4,5,10,5,2015-01-07,53.747905,-0.285377
373465,Aseel Chicken,4,5,10,5,2013-11-21,,
373466,Ash Grove Guest House,2,15,5,10,2012-01-13,53.765652,-0.355517
373467,Ash Lodge,4,10,5,5,2014-12-23,53.759828,-0.349054
373468,Ashdale Lodge Residential Home,5,5,5,5,2014-09-24,53.742038,-0.384658
373469,Ashvina General Stores,3,10,5,10,2011-09-12,53.750236,-0.326984
373470,Ashwell Academy,AwaitingInspection,nan,nan,nan,,53.809219,-0.334463
373471,Asian Gate,1,10,10,20,2014-12-02,53.776081,-0.387418
373472,Asian Kitchen,4,5,5,10,2014-06-19,53.75237,-0.361101
373473,Asian Restaurant,4,10,5,5,2013-06-20,53.749988,-0.352549
373474,ASK Italian,3,10,5,10,2014-02-11,53.74268,-0.337596
373475,Aspire Academy,AwaitingInspection,nan,nan,nan,,53.754128,-0.265672
373476,Astoria Bingo & Social Club,5,5,5,5,2014-04-02,53.765057,-0.292395
373477,Athena Gyros,3,5,10,10,2013-05-21,53.765151,-0.358965
373478,Atkin's Fish & Chips,5,5,5,5,2014-09-11,,
373479,Atlantis 1,1,15,15,20,2014-07-17,53.744627,-0.406168
373480,Aunt Bibby Smokehouse,4,10,5,5,2014-04-04,53.753308,-0.359958
373481,Aunt Sally's,4,5,5,10,2013-06-03,53.73727,-0.350712
373482,Avenues Nursery,5,5,5,5,2014-09-02,53.757448,-0.358386
373483,B & M Andrews,5,5,5,5,2012-02-14,53.762895,-0.359038
373484,B & M Homestores,3,10,5,10,2013-05-22,53.73867,-0.34532
373485,B & M Homestores Ltd,4,5,5,10,2013-11-28,53.778246,-0.335371
373486,B & M Retail,3,5,10,10,2010-08-13,53.734672,-0.368423
373487,B & Q Cafe,5,5,5,5,2015-01-13,53.734672,-0.368423
373488,B El Toro,3,10,10,10,2013-06-12,53.75237,-0.361101
373489,Babylon Supermarket,3,10,10,10,2014-01-13,53.735294,-0.364601
373490,Babylon Supermarket,3,10,10,10,2013-11-12,53.743606,-0.374938
373491,Babylon Supermarket,3,10,10,10,2014-10-09,53.765699,-0.358944
373492,Bacon Banjo,3,10,5,10,2013-08-21,53.749305,-0.320211
373493,Bagel Nash,5,5,5,5,2013-04-23,53.745452,-0.347571
373494,Baghdad Bakery,1,5,10,20,2013-06-26,53.751729,-0.360231
373495,Bailey's Cafe,4,5,5,10,2013-06-17,53.76958,-0.33406
373496,Bait,5,5,0,5,2013-09-17,53.75237,-0.361101
373497,Baked Imperfectly,5,5,5,5,2013-08-08,,
373498,Bakers Oven,4,5,10,5,2014-10-07,53.740724,-0.350865
373499,Bakers Sandwich & Coffee Shop,3,5,10,10,2014-12-11,53.747714,-0.310599
373500,Baking Corner,1,10,15,20,2014-10-17,53.731782,-0.389341
373501,Baltija,3,10,10,10,2014-02-25,53.734015,-0.371655
373502,Baltija,3,10,10,10,2014-02-11,53.75463,-0.34894
373503,Baltyk,1,15,15,20,2014-07-01,53.743606,-0.374938
373504,Bamboo Garden,5,5,5,5,2014-02-27,53.755999,-0.306551
373505,Bandstand,1,15,5,20,2014-10-06,53.771285,-0.326087
373506,Banjoe's,1,15,15,20,2014-12-18,,
373507,Banks Harbour,5,5,5,5,2014-07-30,53.752937,-0.348688
373508,Bankside Cafe,5,5,5,5,2013-09-05,53.755902,-0.331036
373509,Bar 82,4,5,10,5,2014-07-29,53.741997,-0.337638
