,businessname,ratingvalue,structural,hygiene,confidenceinmanagement,ratingdate,latitude,longitude
320868,1 Gorsymead Grove,5,0,0,0,2012-03-10,,
320869,1 Granton Road,5,0,0,0,2012-08-30,,
320870,1 Holdford Road,5,5,5,5,2009-10-28,52.514498,-1.883205
320871,100% Vegan Ltd,1,5,0,20,2014-06-17,52.477395,-1.890576
320872,106 Regent Road,4,0,10,10,2014-07-07,,
320873,114 Brighton Road,5,5,5,5,2012-02-03,52.453533,-1.879319
320874,115 Gough Road,5,0,0,0,2011-10-19,52.464627,-1.910287
320875,118 Data Resources Ltd,5,0,5,5,2012-12-06,52.566891,-1.824835
320876,123 Hurst Street,1,10,5,20,2013-01-10,52.473138,-1.895813
320877,128 Shenley Fields Road,5,0,0,0,2012-05-21,,
320878,134 Castle Road,4,10,5,5,2009-06-26,52.440186,-1.965752
320879,14 Hatherden Drive,5,0,0,0,2014-03-04,,
320880,14 Newtown Shopping Centre,3,5,10,10,2011-03-14,52.498894,-1.895988
320881,14 Westley Brook Close,5,0,0,5,2010-02-22,52.458005,-1.781499
320882,146 High Street,5,0,0,0,2011-12-02,52.498758,-1.894707
320883,1507 Coventry Road,5,0,5,0,2010-01-07,52.461835,-1.818835
320884,155 Falcon Lodge Crescent,5,0,0,0,2014-12-15,,
320885,16 Manor Road,5,0,0,0,2013-03-18,,
320886,17 Colleen Avenue,5,0,0,0,2011-11-25,52.411428,-1.915834
320887,18 Ullenhall Road,5,0,0,0,2009-09-07,52.543601,-1.798195
320888,19 Bordesley Street,3,10,10,10,2014-08-12,52.478238,-1.888439
320889,19 Bull Street,2,15,5,5,2014-03-27,52.480742,-1.894514
320890,19 Gales Farmhouse Foods,5,5,5,5,2009-07-01,52.448981,-1.930874
320891,19 Willow Road,5,5,5,5,2009-06-26,52.433231,-1.932664
320892,192 Longbridge Lane,Exempt,nan,nan,nan,2012-06-13,,
320893,2 Birmingham Road,5,0,0,0,2012-07-20,52.558992,-1.826888
320894,2 Chad Square,5,5,5,5,2010-09-14,52.467134,-1.935541
320895,2 Gailey Croft,5,5,5,5,2010-10-11,52.554045,-1.892967
320896,2 M'S,5,5,5,5,2013-08-14,52.455801,-1.965578
320897,2 Ms Supermarket,5,5,5,5,2009-12-02,52.467034,-1.820874
320898,2 M'S Supermarket,4,0,10,10,2010-06-04,52.44261,-1.956776
320899,2 Phat Cooks,4,0,5,10,2011-08-01,52.519814,-1.860643
320900,20 Patterton Drive,Exempt,nan,nan,nan,2009-08-10,,
320901,20 Waterloo Road,5,5,5,5,2010-02-22,52.459593,-1.822376
320902,202 Fd Hospital,5,0,0,0,2013-04-29,52.420553,-1.903627
320903,21 Anderton Park Road,4,5,5,10,2009-09-17,52.450211,-1.874252
320904,21 Bromford Road,5,5,5,5,2009-10-27,,
