,addressline1,addressline2,addressline3,addressline4,businessname,businesstype,businesstypeid,confidenceinmanagement,extractdate,fhrsid,hygiene,itemcount,latitude,localauthoritybusinessid,localauthoritycode,localauthorityemailaddress,localauthorityname,localauthoritywebsite,longitude,postcode,ratingdate,ratingkey,ratingvalue,returncode,schemetype,structural
316136,Lodmoor Country Park,Greenhill,,Weymouth,5J's Cafe,Restaurant/Cafe/Canteen,1,5,,306622,5,,50.62599300000000,39121,090,envhealth@weymouth.gov.uk,Weymouth and Portland,http://www.dorsetforyou.com,-2.44578200000000,DT4 7SX,2013-09-05,fhrs_5_en-GB,5,,FHRS,5
316137,,22 Westham Road,,Melcombe Regis,A & J'S Cafe + Pizza,Restaurant/Cafe/Canteen,1,10,,637029,10,,50.61191900000000,39483,090,envhealth@weymouth.gov.uk,Weymouth and Portland,http://www.dorsetforyou.com,-2.45511900000000,DT4 8NU,2014-02-13,fhrs_3_en-GB,3,,FHRS,10
316138,Abbotsbury Road Post Office,173 Abbotsbury Road,,Weymouth,Abbotsbury Road Post Office,Retailers - other,4613,5,,306618,5,,50.61093700000000,39099,090,envhealth@weymouth.gov.uk,Weymouth and Portland,http://www.dorsetforyou.com,-2.47147500000000,DT4 0LX,2014-05-29,fhrs_5_en-GB,5,,FHRS,5
316139,,5 Grosvenor Road,,Weymouth,Acorns Day Centre,Hospitals/Childcare/Caring Premises,5,0,,306541,0,,50.62292300000000,36715,090,envhealth@weymouth.gov.uk,Weymouth and Portland,http://www.dorsetforyou.com,-2.45611500000000,DT4 7QL,2015-01-28,fhrs_5_en-GB,5,,FHRS,0
316140,,131 The Esplanade,,Weymouth,AcQua Beach,Hotel/bed & breakfast/guest house,7842,5,,306438,5,,50.61640900000000,33279,090,envhealth@weymouth.gov.uk,Weymouth and Portland,http://www.dorsetforyou.com,-2.45218000000000,DT4 7EY,2014-02-07,fhrs_5_en-GB,5,,FHRS,5
316141,Admiral Hardy Hotel,Chickerell Road,,Weymouth,Admiral Hardy,Pub/bar/nightclub,7843,0,,306373,0,,50.60782200000000,18918,090,envhealth@weymouth.gov.uk,Weymouth and Portland,http://www.dorsetforyou.com,-2.47449600000000,DT4 0QU,2013-12-04,fhrs_5_en-GB,5,,FHRS,5
316142,Agincourt Residential Care Hom,116 Dorchester Road,,Weymouth,Agincourt Care Home,Hospitals/Childcare/Caring Premises,5,5,,306381,0,,50.62683500000000,20685,090,envhealth@weymouth.gov.uk,Weymouth and Portland,http://www.dorsetforyou.com,-2.45827400000000,DT4 7LG,2014-02-24,fhrs_5_en-GB,5,,FHRS,5
316143,Amusement Arcade And Premises,The Esplanade,,Weymouth,Alexandra Kiosk,Takeaway/sandwich shop,7844,5,,306593,5,,50.60849700000000,38985,090,envhealth@weymouth.gov.uk,Weymouth and Portland,http://www.dorsetforyou.com,-2.45168000000000,DT4 8DL,2013-05-16,fhrs_5_en-GB,5,,FHRS,5
316144,,2 Lynch Road,,Weymouth,Alf's,Takeaway/sandwich shop,7844,5,,306395,5,,50.60879300000000,26508,090,envhealth@weymouth.gov.uk,Weymouth and Portland,http://www.dorsetforyou.com,-2.48332500000000,DT4 0SJ,2013-07-08,fhrs_5_en-GB,5,,FHRS,5
316145,,2a St Mary Street,,Weymouth,Antonio's Cafe,Restaurant/Cafe/Canteen,1,5,,306405,5,,50.61067500000000,3063,090,envhealth@weymouth.gov.uk,Weymouth and Portland,http://www.dorsetforyou.com,-2.45373600000000,DT4 8PB,2013-11-19,fhrs_4_en-GB,4,,FHRS,10
316146,Asda Stores Ltd,Newstead Road,,Weymouth,Asda Stores Ltd,Retailers - supermarkets/hypermarkets,7840,5,,306547,5,,50.60740600000000,37138,090,envhealth@weymouth.gov.uk,Weymouth and Portland,http://www.dorsetforyou.com,-2.46163200000000,DT4 8JQ,2013-09-05,fhrs_5_en-GB,5,,FHRS,5
316147,Avon Lea Nursing Home,66 Dorchester Road,,Weymouth,Avonlea Nursing Home,Hospitals/Childcare/Caring Premises,5,5,,306380,0,,50.62364600000000,20610,090,envhealth@weymouth.gov.uk,Weymouth and Portland,http://www.dorsetforyou.com,-2.45511900000000,DT4 7JZ,2014-01-10,fhrs_5_en-GB,5,,FHRS,5
316148,,24 Commercial Road,,Weymouth,Balti House,Restaurant/Cafe/Canteen,1,10,,306375,5,,50.61404700000000,19385,090,envhealth@weymouth.gov.uk,Weymouth and Portland,http://www.dorsetforyou.com,-2.45601500000000,DT4 7DW,2014-01-10,fhrs_4_en-GB,4,,FHRS,5
316149,,191 Chiswell,,Portland,Balti Island,Takeaway/sandwich shop,7844,5,,306336,5,,50.56008800000000,10295,090,envhealth@weymouth.gov.uk,Weymouth and Portland,http://www.dorsetforyou.com,-2.44720700000000,DT5 1AP,2014-01-23,fhrs_5_en-GB,5,,FHRS,5
316150,,The Esplanade,,Weymouth,Beach Cafe - Opposite Gloucester Lodge,Restaurant/Cafe/Canteen,1,5,,306617,5,,,39096,090,envhealth@weymouth.gov.uk,Weymouth and Portland,http://www.dorsetforyou.com,,,2014-09-24,fhrs_5_en-GB,5,,FHRS,5
316151,,The Esplanade,,Weymouth,Beach Kiosk - Opposite 114 The Esplande - SC1,Restaurant/Cafe/Canteen,1,5,,306598,5,,,39021,090,envhealth@weymouth.gov.uk,Weymouth and Portland,http://www.dorsetforyou.com,,,2013-07-29,fhrs_5_en-GB,5,,FHRS,5
