,businessname,ratingvalue,structural,hygiene,confidenceinmanagement,ratingdate,latitude,longitude
248436,"3 Cooks and a more Excellent Cup Cake, Cintra Park",3,10,10,10,2014-10-09,,
248437,3Cs Cafe St Johns Church,4,5,5,10,2014-05-02,51.466406,-0.96226
248438,99p Store Broad St Mall,3,5,10,10,2013-04-30,,
248439,99p Stores Plus Brunel Retail Park,4,10,5,5,2014-11-20,51.435076,-0.97422
248440,A & A Mini Mart,3,10,10,10,2013-05-10,51.4552,-0.955908
248441,A and A Supermarket,3,10,5,10,2013-02-15,51.444449,-0.965391
248442,A K Superstore,4,0,5,10,2011-06-10,51.442789,-0.955688
248443,A Lot of Ltd,5,0,5,5,2013-07-24,51.462271,-0.98183
248444,A&S News & Off Licence,5,5,0,0,2014-08-19,51.457954,-0.984819
248445,Abbey Baptist Church,Exempt,nan,nan,nan,2012-12-20,51.455679,-0.967296
248446,Abbey Junior School,5,5,0,0,2014-06-10,51.443723,-0.960616
248447,Abbey Lodge,Exempt,nan,nan,nan,2012-08-07,51.463905,-0.976425
248448,Abbey School,4,10,0,5,2013-06-17,51.44863,-0.962318
248449,Abbeyfield House,5,0,0,5,2014-03-06,51.452047,-0.987037
248450,Abbeymore Day Nursery,5,5,0,5,2014-03-10,51.445435,-0.932935
248451,Abbot Cook,4,10,0,0,2013-07-11,51.45291,-0.951139
248452,Academy Sport Leisure Centre,Exempt,nan,nan,nan,2012-10-01,51.428953,-0.961038
248453,Accessorize,Exempt,nan,nan,nan,2009-01-29,51.455334,-0.974112
248454,Adam Fresh Express,4,5,5,10,2013-06-10,51.454809,-0.981996
248455,Adams Quality Foods,3,10,10,10,2014-07-01,51.448554,-0.936805
248456,Addington Stores,4,10,5,5,2013-09-12,51.448396,-0.948177
248457,Adem's Grill,3,10,10,10,2013-12-02,51.432862,-0.962761
248458,Adey Catering Mobile Van,5,5,5,0,2013-09-04,51.455976,-1.018672
248459,After Dark Nite Club,3,10,5,10,2012-10-15,51.451377,-0.967897
248460,Ahmed Chem Ltd,Exempt,nan,nan,nan,2010-02-10,51.439938,-0.966745
248461,AK Minimarket,4,5,5,10,2014-02-18,51.458183,-1.008506
248462,Al Medina Store,3,10,10,10,2014-10-15,51.455812,-0.988796
248463,Alamin Tandoori,4,0,10,5,2015-01-09,51.439938,-0.966745
248464,Aldi,5,5,0,0,2014-03-14,51.460661,-0.972567
248465,Alfred Sutton Primary School,5,0,0,0,2014-06-10,51.448516,-0.937555
248466,All About Chocolate,5,5,5,0,2012-12-03,,
248467,All Bar One The Oracle,5,5,5,5,2013-10-08,51.453655,-0.971329
248468,All Present.com,Exempt,nan,nan,nan,,51.475975,-0.987127
248469,All Saints CE Infant School,5,0,5,5,2013-12-10,51.451489,-0.98905
248470,All Variety Catering Reading Bus Canteen,5,0,5,5,2013-12-03,51.45868,-0.981493
248471,Al-Muzammil Halal Meat Inside Reading Quality Food,3,10,10,5,2014-01-09,51.438532,-0.96236
248472,Al-Rehman General Store,4,5,10,5,2013-01-29,51.45485,-0.946921
248473,Alto Lounge,5,5,0,0,2014-08-28,51.46777,-0.974164
248474,Ambala Foods,3,10,10,5,2014-04-17,51.457086,-0.997893
248475,Amersham Road Community Centre,Exempt,nan,nan,nan,2013-10-11,51.466462,-0.954341
248476,Amherst,4,5,5,10,2013-08-30,51.452559,-0.982823
248477,Amir Convenience Store,3,10,10,10,2014-01-07,51.467654,-0.977305
248478,"AMT Expresso Concourse, Reading Rail Station",4,5,5,10,2013-08-29,,
248479,AMT Royal Berkshire Hospital,5,0,0,5,2011-10-11,51.451412,-0.958657
248480,Ann Summers,Exempt,nan,nan,nan,2013-05-10,51.455334,-0.974112
248481,Apollo Youth Club,5,5,0,0,2014-03-20,51.447461,-0.966431
248482,APR Convenience Store,4,10,0,10,2014-12-30,51.458854,-1.003785
248483,Aramark Salvation Army,5,5,5,5,2014-05-29,51.45146,-0.976401
248484,Arch Guest House,5,0,5,5,2012-10-01,51.442219,-0.965427
248485,Arepas Caffe,4,5,5,10,2013-07-26,51.456407,-0.97652
248486,Ariana News,2,15,5,10,2013-05-10,51.462303,-1.013973
248487,Art of Siam Kings Walk,4,10,5,5,2014-12-17,51.454638,-0.969608
248488,Arty Giraffe Ltd,5,0,5,5,2010-07-16,51.46131,-1.010382
248489,ASAFO Market,3,10,5,10,2012-12-18,51.455547,-0.989335
248490,Asda Superstore PLC,5,0,0,0,2014-03-13,51.447163,-1.016458
248491,Ask Pizza & Pasta,5,5,5,0,2014-03-28,51.454978,-0.974508
248492,Atif Superstore,4,5,10,5,2013-09-12,51.457451,-0.999612
248493,Auntie Anne's Pretzels The Oracle,4,5,5,10,2013-08-28,,
248494,B & M Home Store with Garden Centre,Exempt,nan,nan,nan,2012-12-03,51.460864,-1.013947
248495,B & Q Cafe,4,10,5,5,2014-06-16,51.432625,-0.96947
248496,B Good Brother,5,0,0,0,2014-08-12,51.453812,-1.000958
248497,B&M Stores Brunel Retail Park,Exempt,nan,nan,nan,2014-03-11,51.435076,-0.97422
248498,Back of Beyond,3,5,10,10,2014-12-09,51.454655,-0.963419
248499,Bagel Factory Concourse Reading Rail Station,4,10,5,5,2014-10-02,51.459044,-0.971711
248500,Baker Station,4,5,5,10,2013-08-27,,
248501,Baltic,3,5,10,10,2014-06-26,51.457086,-0.997893
248502,Bargain Booze Select Convenience,2,15,0,10,2014-12-03,51.426311,-0.947074
248503,"Barry's Burgers Mobile van, Plastic Plus car park",5,0,0,0,2014-01-27,51.461493,-0.999049
248504,Bartlett Mitchell 3 mobile,5,5,0,5,2014-06-20,51.461711,-0.973336
248505,Bartlett Mitchell Quintiles,5,0,0,0,2012-12-14,51.422293,-0.99224
248506,Bartlett Mitchell Symantec,5,5,0,5,2014-01-21,51.422293,-0.99224
248507,Barts Grill and Restaurant,5,5,5,5,2013-06-24,51.451995,-0.943374
248508,Bath Hotel,5,5,5,5,2013-06-26,51.449288,-0.991315
