,addressline1,addressline2,addressline3,addressline4,businessname,businesstype,businesstypeid,confidenceinmanagement,extractdate,fhrsid,hygiene,itemcount,latitude,localauthoritybusinessid,localauthoritycode,localauthorityemailaddress,localauthorityname,localauthoritywebsite,longitude,postcode,ratingdate,ratingkey,ratingvalue,returncode,schemetype,structural
290853,The Old Church House,5 Mill Lane,Wimborne Minster,Dorset,A TASTE OF RASA SAYANG,Other catering premises,7841,5,,732415,5,,50.80018900000000,87137,085,EnvironmentalHealth@christchurchandeastdorset.gov.uk,East Dorset,http://www.dorsetforyou.gov.uk,-1.98690400000000,BH21 1JQ,2015-01-28,fhrs_5_en-GB,5,,FHRS,5
290854,,7 Manor Road,Verwood,Dorset,A W ANDREWS - BUTCHER,Retailers - other,4613,5,,340321,5,,50.88065600000000,1493,085,EnvironmentalHealth@christchurchandeastdorset.gov.uk,East Dorset,http://www.dorsetforyou.gov.uk,-1.87940800000000,BH31 6DS,2014-11-05,fhrs_4_en-GB,4,,FHRS,10
290855,,,,,A WOODARD LTD,Retailers - other,4613,5,,340278,5,,,11554,085,EnvironmentalHealth@christchurchandeastdorset.gov.uk,East Dorset,http://www.dorsetforyou.gov.uk,,,2012-08-23,fhrs_4_en-GB,4,,FHRS,10
290856,"Acorn Lodge, Oakdene Nursing And Care Home",Ringwood Road,Three Legged Cross,Dorset,ACORN LODGE NURSING HOME,Hospitals/Childcare/Caring Premises,5,0,,484755,0,,50.84933200000000,52155,085,EnvironmentalHealth@christchurchandeastdorset.gov.uk,East Dorset,http://www.dorsetforyou.gov.uk,-1.88554000000000,BH21 6RB,2013-11-13,fhrs_5_en-GB,5,,FHRS,0
290857,,26 Mill Lane,Wimborne,Dorset,Agra Fine Indian Dining Ltd,Restaurant/Cafe/Canteen,1,,,693509,,,50.80018900000000,87080,085,EnvironmentalHealth@christchurchandeastdorset.gov.uk,East Dorset,http://www.dorsetforyou.gov.uk,-1.98690400000000,BH21 1JQ,2014-11-20,fhrs_3_en-GB,3,,FHRS,
290858,,60 Ringwood Road,Verwood,Dorset,AL TRULLO,Other catering premises,7841,,,668830,,,50.87949300000000,87012,085,EnvironmentalHealth@christchurchandeastdorset.gov.uk,East Dorset,http://www.dorsetforyou.gov.uk,-1.86850900000000,BH31 7AJ,2014-09-24,fhrs_4_en-GB,4,,FHRS,
290859,,,,,ALAN WOODARD LTD,Distributors/Transporters,7,5,,711622,5,,,87133,085,EnvironmentalHealth@christchurchandeastdorset.gov.uk,East Dorset,http://www.dorsetforyou.gov.uk,,,2014-10-23,fhrs_4_en-GB,4,,FHRS,10
290860,,Hillbury Road,Alderholt,,Alderholt Chapel,Restaurant/Cafe/Canteen,1,5,,340710,5,,50.91481200000000,51993,085,EnvironmentalHealth@christchurchandeastdorset.gov.uk,East Dorset,http://www.dorsetforyou.gov.uk,-1.82462600000000,SP6 3BQ,2013-03-21,fhrs_5_en-GB,5,,FHRS,5
290861,Alderholt Mill,Sandleheath Road,Alderholt,Dorset,ALDERHOLT MILL,Hotel/bed & breakfast/guest house,7842,5,,340577,5,,50.92801400000000,4254,085,EnvironmentalHealth@christchurchandeastdorset.gov.uk,East Dorset,http://www.dorsetforyou.gov.uk,-1.83184700000000,SP6 1PU,2014-04-04,fhrs_5_en-GB,5,,FHRS,5
290862,,,,,ALL ABOUT THE CAKE,Other catering premises,7841,5,,356627,5,,,43013,085,EnvironmentalHealth@christchurchandeastdorset.gov.uk,East Dorset,http://www.dorsetforyou.gov.uk,,,2012-04-24,fhrs_5_en-GB,5,,FHRS,5
290863,,Damerham Road,Cranborne,Wimborne,Ancient Technology Centre,School/college/university,7845,5,,340684,5,,50.91951200000000,51903,085,EnvironmentalHealth@christchurchandeastdorset.gov.uk,East Dorset,http://www.dorsetforyou.gov.uk,-1.92245600000000,BH21 5PR,2013-09-26,fhrs_4_en-GB,4,,FHRS,10
290864,6 Quarterjack Mews,10 East Street,Wimborne Minster,Dorset,Angels,Restaurant/Cafe/Canteen,1,0,,340640,5,,50.79860700000000,51354,085,EnvironmentalHealth@christchurchandeastdorset.gov.uk,East Dorset,http://www.dorsetforyou.gov.uk,-1.98623800000000,BH21 1DS,2013-11-21,fhrs_5_en-GB,5,,FHRS,5
290865,,,,,ANNIE'S HOME EATS,Restaurant/Cafe/Canteen,1,10,,700112,5,,,24110,085,EnvironmentalHealth@christchurchandeastdorset.gov.uk,East Dorset,http://www.dorsetforyou.gov.uk,,,2014-09-04,fhrs_4_en-GB,4,,FHRS,5
290866,Knowle Hill Farm,Bagmans Lane,Knowlton,"Horton, Dorset",ANTELL BROTHERS,Manufacturers/packers,7839,,,340503,,,50.87919900000000,25263,085,EnvironmentalHealth@christchurchandeastdorset.gov.uk,East Dorset,http://www.dorsetforyou.gov.uk,-1.95559800000000,BH21 7HL,2014-09-18,fhrs_exempt_en-GB,Exempt,,FHRS,
290867,,,,,APPLE SNACKS,Mobile caterer,7846,0,,572014,0,,,36370,085,EnvironmentalHealth@christchurchandeastdorset.gov.uk,East Dorset,http://www.dorsetforyou.gov.uk,,,2015-01-21,fhrs_5_en-GB,5,,FHRS,5
290868,Peartree Business Centre,Cobham Road,Ferndown,Dorset,ARAMARK LTD,Restaurant/Cafe/Canteen,1,5,,340625,5,,50.77915191650391,5085,085,EnvironmentalHealth@christchurchandeastdorset.gov.uk,East Dorset,http://www.dorsetforyou.gov.uk,-2.32034993171692,BH21 7PP,2013-04-29,fhrs_5_en-GB,5,,FHRS,5
290869,,34 Victoria Road,Ferndown,Dorset,ASHLEY'S,Takeaway/sandwich shop,7844,5,,718446,5,,50.80207200000000,87130,085,EnvironmentalHealth@christchurchandeastdorset.gov.uk,East Dorset,http://www.dorsetforyou.gov.uk,-1.89023800000000,BH22 9HZ,2014-11-20,fhrs_4_en-GB,4,,FHRS,10
290870,AVON FOREST CAFE,Brocks Pine,St Leonards,Dorset,Avon Heath Cafe Ltd,Restaurant/Cafe/Canteen,1,5,,340864,5,,50.82517300000000,7638,085,EnvironmentalHealth@christchurchandeastdorset.gov.uk,East Dorset,http://www.dorsetforyou.gov.uk,-1.82950400000000,BH24 2DH,2013-11-26,fhrs_5_en-GB,5,,FHRS,5
290871,,,,,BABY KAKES,Other catering premises,7841,5,,572008,5,,,11685,085,EnvironmentalHealth@christchurchandeastdorset.gov.uk,East Dorset,http://www.dorsetforyou.gov.uk,,,2013-07-01,fhrs_5_en-GB,5,,FHRS,5
290872,,12 The Square,Wimborne Minster,Dorset,Bakehouse Cafe,Restaurant/Cafe/Canteen,1,10,,408289,10,,50.80048600000000,52076,085,EnvironmentalHealth@christchurchandeastdorset.gov.uk,East Dorset,http://www.dorsetforyou.gov.uk,-1.98779800000000,BH21 1JA,2013-10-18,fhrs_3_en-GB,3,,FHRS,10
290873,David Phipp,Ringwood Road,Ferndown,Dorset,BALCONY CAFE,Restaurant/Cafe/Canteen,1,0,,340838,0,,50.81167900000000,7468,085,EnvironmentalHealth@christchurchandeastdorset.gov.uk,East Dorset,http://www.dorsetforyou.gov.uk,-1.87544100000000,BH22 9AL,2013-05-28,fhrs_5_en-GB,5,,FHRS,0
290874,,31A Glenmoor Road,Ferndown,Dorset,BAMBOO,Takeaway/sandwich shop,7844,5,,711620,5,,50.79308200000000,87104,085,EnvironmentalHealth@christchurchandeastdorset.gov.uk,East Dorset,http://www.dorsetforyou.gov.uk,-1.89258600000000,BH22 8QE,2014-10-20,fhrs_4_en-GB,4,,FHRS,10
290875,,Newtown Lane,Corfe Mullen,"Wimborne, Dorset",BAPTIST CHURCH HALL,Other catering premises,7841,,,340761,,,50.77723100000000,560,085,EnvironmentalHealth@christchurchandeastdorset.gov.uk,East Dorset,http://www.dorsetforyou.gov.uk,-2.01836900000000,BH21 3EY,2012-05-02,fhrs_exempt_en-GB,Exempt,,FHRS,
290876,Oakdene Forest Park,Oakdene Holiday Park,St.Leonards/St.Ives,Dorset,BAR AND COLOUR CAFE,Restaurant/Cafe/Canteen,1,10,,340386,5,,50.81157000000000,18965,085,EnvironmentalHealth@christchurchandeastdorset.gov.uk,East Dorset,http://www.dorsetforyou.gov.uk,-1.85838100000000,BH24 2RZ,2013-09-18,fhrs_4_en-GB,4,,FHRS,5
290877,Barford Farm,Barford - Access To Barford Fa,Shapwick,Dorset,BARFORD FARMHOUSE ICECREAM,Manufacturers/packers,7839,10,,340305,5,,50.80271400000000,14054,085,EnvironmentalHealth@christchurchandeastdorset.gov.uk,East Dorset,http://www.dorsetforyou.gov.uk,-2.05252100000000,BH21 4BY,2013-04-09,fhrs_4_en-GB,4,,FHRS,0
290878,,Wimborne Road,Colehill,"Wimborne, Dorset",BEAUCROFT SCHOOL - KITCHEN,School/college/university,7845,0,,340773,0,,50.80735400000000,6255,085,EnvironmentalHealth@christchurchandeastdorset.gov.uk,East Dorset,http://www.dorsetforyou.gov.uk,-1.97069500000000,BH21 2SS,2013-10-03,fhrs_5_en-GB,5,,FHRS,0
290879,,372 Ringwood Road,Ferndown,Dorset,BELASH INDIAN TAKEAWAY,Takeaway/sandwich shop,7844,20,,633253,15,,50.80002300000000,52193,085,EnvironmentalHealth@christchurchandeastdorset.gov.uk,East Dorset,http://www.dorsetforyou.gov.uk,-1.89162000000000,BH22 9AT,2014-01-28,fhrs_1_en-GB,1,,FHRS,15
290880,2 Restynge House,11 Ringwood Road,Verwood,Dorset,BELINDA'S,Restaurant/Cafe/Canteen,1,20,,340264,10,,50.88185000000000,10366,085,EnvironmentalHealth@christchurchandeastdorset.gov.uk,East Dorset,http://www.dorsetforyou.gov.uk,-1.87809700000000,BH31 7AA,2014-04-03,fhrs_1_en-GB,1,,FHRS,20
290881,,,,,Bella's Biscuits,Other catering premises,7841,5,,732409,5,,,35431,085,EnvironmentalHealth@christchurchandeastdorset.gov.uk,East Dorset,http://www.dorsetforyou.gov.uk,,,2015-01-13,fhrs_5_en-GB,5,,FHRS,5
290882,PREP ROOM AND STALL,Rear of 1 17,High Street,Wimborne,Bells Famous Fisheries,Retailers - other,4613,5,,340311,5,,50.79969500000000,14318,085,EnvironmentalHealth@christchurchandeastdorset.gov.uk,East Dorset,http://www.dorsetforyou.gov.uk,-1.98801100000000,BH21 1HU,2013-12-06,fhrs_4_en-GB,4,,FHRS,10
290883,,6 Leigh Road,Wimborne Minster,Dorset,Best Pizza and Kebab,Takeaway/sandwich shop,7844,10,,340462,5,,50.79786000000000,23002,085,EnvironmentalHealth@christchurchandeastdorset.gov.uk,East Dorset,http://www.dorsetforyou.gov.uk,-1.98301700000000,BH21 1AF,2014-04-16,fhrs_3_en-GB,3,,FHRS,10
290884,,Blandford Road,Sturminster Marshall,Dorset,Black Horse,Pub/bar/nightclub,7843,5,,340653,10,,50.80390000000000,51680,085,EnvironmentalHealth@christchurchandeastdorset.gov.uk,East Dorset,http://www.dorsetforyou.gov.uk,-2.03120800000000,BH21 4EQ,2014-01-24,fhrs_4_en-GB,4,,FHRS,5
290885,,,,,BLUSH BAKERY,Other catering premises,7841,5,,607203,10,,,15026,085,EnvironmentalHealth@christchurchandeastdorset.gov.uk,East Dorset,http://www.dorsetforyou.gov.uk,,,2013-10-25,fhrs_4_en-GB,4,,FHRS,5
290886,,Priest House Museum,Wimborne Minster,Dorset,BOATHOUSE TEA ROOM,Other catering premises,7841,10,,550465,5,,50.79947900000000,52127,085,EnvironmentalHealth@christchurchandeastdorset.gov.uk,East Dorset,http://www.dorsetforyou.gov.uk,-1.98748600000000,BH21 1HR,2012-07-09,fhrs_4_en-GB,4,,FHRS,0
290887,BOVERIDGE HOUSE,Cranborne,Wimborne,Dorset,BOVERIDGE HOUSE SCHOOL TRUST,School/college/university,7845,0,,340909,0,,50.93426000000000,7962,085,EnvironmentalHealth@christchurchandeastdorset.gov.uk,East Dorset,http://www.dorsetforyou.gov.uk,-1.91054900000000,BH21 5RU,2014-02-13,fhrs_5_en-GB,5,,FHRS,5
290888,,176 Ringwood Road,St Leonards,Ringwood,BP SERVICE STATION,Retailers - other,4613,5,,446095,5,,50.82936800000000,52139,085,EnvironmentalHealth@christchurchandeastdorset.gov.uk,East Dorset,http://www.dorsetforyou.gov.uk,-1.83871800000000,BH24 2NR,2014-04-07,fhrs_5_en-GB,5,,FHRS,5
290889,,176 Ringwood Road,St Leonards,Ringwood,BP SERVICE STATION,Retailers - other,4613,5,,446095,5,,50.82936800000000,52139,085,EnvironmentalHealth@christchurchandeastdorset.gov.uk,East Dorset,http://www.dorsetforyou.gov.uk,-1.83871800000000,BH24 2NR,2014-04-07,fhrs_5_en-GB,5,,FHRS,5
290890,,Braeside Road,St Leonards,Ringwood,BRAESIDE BOWLING CLUB,Restaurant/Cafe/Canteen,1,5,,668828,5,,50.82866100000000,85943,085,EnvironmentalHealth@christchurchandeastdorset.gov.uk,East Dorset,http://www.dorsetforyou.gov.uk,-1.84116300000000,BH24 2PQ,2014-04-24,fhrs_5_en-GB,5,,FHRS,0
290891,,,,,BRATWURST UK,Mobile caterer,7846,0,,680795,0,,,32840,085,EnvironmentalHealth@christchurchandeastdorset.gov.uk,East Dorset,http://www.dorsetforyou.gov.uk,,,2014-06-21,fhrs_5_en-GB,5,,FHRS,0
290892,,Riverside Road,West Moors,"Ferndown, Dorset",Brook View,Hospitals/Childcare/Caring Premises,5,0,,340575,0,,50.82563500000000,4233,085,EnvironmentalHealth@christchurchandeastdorset.gov.uk,East Dorset,http://www.dorsetforyou.gov.uk,-1.89268200000000,BH22 0LG,2013-12-13,fhrs_5_en-GB,5,,FHRS,5
