,businessname,ratingvalue,structural,hygiene,confidenceinmanagement,ratingdate,latitude,longitude
412362,113A Manse Road,5,0,5,5,2014-08-15,,
412363,1st Ballyclare Linfield Supporters Club,4,10,0,5,2014-03-03,54.751167,-5.996057
412364,1st Ballyeaston Presbyterian Church Hall,5,5,0,0,2015-01-15,54.773064,-5.995643
412365,1st Newtownabbey Linfield Supporters Club,5,0,0,5,2014-03-03,54.668028,-5.921809
412366,4-11s After School Club,5,5,0,5,2014-11-06,54.750673,-5.997153
412367,6th Form Centre @ Belfast High School,4,0,0,10,2013-12-16,54.686828,-5.876431
412368,A C Meats,5,0,5,5,2014-08-05,54.67462,-5.913813
412369,Abbey Social Club,5,0,0,5,2014-03-03,54.656605,-5.924237
412370,ABBEY Surestart,5,0,5,5,2009-03-12,54.689156,-5.917333
412371,ABBEY SureStart,5,0,0,0,2014-12-12,54.659983,-5.914269
412372,Abbey Surestart - St James Primary,5,0,0,0,2014-10-23,54.676554,-5.905605
412373,Abbeydene House Bed & Breakfast,5,0,5,0,2014-11-17,,
412374,Abbeyfield,5,0,0,0,2014-08-26,54.750975,-6.007871
412375,Abbeyfield Merville,4,10,5,5,2014-03-26,54.656027,-5.910985
412376,Abbeylands Care Home,5,5,5,0,2014-08-14,54.670213,-5.899483
412377,Abbots Cross Presbyterian Church,5,0,0,5,2014-07-10,54.670673,-5.912605
412378,Abbots Cross Primary School Meals Kitchen,5,5,0,0,2014-02-03,54.669075,-5.913199
412379,Academy Sports Club,5,0,0,5,2013-01-24,54.678924,-6.003354
412380,Ace Cakes,5,0,0,0,2012-06-28,,
412381,Acorns After School Club,4,0,5,10,2006-06-06,54.671571,-5.913613
412382,Acorns Day Nursery & After Schools Club,5,5,0,0,2014-10-16,54.663841,-5.911359
412383,Alexander McConnell Ltd,4,5,10,5,2014-02-19,54.738078,-6.042386
412384,Alice Andrew Catering,5,0,5,5,2014-06-04,,
412385,Aly T Cakes,5,0,0,0,2014-09-18,,
412386,AM Cake Design,4,0,0,10,2011-11-03,,
412387,Apprentice Boys Memorial Hall,Exempt,nan,nan,nan,2014-06-17,54.697041,-5.942897
412388,Aramark @ FG Wilsons,4,5,10,5,2013-10-14,54.684215,-5.921602
412389,Aramark @ Tesco Restaurant,5,0,0,5,2013-07-23,54.676799,-5.962604
412390,Ardrigh Fold,5,0,0,0,2014-03-27,54.675935,-5.959345
412391,Asda,4,0,10,10,2014-06-11,54.752948,-5.999992
412392,Ashers,3,10,5,10,2013-09-26,54.668719,-5.911806
412393,Ashers Baking Company,5,5,0,5,2013-09-26,54.678296,-5.91071
412394,Ashers Baking Company,5,5,0,5,2014-01-24,54.754529,-6.001654
412395,Ashers Baking Company,5,0,5,5,2014-07-29,54.67452,-5.986439
412396,Ashers Baking Company,3,10,10,5,2014-01-07,54.689156,-5.917333
412397,Ashers Baking Company Cafe,4,0,10,10,2014-08-18,54.701513,-5.960295
412398,Ashers Carnmoney,5,0,0,5,2013-08-06,54.682972,-5.950912
412399,Ashgrove Nursery School Dining,5,0,0,5,2014-03-27,54.675543,-5.951008
412400,Ashgrove Primary School Meals,5,5,0,0,2015-02-10,54.675543,-5.951008
412401,Ashwood Nursing Home,5,0,5,5,2013-09-17,54.675543,-5.951008
412402,Asian Kitchen,3,10,10,10,2013-10-15,54.66958,-5.957075
412403,Autograph the Food People @ B&Q,5,5,0,0,2013-07-03,54.658477,-5.924932
412404,Ballyclare Free Presbyterian Church,5,5,5,0,2013-01-31,54.751328,-6.004778
412405,Ballyclare Golf Club Bar,5,0,5,5,2009-02-26,54.771224,-6.030296
412406,Ballyclare High School,5,5,5,5,2014-04-09,54.754444,-6.002481
412407,Ballyclare Methodist Church,Exempt,nan,nan,nan,2014-01-21,54.750673,-5.997153
412408,Ballyclare Nursery School,5,0,0,5,2014-03-27,54.752284,-6.010976
412409,Ballyclare Presbyterian Church Hall,5,nan,nan,nan,2014-06-06,54.752271,-6.00526
412410,Ballyclare Primary/Secondary School,5,5,0,0,2013-06-13,54.751328,-6.004778
412411,Ballyclare Private Nursing Home,5,0,0,0,2015-01-26,54.749998,-6.012393
412412,Ballyclare Reformed Presbyterian Church,5,0,0,0,2014-02-26,54.754774,-6.000166
412413,Ballyclare Royal British Legion,4,5,10,5,2014-01-29,54.748336,-6.003139
412414,Ballyclare Rugby Football Club,4,0,0,10,2014-06-17,54.758501,-6.016481
412415,Ballyclare Sports and Social Club,4,10,0,10,2012-05-17,54.75272,-6.001432
412416,Ballycraigy Congregational Church,5,0,0,5,2013-12-06,54.687926,-5.971941
412417,Ballyearl Squash & Social Club,4,10,0,10,2013-12-17,54.701513,-5.960295
412418,Ballyhenry Nursery Dining Centre,5,5,0,5,2013-06-04,54.680526,-5.970527
412419,Ballyhenry Presbyterian Church,Exempt,nan,nan,nan,2014-07-03,54.68048,-5.975863
412420,Ballyhenry Primary School Meals,5,0,0,5,2014-03-27,54.680526,-5.970527
412421,Ballylagan Organic Farm,5,5,5,0,2013-08-13,54.757321,-5.922379
412422,Ballylagan Organic Farm Tea Room,3,5,10,10,2013-08-13,54.757321,-5.922379
412423,Ballylinney Presbyterian Church,Exempt,nan,nan,nan,2013-09-24,54.733713,-5.992463
412424,Ballynure Methodist Church Hall,Exempt,nan,nan,nan,2013-02-04,54.776771,-5.949188
412425,Ballynure Play Group @ Ballynure Methodist Church,5,0,0,0,2014-03-14,54.771574,-5.952684
412426,Ballynure Presbyterian Church,4,10,0,10,2014-03-13,54.771908,-5.951703
412427,Ballynure Primary Meals Kitchen,5,0,0,5,2014-06-13,54.779567,-5.955668
412428,Ballyrobert Cottage Garden Nursery,5,0,0,0,2014-03-03,54.720301,-6.005123
412429,Ballyrobert Vivo,3,5,10,10,2014-07-23,54.716443,-6.000579
412430,Bambou,4,nan,nan,nan,2015-01-20,54.742854,-6.006282
412431,Bargain Buys,5,0,5,0,2014-06-05,54.652823,-5.918526
412432,Barista,5,0,5,5,2014-03-28,54.684129,-5.87772
412433,Barnaby's,5,5,5,5,2013-10-23,54.720301,-6.005123
412434,Beatties Fish & Chips,5,5,0,5,2014-08-28,54.75272,-6.001432
412435,Belfast City Mission,5,0,0,5,2013-09-24,54.666986,-5.919754
412436,Belfast High School,5,nan,nan,nan,2014-05-08,54.686828,-5.876431
412437,Bellevue Arms,3,10,10,10,2014-01-23,54.664516,-5.948246
412438,Ben Madigan Care Home,5,5,5,5,2015-01-12,54.651216,-5.921738
412439,Bernie's Burgers,5,5,5,0,2013-06-05,54.66782,-5.933291
412440,BHS,5,5,0,5,2013-12-09,,
412441,Bite Snack Foods Limited,5,5,0,0,2014-07-30,54.672839,-5.98801
412442,Blue Riband Catering 1,5,5,0,0,2014-07-17,,
412443,Bobs Popcorn,5,0,5,5,2014-03-03,,
412444,Bombay Dreams,4,nan,nan,nan,2014-08-27,54.666184,-5.911766
412445,Boots Chemist,Exempt,nan,nan,nan,2014-04-04,54.75348,-6.001752
412446,Boots the Chemist,Exempt,nan,nan,nan,2014-03-03,54.75272,-6.001432
412447,Boots The Chemist,Exempt,nan,nan,nan,2012-03-29,54.6555,-5.917986
412448,Boots Uk Ltd,Exempt,nan,nan,nan,2012-03-29,54.674424,-5.912351
412449,Breckenhill,5,5,0,5,2013-07-31,,
412450,Bronnie Bakes,5,0,0,5,2012-06-14,,
412451,Brown's Coffee Co,5,0,0,0,2013-02-27,54.751528,-5.999441
412452,Bureau By The Lough,5,nan,nan,nan,2014-06-10,54.677591,-5.890806
412453,Burger King,5,0,0,5,2014-07-01,54.6555,-5.917986
412454,Burger King,5,0,5,5,2014-06-17,54.676799,-5.962604
412455,Burnside Tavern,4,nan,nan,nan,2012-10-03,54.759487,-6.048997
412456,Busy Bees Pre-School,5,5,0,0,2014-10-21,54.750673,-5.997153
412457,Cafe Cosh,5,5,0,5,2014-08-12,54.66782,-5.933291
412458,Cafe Cuisine,4,5,5,10,2013-03-12,54.671578,-5.957269
412459,Cafe Pausa @ Dunelm Mill,5,0,5,0,2013-08-07,54.651532,-5.919196
412460,Cafe Thornton,3,10,10,10,2014-02-07,54.737143,-6.039543
412461,Cake Heaven Ni,5,0,0,0,2013-10-30,,
412462,Cakes A Go-Go,5,0,5,0,2012-08-10,,
412463,Calvary Pentecostal Church,Exempt,nan,nan,nan,2014-08-08,54.669075,-5.913199
412464,Card Factory,Exempt,nan,nan,nan,2012-11-22,54.676799,-5.962604
412465,Carmichaels,4,10,0,10,2014-03-03,54.771699,-5.997808
412466,Carnmoney Day Nursery,5,5,0,0,2014-05-19,54.684296,-5.955389
412467,Carnmoney Parish Church,Exempt,nan,nan,nan,2013-08-01,54.671044,-5.942165
412468,Carnmoney Primary School Meals,4,5,5,10,2014-11-06,54.682972,-5.950912
412469,Carrie's Cupcakes,5,5,5,5,2014-02-25,,
412470,Cathay Square,4,10,0,10,2013-08-20,54.75272,-6.001432
412471,Chain Reaction Cycles Ltd,5,0,0,0,2015-01-26,54.745482,-6.04967
412472,Chef King,2,5,15,10,2014-11-12,54.665962,-5.950281
412473,Chimney Corner,2,15,5,5,2014-12-10,54.685571,-5.996205
412474,China Court,4,10,5,5,2014-08-27,54.673811,-5.960211
412475,Christ Church Hall,Exempt,nan,nan,nan,2014-05-06,54.774536,-5.96747
412476,Chuck Wagon,3,10,10,10,2014-06-03,54.66782,-5.933291
412477,Church of The Good Shepherd,5,0,0,5,2014-01-21,54.687616,-5.914543
412478,City of Belfast Golf Club,5,5,0,0,2014-10-24,54.683592,-5.990068
412479,Clanmill Housing - Cedar Court,5,0,0,5,2014-04-08,54.676755,-5.895904
412480,Clareview Private Nursing Home,5,5,0,5,2015-01-26,54.749998,-6.012393
412481,Clear Pharmacy,Exempt,nan,nan,nan,2014-03-03,54.754444,-6.002481
412482,Clear Pharmacy,Exempt,nan,nan,nan,2012-03-29,54.6555,-5.917986
412483,Clonmore House,4,nan,nan,nan,2014-06-23,54.662701,-5.924515
