,businessname,ratingvalue,structural,hygiene,confidenceinmanagement,ratingdate,latitude,longitude
293799,1 Park Terrace B & B and Restaurant,5,0,0,0,2012-04-27,51.144537,-2.718143
293800,1808 Smithsfields,5,0,0,0,2013-09-09,51.210045,-2.569391
293801,1st Shepton Mallet Scout Group,4,10,5,5,2009-03-10,51.187735,-2.560202
293802,5th and 7th Scout Group,Exempt,nan,nan,nan,2012-01-19,51.212543,-2.655607
293803,A Bit of a Do,5,5,0,0,2013-11-13,51.297249,-2.311111
293804,A E and P I Durston Ltd,5,5,5,5,2012-01-05,51.226086,-2.613855
293805,A J and R G Barber Farm Shop,5,0,0,5,2014-01-20,51.120943,-2.536961
293806,A J Shepherd and Sons,4,10,5,5,2013-05-14,51.123676,-2.74524
293807,Abbey Gatehouse,Exempt,nan,nan,nan,2011-01-24,51.146754,-2.71732
293808,Abbey House,4,5,0,10,2013-09-24,51.146845,-2.712732
293809,Abbey Tea Rooms,5,0,5,5,2013-05-23,51.146542,-2.718103
293810,Abbeyfield House,5,0,0,0,2013-01-29,51.213744,-2.64659
293811,Abbeyfields,5,0,0,0,2014-07-22,51.212457,-2.628605
293812,ABC International Food,0,25,15,30,2014-02-04,51.125178,-2.742364
293813,Aggregate Industries UK Ltd,5,0,0,0,2008-07-25,51.205812,-2.348813
293814,Alchemy of Colour,5,0,0,0,2012-05-10,51.207565,-2.653232
293815,Aldi Stores Ltd,5,0,0,0,2011-11-10,51.189017,-2.549557
293816,Alfresco Coffee,5,0,0,5,2011-06-02,51.1776,-2.615842
293817,Alhampton Inn,5,5,0,5,2012-09-27,51.111663,-2.533153
293818,All About the Cake,5,0,0,5,2014-04-04,51.099291,-2.68468
293819,All Hallows Preparatory School,5,5,0,0,2012-09-28,51.192096,-2.456936
293820,Alliance Pharmacy,Exempt,nan,nan,nan,2011-08-04,51.148207,-2.71354
293821,Alliance Pharmacy,Exempt,nan,nan,nan,2010-08-02,,
293822,Amah Rock,5,5,0,0,2011-12-06,51.285087,-2.299228
293823,Amandas Snacks,5,5,5,5,2013-05-13,51.218382,-2.333688
293824,Ammerdown Centre Limited,5,0,0,0,2014-10-24,51.272387,-2.415459
293825,Ammerdown House,5,5,5,5,2012-01-10,51.272387,-2.415459
293826,Andres Cafe,5,5,0,5,2014-04-11,51.2083,-2.648933
293827,Anne Nicholls Cakes,5,0,0,5,2011-02-25,51.205311,-2.737482
293828,Anthea Nickless,5,0,0,0,2008-08-19,51.231362,-2.31608
293829,Apple Tree Guest House,5,0,0,0,2011-05-05,51.143611,-2.715184
293830,Apple Tree/Black Pearl,5,0,0,5,2012-12-02,51.271057,-2.589039
293831,Appletree Inn,3,5,10,10,2013-06-20,51.154366,-2.618907
293832,Arboriam Bed and Breakfast,5,5,0,5,2011-05-27,51.152436,-2.71452
293833,Archangel,3,10,10,10,2014-01-14,51.230819,-2.320659
293834,Argos Ltd,5,5,5,0,2011-02-01,51.18724,-2.550924
293835,Argos Ltd,5,0,0,0,2011-08-02,51.23194,-2.321627
293836,Arimathean Retreat,5,0,5,0,2012-02-22,51.148207,-2.71354
293837,Arnolds Alfresco,5,0,0,0,2014-06-27,51.260153,-2.559133
293838,Arthurs Court,5,5,0,0,2014-09-02,51.122584,-2.744437
293839,Artistry in Sugar,5,0,0,0,2009-01-10,51.239061,-2.395018
293840,As You Like It Catering,5,0,0,5,2012-11-01,51.229192,-2.32367
293841,Asda,3,10,10,5,2014-09-11,51.2274,-2.304496
293842,Ask Restaurant,5,5,0,0,2013-01-31,51.209286,-2.644653
293843,Assembly Rooms Cafe,5,5,5,5,2010-02-02,51.147474,-2.717145
293844,Avalon Conservative Club,5,5,5,5,2009-12-10,51.147718,-2.715491
293845,Avalon Court Residential Home,5,5,5,5,2014-04-17,51.098871,-2.68266
293846,Avalon Shop,5,0,0,0,2008-08-05,51.155485,-2.724619
293847,Avalon Special School,5,0,0,5,2013-10-15,51.116148,-2.748334
293848,Avalon Vineyard,4,10,5,5,2012-09-27,51.134016,-2.589565
293849,Avon Care Homes (Wells) Ltd,5,0,0,0,2013-12-03,51.205674,-2.725464
293850,Babes In The Hood,5,0,5,5,2012-09-27,51.193475,-2.552072
293851,Babington House,5,0,5,5,2014-01-21,51.257938,-2.425059
293852,Bagborough Vineyard,5,5,5,5,2012-09-27,51.154087,-2.539176
293853,Bake n Butty,5,5,5,0,2014-08-27,51.202503,-2.429801
293854,Baking Beauties,5,0,0,5,2012-11-30,51.226059,-2.321858
293855,Balmoral Catering,4,10,5,0,2014-01-28,51.232428,-2.320699
293856,Balmoral Catering Company,1,5,5,20,2011-04-13,51.380978,-2.361843
293857,Baltonsborough Ce Vc Primary School,5,0,0,5,2015-01-22,51.111913,-2.65381
293858,Baltonsborough Farm Shop,4,10,5,5,2013-11-22,51.106403,-2.646891
293859,Baltonsborough Village Hall,5,5,0,5,2008-12-05,51.111913,-2.65381
293860,BAM FM,5,5,0,5,2014-12-09,51.124985,-2.538022
293861,BAM FM,4,0,10,5,2014-12-11,51.124143,-2.738218
293862,BAM FM,4,10,5,0,2014-12-16,51.234018,-2.324463
293863,Bannatynes,2,10,15,10,2013-11-12,51.184585,-2.525897
293864,Bar Italia,5,0,5,5,2015-01-06,51.207862,-2.648469
293865,Barhams B & B,5,0,0,5,2008-08-20,51.152436,-2.71452
293866,Barker and Green,5,0,0,0,2013-09-17,51.272799,-2.415778
293867,Barrow Farm,5,0,0,0,2008-08-18,51.286227,-2.281942
293868,Batcombe Village Hall,5,5,5,5,2012-01-11,51.149694,-2.446495
293869,Bath Bakery Limited,5,5,5,5,2013-09-03,51.2308,-2.327333
293870,Bath Road Childrens Home,5,5,5,0,2013-09-06,51.239317,-2.313527
293871,Bath Rugby Club,5,0,0,5,2013-09-10,51.311634,-2.290922
293872,Bay Leaf,2,15,10,10,2013-09-12,51.250013,-2.308342
293873,Bayfields Coffee,4,5,5,10,2013-01-08,51.238109,-2.311557
293874,Beah,5,5,0,5,2013-09-24,51.209006,-2.64807
293875,Bear Inn Street,5,5,5,0,2013-12-03,51.129037,-2.736538
293876,Beckery Resource Centre,5,0,0,5,2014-03-27,51.144757,-2.730527
293877,Beckets Inn,5,0,0,5,2012-09-11,51.148207,-2.71354
293878,Beckington Memorial Hall,5,0,0,0,2011-07-27,51.268308,-2.288612
293879,Bekynton Brasserie,5,0,0,0,2013-11-20,51.209606,-2.64533
293880,Belfield House,5,5,5,5,2010-05-12,51.188266,-2.538974
293881,Bell Inn,5,5,5,5,2013-05-23,51.146628,-2.501762
293882,Bell Inn,5,5,0,0,2013-10-16,51.259661,-2.356143
293883,Bell Inn,5,5,5,5,2014-12-05,51.223503,-2.443271
293884,Belle Vue Glastonbury,5,0,0,5,2014-06-18,51.143296,-2.715208
293885,Belmont Villa,5,5,0,0,2014-10-21,51.229718,-2.328457
293886,Berachah Colour Healing Centre,5,0,5,5,2011-03-01,51.143372,-2.705717
293887,Bere House Bed and Breakfast,5,0,0,5,2012-05-21,51.143611,-2.715184
293888,Beryl Guest House,5,0,0,0,2012-04-26,51.218904,-2.630297
293889,Bespoke Cakes by Karen,5,0,0,5,2013-05-07,51.170134,-2.791145
293890,Big Top Restaurant,5,5,0,5,2014-05-27,51.226475,-2.672374
293891,Bird in Hand,0,20,20,20,2014-04-02,51.179268,-2.807239
293892,Blostins Restaurant,5,5,5,0,2014-03-06,51.195205,-2.545452
293893,Blue Note Cafe,3,10,10,10,2013-08-09,51.147474,-2.717145
293894,Bocabar,5,5,0,0,2013-09-30,51.139011,-2.736196
