,businessname,ratingvalue,structural,hygiene,confidenceinmanagement,ratingdate,latitude,longitude
260760,3 2 5 Pre School,4,0,0,10,2013-11-06,,
260761,A J Mead Catering At Andover Masonic Hall,4,0,5,10,2014-12-03,51.206882,-1.476722
260762,Abbey Hotel,3,5,10,10,2014-08-12,50.990408,-1.500003
260763,Abbey House,5,0,5,5,2014-01-31,50.988598,-1.501575
260764,Abbeyfield House,5,5,5,0,2013-08-09,50.991265,-1.502715
260765,Abbotswood Day Nursery,5,5,0,5,2014-08-20,51.000069,-1.484266
260766,Abbotts Ann C Of E Primary School,5,0,5,5,2013-03-22,51.184269,-1.530159
260767,Abbotts Ann Nursery School Committee,5,5,5,5,2014-03-17,51.192552,-1.525968
260768,Abbotts Ann Post Office And Stores,4,0,5,10,2013-08-14,51.191333,-1.531447
260769,ABC Pre School,5,5,5,5,2014-12-04,51.212238,-1.488071
260770,Acorn Community Pre School,Exempt,nan,nan,nan,2012-05-25,51.034944,-1.571802
260771,Acorns Childrens Centre,5,0,0,5,2014-02-25,51.213003,-1.466187
260772,Acre Stores And Post Office,Exempt,nan,nan,nan,2013-07-22,51.200666,-1.382128
260773,Adelaide Stores,5,5,5,5,2012-07-12,51.208379,-1.475531
260774,Age Concern,5,0,0,5,2013-11-28,50.989119,-1.495087
260775,Aldi Stores,4,5,10,5,2013-08-09,50.988586,-1.496603
260776,All Saints' Church,5,0,5,5,2014-12-02,51.027345,-1.464699
260777,Alliance Pharmacy,Exempt,nan,nan,nan,2012-08-02,51.207147,-1.479653
260778,Alliance Pharmacy,Exempt,nan,nan,nan,2014-09-02,50.989105,-1.500316
260779,Alliance Pharmacy,Exempt,nan,nan,nan,2014-09-04,50.977227,-1.438938
260780,Ampfield C Of E Primary School,5,0,5,5,2014-12-05,51.011372,-1.42259
260781,Ampfield Catering,4,0,10,10,2014-08-27,,
260782,Ampfield Community Pre School,5,5,5,5,2013-06-12,51.009047,-1.427166
260783,Andover And District Mencap Society,5,5,0,5,2013-04-09,51.203547,-1.478878
260784,Andover Archers,4,5,5,10,2012-04-20,51.232139,-1.500955
260785,Andover Bowling Club,4,5,5,10,2013-10-28,51.210203,-1.473348
260786,Andover Buffets,5,5,5,5,2014-04-15,,
260787,Andover C Of E Primary School,5,5,5,5,2014-12-05,51.206882,-1.476722
260788,Andover Cake Angels,Exempt,nan,nan,nan,2014-09-17,,
260789,Andover Central Club,4,5,5,10,2014-04-25,51.206882,-1.476722
260790,Andover Chinese,5,nan,nan,nan,2014-09-08,51.205905,-1.48336
260791,Andover College,5,5,0,5,2014-05-09,51.211081,-1.482687
260792,Andover Cricket Pavilion,Exempt,nan,nan,nan,2012-07-06,51.196732,-1.483105
260793,Andover Day Services,5,5,0,5,2013-08-12,51.212904,-1.509381
260794,Andover Food Bank,5,5,0,0,2014-12-15,51.208011,-1.487989
260795,Andover Football Club,5,5,5,5,2014-11-18,51.216737,-1.516313
260796,Andover Garden Centre,5,5,5,0,2014-04-07,51.199864,-1.511151
260797,Andover Golf Club,4,5,5,10,2013-09-25,51.199838,-1.480022
260798,Andover Leisure Centre,5,5,5,5,2014-07-29,51.209866,-1.482342
260799,Andover Market For All Seasons,5,0,0,5,2013-08-20,,
260800,Andover Mind Day Centre,5,nan,nan,nan,2013-11-12,51.205313,-1.479659
260801,Andover Museum,Exempt,nan,nan,nan,2014-01-09,51.210023,-1.477388
260802,Andover Nursing Home,5,0,5,5,2014-10-22,51.207325,-1.495555
260803,Andover Railway Club,5,0,0,5,2013-12-23,51.211759,-1.491655
260804,Andover Rugby Club,5,5,5,5,2014-03-27,51.232139,-1.500955
260805,Andover Stores,4,5,5,10,2014-09-15,51.214139,-1.503655
260806,Andover Young Carers,5,0,0,5,2013-02-06,51.21255,-1.457574
260807,Angel Cake,4,5,5,10,2013-07-10,,
260808,Angel Inn,5,5,5,5,2014-12-11,51.20941,-1.479026
260809,Angie's Snack Bar,5,5,0,5,2014-01-13,,
260810,Anna Valley Chillies,5,0,0,5,2014-03-12,,
260811,Anton Arms,2,15,15,5,2014-12-08,51.20354,-1.493807
260812,Anton Infant School,5,5,0,5,2015-01-20,51.198954,-1.483524
260813,Anton Junior School,5,0,0,0,2013-09-12,51.20091,-1.484504
260814,Apache Cafe,5,5,0,0,2014-04-23,51.150368,-1.572093
260815,Appleshaw C Of E Primary School,5,5,0,0,2013-05-21,51.239266,-1.556014
260816,Appletree Catering,Exempt,nan,nan,nan,2013-11-04,,
260817,Arbory Residential Home,5,nan,nan,nan,2014-08-20,51.212534,-1.43892
260818,Area 51,5,5,0,5,2014-09-01,51.206365,-1.477629
260819,Argos,Exempt,nan,nan,nan,2014-05-02,51.208707,-1.480537
260820,Asante,4,5,5,10,2014-07-16,50.989607,-1.497703
260821,ASDA Stores Ltd,3,10,10,5,2014-04-11,51.201803,-1.485038
260822,Ashbourne Court Care Centre,5,0,0,0,2014-12-03,51.205093,-1.489023
260823,Austwick's Fresh Food,5,5,5,5,2014-03-19,,
260824,Awbridge Primary School,5,5,5,5,2013-06-17,51.013623,-1.545541
260825,B Drummond Butchers,4,5,0,10,2014-11-17,50.988157,-1.499243
260826,Baddesley Park Football Club,5,5,5,5,2014-07-22,,
260827,Baddesley Service Station,5,5,5,5,2012-12-14,50.979493,-1.440905
260828,Baguette De Moet,5,0,5,5,2013-12-06,51.207859,-1.477956
260829,Baked,4,0,5,10,2013-02-01,,
260830,Balksbury Infant School,5,5,0,5,2012-03-19,51.202667,-1.501832
260831,Balksbury Junior School,5,0,5,0,2013-09-10,51.202667,-1.501832
260832,Balmoral Inn,5,5,5,5,2014-09-12,50.944789,-1.461391
260833,Banister Park Bowling Club,2,5,15,10,2014-05-16,50.951287,-1.382534
260834,Bar 34,3,10,5,10,2013-04-11,51.206097,-1.482027
260835,Bartlett Mitchell At Twinings,5,5,5,5,2013-02-26,51.21523,-1.451873
260836,Barton Stacey Church Of England Primary School,5,5,5,5,2014-06-25,51.169582,-1.368926
260837,Barton Stacey Filling Station,4,10,5,5,2014-06-12,51.180647,-1.378232
260838,Barton Stacey Post Office And Stores,5,5,5,5,2013-11-21,51.166173,-1.378841
260839,Bath House Bed And Breakfast,5,5,5,5,2014-02-19,50.986669,-1.500485
260840,BaxterStorey At Ordnance Survey,5,5,5,5,2014-07-31,50.937889,-1.470636
260841,Beccys Greengrocer,4,5,0,10,2014-02-03,51.113723,-1.49076
260842,Bedes Lea,1,15,10,20,2014-11-25,50.977202,-1.448909
260843,Beefeater Banquet,4,5,5,10,2014-03-11,50.935782,-1.475983
260844,Bengal Takeaway,2,15,15,10,2014-09-10,51.205983,-1.478664
260845,Berties Restaurant,5,5,5,5,2013-11-28,50.988835,-1.496087
260846,Best Burgers,5,0,5,5,2014-07-21,51.213722,-1.483464
260847,Beths Bakery,5,5,0,5,2012-12-04,,
260848,Bigger Bites Dorset Ltd,5,5,0,0,2014-08-21,51.206262,-1.600076
260849,Birchwood Price Tools - Travis Perkins,Exempt,nan,nan,nan,2014-11-05,51.213144,-1.487589
260850,Birchwood Price Tools - Travis Perkins,Exempt,nan,nan,nan,2014-11-19,50.994661,-1.495711
260851,Birchwood Price Tools - Wickes,Exempt,nan,nan,nan,2014-11-20,51.215478,-1.478643
260852,Blue Hayes Restaurant,3,10,10,5,2014-05-21,50.995953,-1.543219
260853,Blue Onion,5,5,5,5,2013-09-27,51.208269,-1.479225
260854,Bluebell Cuisine At Romsey Golf Club,5,5,5,5,2014-03-13,50.951832,-1.467773
260855,Blueberry Catering,4,0,5,10,2014-01-28,,
260856,Boots The Chemist,Exempt,nan,nan,nan,2014-03-07,50.988825,-1.497897
260857,Boots The Chemist,Exempt,nan,nan,nan,2014-11-25,51.208335,-1.479983
260858,Boots The Chemist,Exempt,nan,nan,nan,2014-07-14,51.21406,-1.493577
260859,Born 2 Bake,5,0,5,5,2013-05-29,,
260860,Boswells Cafe,5,5,5,5,2014-08-11,51.209162,-1.479745
260861,Bracken Place Day Care Nursery,5,5,0,5,2014-04-02,50.956207,-1.398244
260862,Braishfield Primary School,5,0,0,0,2014-03-21,51.02184,-1.464363
260863,Braishfield Social Club,5,0,0,5,2012-12-17,51.02184,-1.464363
260864,Braishfield Village Pantry,5,5,5,5,2014-08-19,51.023279,-1.466471
260865,Bramleys,5,0,0,5,2014-01-22,,
260866,Brendoncare Knightwood,5,0,0,0,2014-03-04,50.985516,-1.398734
260867,Bright Futures Pre School,5,0,0,5,2012-07-18,51.221293,-1.598772
260868,Broadlands Lake,5,5,0,5,2014-02-06,50.943237,-1.515553
260869,Broughton Primary School,5,5,0,5,2013-04-23,51.098464,-1.561833
260870,Broughton Water Buffalo,4,10,0,10,2014-01-22,51.098464,-1.561833
260871,Buddha Chinese Restaurant,3,10,10,10,2014-06-11,51.214196,-1.467376
260872,Burbidges Bakery,5,5,5,5,2013-11-21,51.208807,-1.505717
260873,Busy Bee Bakery,5,0,5,5,2012-05-24,,
260874,Busy Bees Group,5,0,0,0,2013-10-08,50.977745,-1.402097
260875,Butter's Cafe,3,10,10,10,2014-07-24,51.20941,-1.479026
260876,Cafe 4 At Academy Studios,4,0,10,10,2014-01-23,50.994661,-1.495711
260877,Cafe Destino,4,0,10,10,2014-08-21,51.211718,-1.490639
260878,Cafe Expresso Bar,5,5,5,5,2013-03-28,51.211718,-1.490639
260879,Cafe Fresh,3,10,10,10,2014-06-16,50.989105,-1.500316
260880,Caffe Nero,5,5,5,5,2013-04-11,51.207147,-1.479653
260881,Caffe Nero,Exempt,nan,nan,nan,2014-08-29,50.989105,-1.500316
260882,Cake Cetra,4,0,0,10,2013-10-16,,
260883,Cake Tops And Tiers,5,5,5,5,2012-09-26,,
260884,Cakesaholic,5,0,0,5,2014-06-13,,
260885,Caliscakes,4,5,5,10,2013-04-25,,
260886,Camaras Fish Bar,4,5,5,10,2014-07-03,51.20941,-1.479026
260887,Cambian At The Squirrels,4,10,5,5,2014-03-24,50.962818,-1.419917
260888,Canndo Cakes,5,0,0,5,2012-02-02,,
260889,Card Factory,Exempt,nan,nan,nan,2012-05-08,51.208301,-1.480327
260890,Carlos Ices,5,5,5,5,2013-08-01,50.973993,-1.569072
260891,Carries Cakes And Cupcakes,4,5,0,10,2014-02-19,,
260892,Catering 4 Occasions,4,10,0,10,2014-05-18,,
260893,Catering Services,5,5,5,0,2013-09-20,51.218532,-1.45707
260894,Caught,5,5,5,5,2014-04-23,50.990292,-1.500317
260895,Cedar Lawn Nursing Home,5,5,0,5,2013-11-29,50.99872,-1.472097
260896,Chalkhill Blue,5,5,0,5,2014-01-08,,
260897,Charcoal Grill,5,nan,nan,nan,2015-01-08,51.205761,-1.481444
260898,Charlies Lake Cafe,5,5,5,5,2013-06-28,51.220038,-1.497277
260899,Charlton And District Playgroup,Exempt,nan,nan,nan,2014-10-22,51.221562,-1.498378
260900,Charlton Lakeside Pavilion,4,5,0,10,2013-04-15,51.216737,-1.516313
260901,Charlton News,5,5,0,5,2013-10-04,51.206802,-1.478956
260902,Chatterbox,4,5,5,10,2012-09-27,50.989801,-1.470474
260903,Chef Peking,4,0,10,10,2014-12-11,50.990373,-1.489773
260904,Chefgary,5,0,0,0,2014-08-18,,
260905,Cherry Trees Bed And Breakfast,4,5,0,10,2014-08-18,51.221408,-1.442549
260906,Chick O Land,4,5,5,10,2014-01-30,51.205983,-1.478664
260907,Chilbolton Pre School,4,0,0,10,2013-04-24,51.171445,-1.432366
260908,Chilbolton Stores Limited,4,10,5,5,2014-12-12,51.158279,-1.439492
260909,Children's Kitchen,5,nan,nan,nan,2014-09-29,51.114937,-1.486489
260910,Chillies,4,10,5,5,2013-11-14,51.205983,-1.478664
260911,Chilworth Golf Centre,5,5,5,5,2014-04-03,50.96679,-1.42488
260912,Chilworth House Bed And Breakfast,5,0,5,0,2013-01-23,51.077359,-1.48248
260913,Chilworth Manor Hotel,3,10,10,10,2013-09-30,50.962526,-1.424548
260914,Chimney Cake,5,5,5,5,2014-10-23,,
260915,Chit Chaat Chai,5,5,5,5,2014-07-18,,
260916,Cholderton Farm Shop,5,5,0,5,2013-08-08,51.185803,-1.668359
260917,Chunkys Fish And Chips,4,10,5,5,2014-08-29,50.976798,-1.437747
260918,Church Mews,5,5,5,5,2012-09-13,51.209717,-1.479352
260919,Claires Cakes,5,0,5,5,2013-05-23,,
260920,Clatford C Of E Primary School,4,10,5,5,2013-10-21,51.20649,-1.47678
260921,Clatford Post Office And Village Stores,4,0,5,10,2012-12-19,51.177429,-1.48385
260922,Clayton Country Cars Ltd,3,10,5,10,2014-03-24,51.280138,-1.446986
260923,Cleaver Cottage B And B,5,5,5,5,2013-10-22,,
260924,Clifford House,4,0,5,10,2014-03-27,51.208011,-1.487989
260925,Clinton Cards Plc,Exempt,nan,nan,nan,2014-01-02,51.208052,-1.478913
260926,Clos Du Marquis,5,0,5,5,2014-05-22,51.128131,-1.423337
260927,Coffee 21,5,5,5,5,2014-09-29,50.981104,-1.46231
260928,Colindale Cottage Bed And Breakfast,5,0,0,5,2014-12-01,51.127309,-1.568605
260929,Community Cafe,5,5,0,0,2014-04-24,51.221291,-1.469571
260930,Compass Group UK And Ireland Ltd At ASDA Customer Cafe,5,5,0,5,2014-04-11,51.203328,-1.484276
260931,Control Technique Dynamics,5,0,0,5,2013-04-08,51.216254,-1.455511
260932,Cook,5,0,0,0,2012-03-02,50.989619,-1.497563
260933,Coombs Catering Partnership Ltd,3,5,10,10,2014-04-07,51.205409,-1.47711
260934,Coop,5,5,0,0,2014-07-22,50.97587,-1.448555
260935,Coop,5,5,5,5,2014-06-20,50.929207,-1.473609
260936,Coop,4,nan,nan,nan,2014-03-07,51.20978,-1.461343
260937,Coop,4,10,0,5,2014-11-17,51.21406,-1.493577
260938,Coop,4,10,0,5,2014-01-30,50.97835,-1.438697
260939,Coop,5,5,5,5,2013-08-29,50.99333,-1.481448
260940,Coop Store,3,10,5,10,2015-01-14,51.114166,-1.491155
260941,Coop Stores,5,5,5,5,2013-04-09,50.990622,-1.475052
260942,Coop Welcome Stores,5,5,5,5,2013-09-30,51.208807,-1.505717
260943,Cooperative,4,5,5,10,2014-02-14,50.989061,-1.498308
260944,Cooperative Stores Ltd,5,5,5,5,2013-09-25,50.999942,-1.475973
260945,Copper And Cane Ltd,5,5,5,5,2013-07-16,,
260946,Copper Beeches,4,5,10,5,2014-12-15,51.208899,-1.471302
260947,Copper Kettle,4,5,10,5,2014-06-04,51.207147,-1.479653
260948,Corner Stores,5,0,0,5,2013-08-13,51.078442,-1.481354
260949,Costa Coffee,5,0,0,0,2014-06-27,50.98911,-1.499247
260950,Costa Coffee,5,5,5,0,2012-12-21,51.208052,-1.478913
260951,Costa Coffee,4,5,10,5,2013-10-25,50.988518,-1.489167
260952,Costa Coffee,5,5,0,5,2013-06-05,50.952866,-1.45203
260953,Costa Coffee,5,5,5,5,2013-07-11,,
260954,Cottage Cookies And Cakes,5,0,0,0,2012-11-19,,
260955,Cottonworth Wines,5,0,0,5,2014-07-07,51.155831,-1.458153
260956,Cowdown Nursery Ltd,5,0,0,5,2013-09-26,51.195325,-1.450706
260957,Creche At The Rapids,Exempt,nan,nan,nan,2009-06-05,50.988518,-1.489167
260958,Cricketers Arms,4,5,10,5,2014-03-28,51.273623,-1.53256
260959,Cross Stores Ltd,5,5,5,5,2014-09-11,51.077245,-1.48515
260960,Crumbelle,5,nan,nan,nan,2013-02-28,,
260961,CTC Aviation Group PLC,4,nan,nan,nan,2013-11-24,50.939748,-1.480122
260962,Cupcake Girls,5,5,5,5,2013-09-09,,
260963,Cupernham Infant School,5,0,0,0,2012-11-13,50.999115,-1.479887
260964,Cupernham Junior School,5,0,0,0,2014-11-14,50.999115,-1.479887
260965,Curry Leaf,5,5,5,5,2014-02-27,51.207859,-1.477956
260966,Cygnets Playgroup,5,0,5,5,2012-07-19,51.165638,-1.379592
260967,Dandelions Nursery,5,5,0,5,2014-05-27,,
260968,Dandys Ford Fishery,4,10,0,5,2014-09-12,50.994693,-1.578741
260969,Dee Dee's Family Cafe,4,0,5,10,2014-11-21,51.215478,-1.478643
260970,Delicatessen 13,5,5,5,5,2014-03-17,51.20657,-1.483381
260971,Delicio,4,10,0,10,2013-11-12,51.207147,-1.479653
260972,Delta Polish Food Limited,5,5,5,5,2014-02-14,51.207147,-1.479653
260973,Deluxe Ltd,5,0,5,5,2014-01-15,51.215629,-1.518014
260974,Devilicious Cakes,4,0,0,10,2012-04-25,,
260975,Dish Deli And Kitchen,5,5,5,5,2013-09-20,50.9895,-1.497932
260976,Ditsy's Cakes,5,nan,nan,nan,2014-08-01,,
260977,D-Lish Donuts,5,0,0,5,2014-06-17,,
260978,Dog And Crook,5,0,5,5,2013-07-31,51.015492,-1.470424
260979,Dominos Pizza,5,5,5,5,2014-01-15,51.206286,-1.480064
260980,Dominos Pizza,4,0,5,10,2014-01-30,50.987497,-1.498624
260981,Dosa Express,4,0,10,10,2014-09-24,,
260982,Drunken Sailor,4,5,5,10,2014-12-16,,
260983,Dunwood Manor Nursing Home,5,0,0,5,2014-11-06,51.000439,-1.554662
260984,Durban House Private Nursing Home,5,5,5,5,2014-08-26,50.996221,-1.482285
260985,E W Pinchbeck And Sons,1,0,5,20,2013-03-13,51.139485,-1.58633
260986,EBBYs Ice Cream,5,0,0,0,2013-05-24,,
260987,Edinburgh Woollen Mill,Exempt,nan,nan,nan,2013-07-04,51.208052,-1.478913
260988,Edwina Mountbatten House,4,5,0,10,2014-01-23,50.987558,-1.496001
260989,Elim Pre School,5,0,0,0,2014-03-05,51.203967,-1.480347
260990,Elysium,4,0,5,10,2014-01-31,,
260991,EMT Catering,3,10,10,10,2014-12-03,51.222052,-1.474874
260992,Endeavour Primary School,5,0,0,0,2013-07-04,51.228686,-1.464402
