,businessname,ratingvalue,structural,hygiene,confidenceinmanagement,ratingdate,latitude,longitude
295521,1 Lynway Cottages,5,0,0,0,2009-03-23,50.732460022,-3.79749202728
295522,10 Belgrave Promenade,4,5,5,10,2007-05-21,51.209231,-4.125594
295523,11(ATT) Squadron Royal Marines,5,0,0,0,2013-02-19,51.055863,-4.177111
295524,1959,5,0,0,5,2014-10-22,51.017848,-3.835716
295525,Abbeyfield Society,5,0,0,0,2013-04-29,51.018263,-3.836217
295526,Abbeyfield Society,5,0,0,0,2012-08-01,51.018722,-3.837918
295527,Abbeyfield UK,5,0,0,0,2007-09-04,51.087158,-4.062202
295528,Accessorize,Exempt,nan,nan,nan,2009-12-09,51.080862,-4.060722
295529,Acorn Accommodation,5,5,0,0,2014-02-14,51.108131,-4.157295
295530,Acorn Lodge,5,0,0,0,2014-09-03,51.210765,-4.117876
295531,Acorns,4,0,0,10,2009-06-25,50.954108,-3.681439
295532,Acorns Guest House,5,5,0,5,2011-08-03,51.204758,-4.041454
295533,Actavis,5,0,0,0,2014-09-25,51.072835,-4.02709
295534,Action for Children,5,5,0,0,2014-11-24,51.073033,-4.081259
295535,Action For Children,5,0,0,0,2012-10-04,51.076774,-4.048206
295536,Adele's Cafe,5,5,0,5,2014-08-14,51.210159,-4.11603
295537,Adrian Salkeld Catering,5,0,0,0,2013-11-28,,
295538,Age Concern,5,0,0,0,2012-08-23,51.017474,-3.834347
295539,Agricultural Inn,5,5,5,5,2014-02-14,51.109792,-4.160415
295540,Alban House Residential Home,5,0,0,5,2014-02-13,51.207131,-4.119885
295541,Alexanders Sandwich Bar,5,0,0,5,2014-09-08,51.080666,-4.058044
295542,Alfie Browns,5,0,0,0,2014-02-19,51.079289,-4.058097
295543,Ali's Alcove,5,5,5,5,2014-03-13,51.078703,-4.059227
295544,Ali's Cakes,5,0,0,0,2013-06-25,,
295545,Alis Charcoal Grill,5,0,0,0,2014-11-25,51.079289,-4.058097
295546,Alley Cart Foods,4,5,5,10,2014-03-25,51.087895,-3.954452
295547,Amanda Janes,5,0,5,0,2014-11-10,51.22934,-3.833265
295548,Anatolia,5,5,0,5,2014-03-09,51.081054,-4.058518
295549,Andrew Bird @ Bar Electric,4,10,5,5,2014-08-15,51.172286,-4.205739
295550,Andys Ice Cream,4,0,5,10,2014-01-16,,
295551,Ann Summers,Exempt,nan,nan,nan,2010-01-12,51.081697,-4.060288
295552,Annes Cakes,5,0,0,0,2010-02-10,,
295553,Ann's Farmhouse Kitchen,5,0,0,0,2014-01-22,,
295554,Argos,Exempt,nan,nan,nan,2011-05-13,51.072795,-4.037095
295555,Argos Ltd,Exempt,nan,nan,nan,2008-07-28,51.082291,-4.061799
295556,Arlington Court Tea Rooms,5,0,0,0,2014-09-19,51.146243,-3.982195
295557,Arlington Hotel,4,10,0,0,2014-08-14,51.20966,-4.119772
295558,"Arts Play-Bstple, CAN Play-Bstple",5,0,0,0,2006-09-21,51.077497,-4.023768
295559,Arundel House,5,0,0,0,2013-01-21,51.07592,-4.050738
295560,Ashford Inn Fruit Farm,Exempt,nan,nan,nan,2006-03-27,51.093245,-4.100675
295561,Ashleigh C Of E Primary School,5,0,0,0,2014-09-24,51.07804,-4.052445
295562,Ashley House Bed and Breakfast,5,0,0,0,2013-06-25,51.018266,-3.833152
295563,Ashridge Dairy,4,0,0,10,2013-07-18,,
295564,Asian Spice,5,5,5,5,2015-01-21,51.207577,-4.126535
295565,At One Dining Room,4,5,5,10,2014-02-15,51.108639,-4.162447
295566,Atlantic Blue,5,0,0,0,2013-10-28,,
295567,Avalon Hotel,4,10,0,5,2012-10-17,51.210962,-4.116926
295568,Avoncourt Hotel,5,0,0,0,2012-06-20,51.208097,-4.13008
295569,B And M Stores,5,0,0,0,2014-01-09,51.072724,-4.042717
295570,B B Stores (Spar),5,5,0,5,2014-09-12,51.072051,-4.048297
295571,Baggy Lodge,5,0,0,0,2012-07-19,51.136025,-4.245393
295572,Baker Cake,5,0,0,0,2011-11-28,,
295573,Baker George,5,5,0,5,2014-10-24,51.017474,-3.834347
295574,Ballantynes The Deli,4,5,5,10,2014-10-20,51.080339,-4.059271
295575,Bamboo Palace,3,10,5,10,2015-01-21,51.210383,-4.11657
295576,Banburys Ltd,5,5,0,0,2014-09-23,51.080782,-4.060133
295577,Baptist Church,5,0,0,0,2008-03-27,51.208161,-4.123556
295578,Bar Electric,5,0,0,0,2012-07-20,51.172286,-4.205739
295579,Barbrook Service Station,5,0,0,0,2014-07-11,51.214225769,-3.8405110836
295580,Barn Bar,5,0,0,0,2013-09-11,51.164519,-4.061117
295581,Barn-A-B's Pre-School,5,0,0,0,2010-11-25,51.080939,-4.046634
295582,Barnstaple And North Devon Liberal Club,5,5,5,5,2005-09-07,51.079903,-4.061037
295583,Barnstaple Bakery,5,0,5,0,2014-10-20,51.080862,-4.060722
295584,Barnstaple Bowling Club,5,0,0,0,2010-07-19,51.078759,-4.050435
295585,Barnstaple Bus Station Cafe,5,0,0,0,2014-09-08,51.078627,-4.055897
295586,Barnstaple Coffee Shop,4,5,0,10,2014-09-23,51.081704,-4.060902
295587,Barnstaple Conservative Club,5,0,0,0,2014-01-20,51.082648,-4.059417
295588,Barnstaple Ex-Service And Social Club Ltd,5,5,5,5,2006-01-20,51.085561,-4.052307
295589,Barnstaple Hotel,5,0,0,0,2014-09-24,51.085503,-4.075422
295590,Barnstaple Inn,5,0,0,0,2014-02-18,50.9338226318,-3.93927359581
295591,Barnstaple Rest and Day Centre,5,5,0,5,2014-09-08,51.078479,-4.059146
295592,Barnstaple Rugby Club,5,0,0,0,2010-01-22,51.082906,-4.066696
295593,Barnstaple Town Football Club,5,0,0,5,2013-01-12,51.082646,-4.065128
295594,Barnstaple Youth House,4,0,0,10,2008-03-04,51.080969,-4.059242
295595,Barricane Beach Cafe,5,0,0,0,2013-08-30,51.174907,-4.211687
295596,Barum Takeaway,5,5,5,5,2014-03-05,51.079614,-4.056512
295597,Basement Kitchen,5,5,0,0,2013-04-16,51.072469,-4.069471
295598,Basils Restaurant,4,5,0,10,2014-03-05,51.209363,-4.119272
295599,Bath Hotel,5,0,0,0,2014-08-27,51.230586,-3.831195
295600,Bath House Hotel,5,5,0,0,2014-09-10,51.2093,-4.125755
295601,Bayview Farm,5,0,0,0,2014-08-13,51.1286582947,-4.22799921036
295602,Beach Bites,5,0,0,0,2013-08-30,51.1588935852,-4.21615791321
295603,Beach Break Cafe,5,5,0,5,2014-10-24,50.732460022,-3.79749202728
295604,Beach Break Hot Wok,5,0,0,0,2014-07-09,51.171565,-4.204374
295605,Beach Buddies Childcare,5,0,5,0,2014-02-14,51.108869,-4.161186
295606,Beach Cafe,5,0,0,0,2013-08-16,51.079958,-4.055385
295607,Beach Trailer (1),5,5,0,0,2008-09-02,51.079958,-4.055385
295608,Beach Trailer (2),5,0,0,0,2008-09-02,51.079958,-4.055385
295609,Beachcomber Cafe,5,0,0,5,2014-09-11,51.174907,-4.211687
295610,Beachside Cafe,5,5,0,5,2013-12-12,51.209733,-4.098257
295611,Bear Street Pharmacy,Exempt,nan,nan,nan,2010-01-11,51.081031,-4.057275
295612,Beasleys of Braunton,5,0,0,0,2014-02-04,51.108805,-4.161255
295613,Bed & Breakfast,5,0,0,0,2010-04-28,51.181429,-4.212071
295614,Bed and Breakfast,5,5,0,5,2012-08-21,51.108131,-4.157295
295615,Beech House,5,0,0,0,2014-09-19,51.020801,-3.837273
295616,Bee-Utiful Cakes,5,0,0,5,2010-02-25,,
295617,Belgrave,5,0,0,0,2008-07-16,51.01774,-3.856243
295618,Belmont Grange Residential Home,3,10,5,10,2015-02-03,51.203632,-4.128343
295619,Bengal Tiger,5,5,5,5,2014-03-20,51.015003,-3.83596
295620,Benj's Bangers,5,0,0,5,2014-11-25,,
295621,Bennings Bed & Breakfast,5,0,0,0,2013-07-30,51.107536,-4.147138
295622,Berry Butchers,5,0,0,0,2014-09-12,51.080339,-4.059271
295623,Berrynarbor C Of E Primary School,5,0,5,5,2014-09-12,51.200704,-4.061874
295624,Berrynarbor Community Shop And Post Office,5,5,0,5,2013-10-15,51.200704,-4.061874
295625,Berrynarbor Parent and Toddler Group,5,0,0,5,2013-02-08,51.201015,-4.063061
295626,Berrynarbor Pre School,5,5,0,0,2013-02-08,51.200704,-4.061874
295627,Besshill Farm Shop,5,5,0,5,2013-01-08,51.15062,-3.955086
295628,Best One,4,10,0,10,2014-02-06,51.205712,-4.035197
295629,Best One At Bickington,5,5,0,5,2010-01-11,51.073553,-4.09944
295630,BHS,Exempt,nan,nan,nan,2010-01-11,51.081951,-4.059671
295631,Bicclescombe Mill,3,10,10,10,2014-09-22,51.19901,-4.121874
295632,Bickwell Farm,5,0,0,5,2011-08-18,,
295633,Big Al's,5,0,5,0,2010-05-11,51.170582,-4.205486
295634,Big Bite,3,10,10,10,2014-02-18,,
295635,Big Brook Farm,5,0,0,0,2009-03-18,,
295636,Big Chief Waffles,5,5,0,5,2014-09-11,51.172666,-4.20703
295637,Big Pot Kitchen,5,0,0,0,2014-12-03,,
295638,Bike Trail Cycle Hire,4,0,5,10,2009-08-18,51.07981,-4.119998
295639,Billy Budds,5,5,0,0,2013-06-18,51.129814,-4.224953
295640,Billy's Bistro,5,5,0,0,2013-08-10,51.171312,-4.174649
295641,Birchwood Price Tools,5,0,0,0,2014-01-08,51.073326,-4.059645
295642,Bishops Fayre,5,0,0,0,2009-03-13,,
295643,Bishops Nympton Community Shop,5,0,0,0,2013-10-01,51.000349,-3.767455
295644,Bishops Nympton Little Owls Pre School,5,0,0,0,2011-09-26,51.0003471375,-3.76745486259
295645,Bishops Tawton County Primary School,5,5,5,5,2012-11-15,51.053981781,-4.04797029495
295646,Bishops Tawton Pre School,5,0,0,0,2011-03-04,51.056131,-4.050434
295647,Bite 2 Eat,5,0,0,0,2010-10-21,,
295648,Black And White Restaurant,5,0,0,5,2014-09-11,51.206203,-4.037495
295649,Blackcock Inn,5,5,5,5,2013-10-24,51.0226631165,-3.73299813271
295650,Blair Lodge,5,0,0,0,2010-06-30,51.20638,-4.036114
295651,Blakewell Fisheries,5,0,0,0,2009-03-23,51.104629,-4.061851
295652,Blue Groove Central,5,0,0,5,2014-03-19,51.129814,-4.224953
295653,Bon Bons,5,5,5,5,2014-11-06,51.017474,-3.834347
295654,Bonnicott House,4,5,0,10,2013-03-04,51.228966,-3.827249
295655,Bookers Cash And Carry,5,0,0,0,2008-02-14,50.732460022,-3.79749202728
295656,Boom Kitchen,5,0,0,0,2014-10-17,,
295657,Boom Sauces Ltd,5,5,0,0,2013-04-23,,
295658,Boots,Exempt,nan,nan,nan,2008-02-23,51.205864,-4.037351
295659,Boots Plc,Exempt,nan,nan,nan,2008-01-26,51.017971,-3.834794
295660,Boots The Chemists Ltd,5,0,0,0,2008-02-16,51.080862,-4.060722
295661,Boots the Chemists Ltd,Exempt,nan,nan,nan,2011-08-03,51.066545,-4.079969
295662,Boots Uk,Exempt,nan,nan,nan,2011-08-11,51.071373,-4.125536
295663,Borough Valley Ltd,5,0,0,0,2011-05-19,,
295664,Boston Tea Party,5,0,0,0,2013-01-21,51.081158,-4.061763
295665,Bourne Bridge House,5,0,0,0,2010-11-11,50.9519424438,-3.76067686081
295666,Boutique Gingerbread,5,0,0,0,2010-11-12,,
295667,Bowdens Newsagents,4,0,0,10,2007-11-03,51.172195,-4.204805
295668,Bracken House,5,0,0,5,2014-01-24,51.1228370667,-3.93634915352
295669,Brain Freeze,4,5,0,10,2014-09-09,51.208996,-4.121646
295670,Brambleside B And B,5,0,0,5,2011-04-14,51.204,-4.028665
295671,Bramblings,5,0,0,0,2012-03-12,,
295672,Bramleys,5,0,0,0,2013-09-05,51.079094,-4.056903
295673,Brams Cafe,5,0,0,0,2013-09-18,51.078703,-4.059227
295674,Brannams Cafe,5,5,0,5,2014-03-28,51.065038,-4.088322
295675,Bratton Fleming Baptist Church,5,0,0,0,2010-01-29,51.122838,-3.936349
295676,Bratton Fleming Community Primary School,5,0,0,0,2013-12-12,51.122775,-3.939619
295677,Bratton Fleming Pre-School C.I.C,5,0,0,0,2011-09-23,51.122775,-3.939619
295678,Bratton Fleming Sports Club,5,5,0,5,2014-03-21,51.119767,-3.945809
295679,Bratton Fleming Village Stores,5,5,5,5,2014-03-25,51.122195,-3.940409
295680,Braunton Bowling Club,5,0,0,0,2011-03-16,51.11098,-4.160842
295681,Braunton Cricket Club,5,0,0,0,2013-04-29,51.106909,-4.166966
295682,Braunton Inn,5,5,0,0,2014-09-25,51.0931663513,-4.13183355331
295683,Braunton Kingsacre Primary School,5,0,0,0,2014-01-30,51.1113433838,-4.1708741188
295684,Braunton Laundry,1,0,0,20,2010-01-13,51.108639,-4.162447
295685,Braunton News,Exempt,nan,nan,nan,2013-06-05,51.108639,-4.162447
295686,Braunton Out Of School Club Ltd,5,0,0,0,2008-09-09,51.109792,-4.160415
295687,Braunton School And Community College,5,0,0,5,2014-09-25,51.10258,-4.15695
295688,Braunton Service Station,5,0,0,5,2012-12-14,51.104356,-4.159133
295689,Braunton Southmead School,5,0,0,0,2013-11-11,51.103282,-4.15544
295690,Bray Valley Lamb,5,5,0,0,2010-02-11,51.15062,-3.955086
295691,Brayford Boomerangs Pre-School,5,0,0,0,2010-01-26,50.732460022,-3.79749202728
295692,Brayford Primary School,5,0,0,5,2014-11-11,51.0971946716,-3.8724925518
295693,"Brendon Hill Crafts, Unit 17",5,0,0,0,2011-08-08,51.072029,-4.023258
295694,Brendon House,5,0,0,0,2010-03-12,51.2200889587,-3.76461911201
295695,Bright Start Nursery,5,0,0,5,2007-11-20,51.093055,-4.141354
295696,Bright Start Pre-School,5,0,5,5,2007-11-20,51.093055,-4.141354
295697,British Heart Foundation,Exempt,nan,nan,nan,2009-10-08,51.079503,-4.059263
295698,"Brook Stores, Ty-Nant",5,5,0,5,2014-02-19,51.130895,-4.223933
295699,Brookdale Evangelical Church,4,10,5,5,2004-03-18,51.206552,-4.12895
295700,Broomhill Art Hotel,5,0,0,0,2014-03-12,50.732460022,-3.79749202728
295701,Brunssum,5,0,0,0,2007-10-16,,
295702,Bubble And Squeak,5,0,0,0,2014-02-28,51.209312,-4.12063
295703,Bucket And Spade,5,0,0,0,2011-05-11,51.079958,-4.055385
295704,Bull & Bear,5,5,5,0,2014-11-29,51.082565,-4.060027
295705,Bulworthy Project,5,0,0,0,2013-10-24,,
295706,Burger Bar,5,0,0,0,2013-06-25,51.21326828,-4.06903553009
295707,Burger King,5,5,0,0,2014-09-12,51.085562,-4.076138
295708,Burnside Guest House,5,5,0,0,2014-04-14,51.201214,-4.125783
295709,Burrington Church Of England Primary School,5,5,0,0,2008-02-05,50.9338226318,-3.93927359581
295710,Burrington Parish Hall,5,0,0,5,2011-10-17,50.732460022,-3.79749202728
295711,Burrow House Residential Home,5,0,5,0,2014-01-25,51.206315,-4.122239
295712,Burrow Torre,5,0,0,0,2008-02-05,,
295713,Burton Menswear,Exempt,nan,nan,nan,2011-08-24,51.080504,-4.060107
295714,Byecross House Bandb,5,0,0,0,2010-05-06,51.1401062012,-4.18607664108
295715,Byeways Bowling Club,4,5,0,10,2005-07-14,51.069446,-4.12118
295716,C Bryant Ltd,5,0,0,0,2010-01-13,51.07094,-4.072058
295717,C Q C Ltd,5,0,0,0,2007-10-10,51.08408,-4.079099
295718,Caen Caterpillars,5,0,0,0,2007-10-02,51.109622,-4.162293
295719,Caen Community Primary School,5,0,0,0,2011-05-06,51.109622,-4.162293
295720,Cafe,5,0,0,0,2013-06-25,51.21326828,-4.06903553009
295721,Cafe @ Ruda & Takeaway,5,0,0,5,2013-08-16,51.079958,-4.055385
295722,"Cafe Marks, Marks And Spencer",5,0,0,0,2014-09-18,51.080862,-4.060722
295723,Cafe On The Park,5,5,0,0,2013-02-06,51.180508,-4.131398
295724,Cafecino,5,5,0,0,2014-09-23,51.080504,-4.060107
295725,Caffe Nero,5,5,0,0,2014-09-08,51.080504,-4.060107
295726,Caffe Pausa,5,0,0,0,2014-10-15,51.065839,-4.085803
295727,Caffyns Farm,5,0,0,0,2014-09-05,51.215378,-3.882282
295728,Cairn House Hotel,5,5,5,5,2014-09-11,51.198969,-4.125093
295729,Cake Box,5,0,0,5,2012-11-16,,
295730,Cake Cove,5,0,0,0,2014-03-13,51.207277,-4.124717
295731,Cake the Occasion,5,0,0,0,2014-02-18,,
295732,Cakes From The Farm,5,0,0,5,2010-11-29,,
295733,Calvary Chapel,5,0,0,0,2010-07-23,51.172994,-4.203455
295734,Calvert Trust Exmoor,5,0,0,0,2014-01-10,51.1641082764,-3.93996572495
295735,Cantel Cakes Dyerswood,Exempt,nan,nan,nan,2008-03-28,51.134178,-4.152834
295736,Captain Jacks,5,5,5,5,2009-01-08,51.172195,-4.204805
295737,Caramelo,5,0,0,0,2014-08-14,51.210383,-4.11657
295738,Caravel,5,0,0,5,2011-08-08,51.230338,-3.830369
295739,Carey Witney,4,0,0,10,2014-01-22,,
295740,Cargo,Exempt,nan,nan,nan,2012-12-06,51.080862,-4.060722
295741,Carrie's Kitchen,5,0,5,5,2014-02-13,,
295742,Castaway Cafe,5,5,0,5,2014-04-14,51.206203,-4.037495
295743,Castle Dene Residential Care Home,5,0,0,0,2013-02-05,51.199539,-4.024576
295744,Castle Hill Guest House,5,0,0,0,2011-03-04,51.22934,-3.833265
295745,Castle Inn,5,5,0,0,2014-10-01,51.062246,-4.001709
295746,Castle Inn,5,5,0,0,2013-07-25,51.199539,-4.024576
295747,Cattle Market Cafe,1,5,5,20,2013-01-17,51.014052,-3.827768
295748,Cawthornes Foodmarket,5,5,0,5,2014-01-15,51.108639,-4.162447
295749,Cedars Inn,5,5,0,0,2014-01-27,51.0731506348,-4.08523273468
295750,Central Cinema,Exempt,nan,nan,nan,2008-01-09,51.07948,-4.058491
295751,Challacombe Post Office & Stores,5,0,0,0,2014-04-11,51.153581,-3.867482
295752,Channel View Caravan Park,5,0,0,5,2009-08-25,51.218788147,-3.82777667046
295753,Channel Vista,5,0,0,0,2014-01-27,51.204758,-4.041454
295754,Chanters Bakers Shop,5,0,0,5,2014-03-04,51.018263,-3.836217
295755,Chapel Farm Guest House,4,5,5,10,2006-06-27,51.129527,-4.224925
295756,Chappell & Sons Butchers,4,10,0,10,2014-03-11,51.205864,-4.037351
295757,Charlie Fridays Coffee Shop,4,0,10,0,2014-09-25,51.229508,-3.834031
295758,Chefs Corner,5,5,0,0,2013-07-30,51.201356,-4.114009
295759,Chelfham House Residential Home,5,5,0,0,2013-12-12,50.732460022,-3.79749202728
295760,Chelfham Mill School,5,0,0,0,2014-03-21,51.1028671265,-3.98815131187
295761,Cherry Tree Cafe,5,0,0,0,2010-09-29,51.103282,-4.15544
295762,Cherrys Cupcakes,5,0,0,0,2010-12-10,51.121454,-3.941178
295763,Chichester Arms,2,5,15,10,2014-01-31,51.051481,-4.045334
295764,Chichester Arms,5,0,0,0,2013-03-19,51.1846351624,-4.20909023285
295765,Chick N Land,1,10,15,20,2014-09-10,51.207277,-4.124717
295766,Childrens Hospice South West,5,0,0,0,2014-09-19,51.069803,-4.116885
295767,Chill Out,4,5,5,10,2014-09-04,51.210697,-4.115654
295768,Chip N Fin,5,0,0,5,2014-11-06,51.016421,-3.83499
