,addressline1,addressline2,addressline3,addressline4,businessname,businesstype,businesstypeid,confidenceinmanagement,extractdate,fhrsid,hygiene,itemcount,latitude,localauthoritybusinessid,localauthoritycode,localauthorityemailaddress,localauthorityname,localauthoritywebsite,longitude,postcode,ratingdate,ratingkey,ratingvalue,returncode,schemetype,structural
274415,High Wycombe,Bucks,,,58 Windsor Drive,Other catering premises,7841,,,194915,,,51.64107894897460,25510/0058/0/000,025,Food.Ratings@wycombe.gov.uk,Wycombe,http://www.wycombe.gov.uk,-0.73575502634048,HP13 6BL,,fhrs_awaitinginspection_en-GB,AwaitingInspection,,FHRS,
274416,,,,,81 Events Ltd,Other catering premises,7841,0,,435315,0,,,12/00179/FOOD,025,Food.Ratings@wycombe.gov.uk,Wycombe,http://www.wycombe.gov.uk,,,2012-07-26,fhrs_5_en-GB,5,,FHRS,0
274417,76 Booker Lane,High Wycombe,Bucks,,A K Kebab House,Takeaway/sandwich shop,7844,5,,624575,5,,51.62940800000000,14/00061/MIXED,025,Food.Ratings@wycombe.gov.uk,Wycombe,http://www.wycombe.gov.uk,-0.77891700000000,HP12 3UT,2014-01-13,fhrs_4_en-GB,4,,FHRS,10
274418,44 Eaton Avenue,High Wycombe,Buckinghamshire,,A Leonetti - Ice Cream Trader  K162 SVH,Mobile caterer,7846,20,,529981,5,,51.63492000000000,13/00231/FOOD,025,Food.Ratings@wycombe.gov.uk,Wycombe,http://www.wycombe.gov.uk,-0.77722300000000,HP12 3BP,2014-08-11,fhrs_1_en-GB,1,,FHRS,5
274419,7 Walkers Road,Longwick,Buckinghamshire,,A Lotte Of Cake,Other catering premises,7841,5,,479419,0,,51.74198200000000,12/00695/FOOD,025,Food.Ratings@wycombe.gov.uk,Wycombe,http://www.wycombe.gov.uk,-0.86312100000000,HP27 9SS,2012-11-15,fhrs_5_en-GB,5,,FHRS,5
274420,9 Denmark Street,Eden,High Wycombe,Buckinghamshire,A M F Bowling,Restaurant/Cafe/Canteen,1,0,,457918,0,,51.63081500000000,12/00636/MIXED,025,Food.Ratings@wycombe.gov.uk,Wycombe,http://www.wycombe.gov.uk,-0.75622500000000,HP11 2DB,2014-06-26,fhrs_5_en-GB,5,,FHRS,5
274421,Abbey Lodge Hotel,17 Priory Road,High Wycombe,Bucks,Abbey Lodge Hotel & Annex,Hotel/bed & breakfast/guest house,7842,10,,550843,10,,51.63223300000000,13/00324/MIXED,025,Food.Ratings@wycombe.gov.uk,Wycombe,http://www.wycombe.gov.uk,-0.74920700000000,HP13 6SL,2014-11-26,fhrs_3_en-GB,3,,FHRS,10
274422,5 Grafton Street,High Wycombe,Bucks,,Abid Catering Services,Manufacturers/packers,7839,5,,616542,5,,51.63494000000000,13/00728/MIXED,025,Food.Ratings@wycombe.gov.uk,Wycombe,http://www.wycombe.gov.uk,-0.77310500000000,HP12 3AJ,2013-11-29,fhrs_5_en-GB,5,,FHRS,5
274423,Artisan,Hillbottom Road,Sands Industrial Estate,High Wycombe,Absolute Cuisine Ltd,Restaurant/Cafe/Canteen,1,5,,558520,0,,51.63105900000000,13/00388/MIXED,025,Food.Ratings@wycombe.gov.uk,Wycombe,http://www.wycombe.gov.uk,-0.79602300000000,HP12 4HJ,2013-06-17,fhrs_5_en-GB,5,,FHRS,5
274424,,,,,Addams Mobile Caterers,Mobile caterer,7846,0,,292218,0,,,12/00233/MIXED,025,Food.Ratings@wycombe.gov.uk,Wycombe,http://www.wycombe.gov.uk,,,2012-03-29,fhrs_5_en-GB,5,,FHRS,5
274425,10 Hawthorne Road,High Wycombe,Bucks,,Advance Housing & Support Limited,Hospitals/Childcare/Caring Premises,5,5,,621626,5,,51.62353200000000,14/00009/MIXED,025,Food.Ratings@wycombe.gov.uk,Wycombe,http://www.wycombe.gov.uk,-0.71617700000000,HP13 7EP,2007-03-08,fhrs_4_en-GB,4,,FHRS,10
274426,Day Centre,Flackwell Heath Community Centre,Straight Bit,Flackwell Heath,Age Concern Day Centre,Hospitals/Childcare/Caring Premises,5,5,,624581,0,,51.60071000000000,14/00070/MIXED,025,Food.Ratings@wycombe.gov.uk,Wycombe,http://www.wycombe.gov.uk,-0.70867700000000,HP10 9LS,2014-01-16,fhrs_5_en-GB,5,,FHRS,0
274427,West End Street,High Wycombe,Buckinghamshire,,Ali Corner Grill,Takeaway/sandwich shop,7844,20,,706902,15,,,14/00293/FOOD,025,Food.Ratings@wycombe.gov.uk,Wycombe,http://www.wycombe.gov.uk,,,2014-09-27,fhrs_1_en-GB,1,,FHRS,10
274428,278 Desborough Road,High Wycombe,Buckinghamshire,,Ali Halal Meat & Poultry,Retailers - other,4613,20,,616548,15,,51.63235100000000,13/00734/MIXED,025,Food.Ratings@wycombe.gov.uk,Wycombe,http://www.wycombe.gov.uk,-0.76371100000000,HP11 2QR,2013-11-19,fhrs_1_en-GB,1,,FHRS,15
274429,38 Chairborough Road,High Wycombe,Bucks,,Al-Khair,Retailers - other,4613,20,,608636,10,,51.62958200000000,13/00714/MIXED,025,Food.Ratings@wycombe.gov.uk,Wycombe,http://www.wycombe.gov.uk,-0.77408700000000,HP12 3HJ,2013-11-14,fhrs_1_en-GB,1,,FHRS,15
274430,Oakley Hall,8 Castle Street,High Wycombe,Buckinghamshire,All Stars Pre-School,Hospitals/Childcare/Caring Premises,5,,,520972,,,51.62982500000000,13/00189/MIXED,025,Food.Ratings@wycombe.gov.uk,Wycombe,http://www.wycombe.gov.uk,-0.74940300000000,HP13 6RF,2011-08-30,fhrs_exempt_en-GB,Exempt,,FHRS,
274431,Bassetsbury Manor,Bassetsbury Lane,High Wycombe,Buckinghamshire,Alliance In Partnership @ Crown House School,School/college/university,7845,0,,733001,5,,51.62308200000000,14/00333/FOOD,025,Food.Ratings@wycombe.gov.uk,Wycombe,http://www.wycombe.gov.uk,-0.73436200000000,HP11 1QX,2015-01-19,fhrs_5_en-GB,5,,FHRS,0
274432,The Wye Valley School,New Road,Bourne End,Buckinghamshire,Alliance In Partnership At Bourne End Academy,School/college/university,7845,5,,553132,0,,51.58077600000000,13/00370/MIXED,025,Food.Ratings@wycombe.gov.uk,Wycombe,http://www.wycombe.gov.uk,-0.70550400000000,SL8 5BW,2014-11-04,fhrs_4_en-GB,4,,FHRS,10
274433,Green Tiles,5 Green Lane,Stokenchurch,Buckinghamshire,Alpha Community Care Services,Hospitals/Childcare/Caring Premises,5,0,,667924,0,,51.65939800000000,06/00012/FOOD,025,Food.Ratings@wycombe.gov.uk,Wycombe,http://www.wycombe.gov.uk,-0.91093100000000,HP14 3TU,2014-06-04,fhrs_5_en-GB,5,,FHRS,0
274434,101 Rutland Avenue,High Wycombe,Buckinghamshire,,Amar Superstore,Retailers - other,4613,20,,576408,15,,51.62778000000000,13/00404/MIXED,025,Food.Ratings@wycombe.gov.uk,Wycombe,http://www.wycombe.gov.uk,-0.77975600000000,HP12 3JQ,2014-11-11,fhrs_1_en-GB,1,,FHRS,15
274435,Ambassador Court Hotel,145-147 West Wycombe Road,High Wycombe,Bucks,Ambassador Court Hotel,Hotel/bed & breakfast/guest house,7842,10,,194860,0,,51.63555100000000,11/00681/MIXED,025,Food.Ratings@wycombe.gov.uk,Wycombe,http://www.wycombe.gov.uk,-0.76706300000000,HP12 3AB,2011-08-15,fhrs_4_en-GB,4,,FHRS,10
274436,Amersham & Wycombe College,Spring Lane,Flackwell Heath,High Wycombe,Amersham & Wycombe College,School/college/university,7845,0,,479411,5,,51.60687700000000,12/00684/MIXED,025,Food.Ratings@wycombe.gov.uk,Wycombe,http://www.wycombe.gov.uk,-0.72340500000000,HP10 9HE,2014-06-05,fhrs_5_en-GB,5,,FHRS,5
