,addressline1,addressline2,addressline3,addressline4,businessname,businesstype,businesstypeid,confidenceinmanagement,extractdate,fhrsid,hygiene,itemcount,latitude,localauthoritybusinessid,localauthoritycode,localauthorityemailaddress,localauthorityname,localauthoritywebsite,longitude,postcode,ratingdate,ratingkey,ratingvalue,returncode,schemetype,structural
7612,Mill Road,Cambridge,Cambridgeshire,,196,Restaurant/Cafe/Canteen,1,5,,507136,5,,52.19734600000000,PI/000081182,027,env.health@cambridge.gov.uk,Cambridge City,http://www.cambridge.gov.uk,0.14503400000000,CB1 3NF,2015-01-22,fhrs_5_en-GB,5,,FHRS,0
7613,20-22 Sidney Street,Cambridge,Cambridgeshire,,2nd View Cafe - Waterstones,Restaurant/Cafe/Canteen,1,0,,507036,0,,52.20630700000000,PI/000075684,027,env.health@cambridge.gov.uk,Cambridge City,http://www.cambridge.gov.uk,0.12086200000000,CB2 3HG,2013-07-09,fhrs_5_en-GB,5,,FHRS,5
7614,5 Chapel Street,Cambridge,Cambridgeshire,,5 Chapel Street B&B,Hotel/bed & breakfast/guest house,7842,0,,506015,0,,52.21739400000000,PI/000004022,027,env.health@cambridge.gov.uk,Cambridge City,http://www.cambridge.gov.uk,0.14030500000000,CB4 1DY,2012-10-25,fhrs_5_en-GB,5,,FHRS,0
7615,Churchill House,15 Cambridge Business Park,Cowley Road,Cambridge,7 Day Catering Ltd - CSR Canteen,Restaurant/Cafe/Canteen,1,5,,507161,5,,52.22875900000000,PI/000082177,027,env.health@cambridge.gov.uk,Cambridge City,http://www.cambridge.gov.uk,0.15370800000000,CB4 0WZ,2014-11-28,fhrs_5_en-GB,5,,FHRS,5
7616,A & B Guesthouse,124 Tenison Road,Cambridge,Cambridgeshire,A & B GUEST HOUSE,Hotel/bed & breakfast/guest house,7842,0,,506490,0,,52.19622800000000,PI/000022846,027,env.health@cambridge.gov.uk,Cambridge City,http://www.cambridge.gov.uk,0.13481000000000,CB1 2DP,2014-01-20,fhrs_5_en-GB,5,,FHRS,0
7617,15 Victoria Avenue,Cambridge,Cambridgeshire,,A WALLER & SON,Manufacturers/packers,7839,5,,506523,0,,52.21395700000000,PI/000023874,027,env.health@cambridge.gov.uk,Cambridge City,http://www.cambridge.gov.uk,0.12599900000000,CB4 1EG,2014-09-15,fhrs_5_en-GB,5,,FHRS,5
7618,Galfrid Road,Cambridge,Cambridgeshire,,Abbey Meadows School,School/college/university,7845,0,,506115,0,,52.20812600000000,PI/000008786,027,env.health@cambridge.gov.uk,Cambridge City,http://www.cambridge.gov.uk,0.16084800000000,CB5 8ND,2014-04-29,fhrs_5_en-GB,5,,FHRS,5
7619,,,,,Abbeyfield Cambridgeshire,Hospitals/Childcare/Caring Premises,5,5,,506067,0,,,PI/000005480,027,env.health@cambridge.gov.uk,Cambridge City,http://www.cambridge.gov.uk,,,2012-07-20,fhrs_5_en-GB,5,,FHRS,0
7620,15 The Broadway,Mill Road,Cambridge,Cambridgeshire,ABC Barbeque,Takeaway/sandwich shop,7844,5,,506499,10,,52.19802800000000,PI/000023107,027,env.health@cambridge.gov.uk,Cambridge City,http://www.cambridge.gov.uk,0.14361800000000,CB1 3AH,2013-11-18,fhrs_4_en-GB,4,,FHRS,5
7621,Morley Memorial Primary School,Blinco Grove,Cambridge,Cambridgeshire,ABM Catering,School/college/university,7845,5,,664004,0,,52.18649600000000,PI/000084512,027,env.health@cambridge.gov.uk,Cambridge City,http://www.cambridge.gov.uk,0.14483300000000,CB1 7TX,2014-05-07,fhrs_5_en-GB,5,,FHRS,0
7622,157 Mowbray Road,Cambridge,Cambridgeshire,,Acacia Guest House,Hotel/bed & breakfast/guest house,7842,10,,506882,5,,52.18457100000000,PI/000070997,027,env.health@cambridge.gov.uk,Cambridge City,http://www.cambridge.gov.uk,0.15179200000000,CB1 7SP,2014-09-19,fhrs_4_en-GB,4,,FHRS,0
7623,65 Aberdeen Avenue,Cambridge,Cambridgeshire,,Accordia Supermarket,Retailers - other,4613,10,,506839,0,,52.19045800000000,PI/000069540,027,env.health@cambridge.gov.uk,Cambridge City,http://www.cambridge.gov.uk,0.12913500000000,CB2 8DL,2012-02-21,fhrs_4_en-GB,4,,FHRS,5
7624,6A Priory Road,Cambridge,Cambridgeshire,,Ace Day Nursery,Hospitals/Childcare/Caring Premises,5,0,,506409,0,,52.21022000000000,PI/000018997,027,env.health@cambridge.gov.uk,Cambridge City,http://www.cambridge.gov.uk,0.13873100000000,CB5 8HT,2015-01-07,fhrs_5_en-GB,5,,FHRS,0
7625,37 Parkside,Cambridge,Cambridgeshire,,Ace Nursery,Hospitals/Childcare/Caring Premises,5,0,,506389,0,,52.20376500000000,PI/000018314,027,env.health@cambridge.gov.uk,Cambridge City,http://www.cambridge.gov.uk,0.12870300000000,CB1 1JE,2014-01-10,fhrs_5_en-GB,5,,FHRS,0
7626,3 Dean Drive,Cambridge,Cambridgeshire,,Acer House B & B,Hotel/bed & breakfast/guest house,7842,10,,506077,5,,52.17951700000000,PI/000006552,027,env.health@cambridge.gov.uk,Cambridge City,http://www.cambridge.gov.uk,0.14344400000000,CB1 7SW,2014-06-25,fhrs_4_en-GB,4,,FHRS,0
7627,154 Chesterton Road,Cambridge,Cambridgeshire,,Acorn Guest House,Hotel/bed & breakfast/guest house,7842,0,,506043,0,,52.21576400000000,PI/000004711,027,env.health@cambridge.gov.uk,Cambridge City,http://www.cambridge.gov.uk,0.13347800000000,CB4 1DA,2012-08-21,fhrs_5_en-GB,5,,FHRS,0
7628,182 East Road,Cambridge,Cambridgeshire,,Adana Mini Market,Retailers - other,4613,10,,507134,15,,52.20470000000000,PI/000081177,027,env.health@cambridge.gov.uk,Cambridge City,http://www.cambridge.gov.uk,0.13319700000000,CB1 1BG,2014-02-04,fhrs_2_en-GB,2,,FHRS,0
7629,Park Street,Cambridge,Cambridgeshire,,ADC Theatre,Other catering premises,7841,0,,506387,0,,52.20909900000000,PI/000018223,027,env.health@cambridge.gov.uk,Cambridge City,http://www.cambridge.gov.uk,0.12010200000000,CB5 8AS,2012-02-17,fhrs_4_en-GB,4,,FHRS,10
7630,13 King Street,Cambridge,Cambridgeshire,,Afternoon Tease,Restaurant/Cafe/Canteen,1,5,,636729,0,,52.20744900000000,PI/000082084,027,env.health@cambridge.gov.uk,Cambridge City,http://www.cambridge.gov.uk,0.12287800000000,CB1 1LH,2014-02-25,fhrs_5_en-GB,5,,FHRS,0
7631,,,,,Afternoon Tease,Other catering premises,7841,0,,506137,0,,,PI/000009753,027,env.health@cambridge.gov.uk,Cambridge City,http://www.cambridge.gov.uk,,,2012-09-27,fhrs_5_en-GB,5,,FHRS,0
7632,,,,,Agnes Triwiyono (Agnes Cakes),Other catering premises,7841,0,,643627,0,,,PI/000079945,027,env.health@cambridge.gov.uk,Cambridge City,http://www.cambridge.gov.uk,,,2014-04-02,fhrs_5_en-GB,5,,FHRS,0
7633,3-4 Kings Parade,Cambridge,Cambridgeshire,,Agora at The Copper Kettle,Restaurant/Cafe/Canteen,1,5,,506853,0,,52.20438400000000,PI/000070044,027,env.health@cambridge.gov.uk,Cambridge City,http://www.cambridge.gov.uk,0.11780000000000,CB2 1SJ,2013-03-07,fhrs_5_en-GB,5,,FHRS,0
7634,62 Mill Road,Cambridge,Cambridgeshire,,Al Casbah Restaurant,Restaurant/Cafe/Canteen,1,10,,506325,0,,52.20041900000000,PI/000015857,027,env.health@cambridge.gov.uk,Cambridge City,http://www.cambridge.gov.uk,0.13574300000000,CB1 2AS,2014-07-11,fhrs_4_en-GB,4,,FHRS,5
7635,,,,,Al Chile,Mobile caterer,7846,5,,705110,0,,,PI/000038221,027,env.health@cambridge.gov.uk,Cambridge City,http://www.cambridge.gov.uk,,,2014-09-04,fhrs_5_en-GB,5,,FHRS,5
7636,1C-1E Arbury Road,Cambridge,Cambridgeshire,,Al Noor Grocers,Retailers - other,4613,10,,506920,0,,52.22158900000000,PI/000072163,027,env.health@cambridge.gov.uk,Cambridge City,http://www.cambridge.gov.uk,0.13306900000000,CB4 2JB,2014-11-26,fhrs_4_en-GB,4,,FHRS,5
