,addressline1,addressline2,addressline3,addressline4,businessname,businesstype,businesstypeid,confidenceinmanagement,extractdate,fhrsid,hygiene,itemcount,latitude,localauthoritybusinessid,localauthoritycode,localauthorityemailaddress,localauthorityname,localauthoritywebsite,longitude,postcode,ratingdate,ratingkey,ratingvalue,returncode,schemetype,structural
314662,,193 St Andrews Road,Bridport,Dorset,193 ST ANDREWS ROAD DORSET RES HOMES,Hospitals/Childcare/Caring Premises,5,5,,319032,5,,50.74087700000000,3318,089,env.health@westdorset-dc.gov.uk,West Dorset,http://www.dorsetforyou.com,-2.74494100000000,DT6 3BT,2014-03-04,fhrs_5_en-GB,5,,FHRS,5
314663,,2 Thornhill Close,Dorchester,Dorset,2 THORNHILL CLOSE,Hospitals/Childcare/Caring Premises,5,5,,319035,5,,50.70333800000000,3322,089,env.health@westdorset-dc.gov.uk,West Dorset,http://www.dorsetforyou.com,-2.45116100000000,DT1 2RE,2012-07-04,fhrs_5_en-GB,5,,FHRS,5
314664,,4 Romulus Close,Dorchester,Dorset,4 ROMULUS CLOSE,Hospitals/Childcare/Caring Premises,5,5,,319102,5,,50.70130500000000,3586,089,env.health@westdorset-dc.gov.uk,West Dorset,http://www.dorsetforyou.com,-2.44879100000000,DT1 2TH,2013-11-19,fhrs_5_en-GB,5,,FHRS,5
314665,,5 Dick O Th Banks Road,Crossways,Dorset,5 DICK O' THE BANKS ROAD,Hospitals/Childcare/Caring Premises,5,5,,318777,5,,50.69734500000000,2072,089,env.health@westdorset-dc.gov.uk,West Dorset,http://www.dorsetforyou.com,-2.32865700000000,DT2 8BJ,2014-10-01,fhrs_4_en-GB,4,,FHRS,10
314666,,,,,5 STAR BAR AND CATERING,Mobile caterer,7846,0,,318925,0,,,30436,089,env.health@westdorset-dc.gov.uk,West Dorset,http://www.dorsetforyou.com,,,2014-11-17,fhrs_5_en-GB,5,,FHRS,0
314667,,56 Maiden Castle Road,Dorchester,Dorset,56 MAIDEN CASTLE ROAD,Hospitals/Childcare/Caring Premises,5,5,,319000,5,,50.70522300000000,3174,089,env.health@westdorset-dc.gov.uk,West Dorset,http://www.dorsetforyou.com,-2.44967800000000,DT1 2ES,2014-02-26,fhrs_5_en-GB,5,,FHRS,5
314668,,,,,A S SUSHI AND MORE LTD,Other catering premises,7841,5,,683333,5,,,67089,089,env.health@westdorset-dc.gov.uk,West Dorset,http://www.dorsetforyou.com,,,2014-05-23,fhrs_5_en-GB,5,,FHRS,5
314669,A35 Pullin Cafe,Bridport Road,Dorchester,Dorset,A35 CAFE,Restaurant/Cafe/Canteen,1,10,,318769,10,,50.71489200000000,2065,089,env.health@westdorset-dc.gov.uk,West Dorset,http://www.dorsetforyou.com,-2.44224900000000,DT1 1XT,2014-09-01,fhrs_3_en-GB,3,,FHRS,10
314670,,257 Westbury,Sherborne,Dorset,ABBEY FRIAR,Takeaway/sandwich shop,7844,10,,319324,10,,50.94556800000000,4449,089,env.health@westdorset-dc.gov.uk,West Dorset,http://www.dorsetforyou.com,-2.51673100000000,DT9 3EH,2013-08-20,fhrs_3_en-GB,3,,FHRS,10
314671,Abbey House,Church Street,Abbotsbury,Dorset,ABBEY HOUSE,Restaurant/Cafe/Canteen,1,5,,319112,5,,50.66473400000000,3620,089,env.health@westdorset-dc.gov.uk,West Dorset,http://www.dorsetforyou.com,-2.59835200000000,DT3 4JJ,2014-03-24,fhrs_5_en-GB,5,,FHRS,5
