,addressline1,addressline2,addressline3,addressline4,businessname,businesstype,businesstypeid,confidenceinmanagement,extractdate,fhrsid,hygiene,itemcount,latitude,localauthoritybusinessid,localauthoritycode,localauthorityemailaddress,localauthorityname,localauthoritywebsite,longitude,postcode,ratingdate,ratingkey,ratingvalue,returncode,schemetype,structural
159647,,20 Tudor Square,Dalton-In-Furness,Cumbria,20,Pub/bar/nightclub,7843,0,,226166,0,,54.15713400000000,40772,056,commercial@barrowbc.gov.uk,Barrow-in-Furness,http://www.barrowbc.gov.uk,-3.17753900000000,LA15 8RH,2012-02-29,fhrs_5_en-GB,5,,FHRS,0
159648,,251 Rawlinson Street,Barrow-In-Furness,Cumbria,3J Confectionary,Retailers - other,4613,10,,504197,5,,54.11527500000000,40810,056,commercial@barrowbc.gov.uk,Barrow-in-Furness,http://www.barrowbc.gov.uk,-3.22359400000000,LA14 1DH,2015-01-08,fhrs_3_en-GB,3,,FHRS,10
159649,,38 Harrogate Street,Barrow-In-Furness,Cumbria,A W Shepherd,Retailers - other,4613,5,,225845,5,,54.12393400000000,19635,056,commercial@barrowbc.gov.uk,Barrow-in-Furness,http://www.barrowbc.gov.uk,-3.22244100000000,LA14 5LY,2014-02-12,fhrs_5_en-GB,5,,FHRS,5
159650,,48 Abbey Road,Barrow-In-Furness,Cumbria,A.E. Trades Club & Institute,Pub/bar/nightclub,7843,5,,226133,5,,54.11434300000000,9438,056,commercial@barrowbc.gov.uk,Barrow-in-Furness,http://www.barrowbc.gov.uk,-3.23043600000000,LA14 1LG,2009-10-19,fhrs_5_en-GB,5,,FHRS,5
159651,,,,,A590 Catering (Eastbound),Mobile caterer,7846,5,,717364,0,,,39402,056,commercial@barrowbc.gov.uk,Barrow-in-Furness,http://www.barrowbc.gov.uk,,,2014-11-12,fhrs_5_en-GB,5,,FHRS,5
159652,Abbey House Hotel,Abbey Road,Barrow-In-Furness,Cumbria,Abbey House Hotel,Hotel/bed & breakfast/guest house,7842,0,,225862,5,,54.13650200000000,27030,056,commercial@barrowbc.gov.uk,Barrow-in-Furness,http://www.barrowbc.gov.uk,-3.20075500000000,LA13 0PA,2014-03-26,fhrs_5_en-GB,5,,FHRS,5
159653,Custodians Cottage,Manor Road,Barrow-In-Furness,Cumbria,Abbey Mill Coffee Shop,Restaurant/Cafe/Canteen,1,5,,226135,5,,54.13751200000000,34572,056,commercial@barrowbc.gov.uk,Barrow-in-Furness,http://www.barrowbc.gov.uk,-3.19858000000000,LA13 0PJ,2014-02-19,fhrs_4_en-GB,4,,FHRS,10
159654,Abbey Road Baptist Church,Abbey Road,Barrow-In-Furness,Cumbria,Abbey Road Baptist Church,Other catering premises,7841,10,,226088,0,,54.12077800000000,35376,056,commercial@barrowbc.gov.uk,Barrow-in-Furness,http://www.barrowbc.gov.uk,-3.22074200000000,LA14 5EY,2008-05-08,fhrs_4_en-GB,4,,FHRS,0
159655,Millenium House,Dalton Road,Barrow-In-Furness,Cumbria,Abbeyfield Society,Hospitals/Childcare/Caring Premises,5,0,,225986,0,,54.11536200000000,34621,056,commercial@barrowbc.gov.uk,Barrow-in-Furness,http://www.barrowbc.gov.uk,-3.22742100000000,LA14 1PQ,2013-01-25,fhrs_5_en-GB,5,,FHRS,0
159656,,373 Abbey Road,Barrow-In-Furness,Cumbria,Abbotsfield Residential Care Home,Hospitals/Childcare/Caring Premises,5,0,,225913,0,,54.13268900000000,26966,056,commercial@barrowbc.gov.uk,Barrow-in-Furness,http://www.barrowbc.gov.uk,-3.20987400000000,LA13 9JS,2014-02-04,fhrs_5_en-GB,5,,FHRS,0
